seqname	dsDNAphage	NCLDV	RNA	ssDNA	lavidaviridae	max_score	max_score_group	length	hallmark	viral	cellular
k141_6847422||full	1.000	0.433	0.005	0.027	0.033	1.000	dsDNAphage	43765	14	46.200	3.100
k141_6847568||full	1.000	0.387	0.045	0.107	0.507	1.000	dsDNAphage	35605	7	44.900	2.000
k141_6847623||full	0.893	0.980	0.095	0.320	0.927	0.980	NCLDV	5416	0	70.000	0.000
k141_6847957||full	0.993	0.187	0.225	0.300	0.413	0.993	dsDNAphage	5801	1	28.600	0.000
k141_6848010||full	1.000	0.480	0.000	0.013	0.107	1.000	dsDNAphage	33359	4	45.800	1.700
k141_6848022||full	1.000	0.213	0.310	0.373	0.787	1.000	dsDNAphage	33381	4	45.800	0.000
k141_6575161||full	1.000	0.360	0.245	0.320	0.887	1.000	dsDNAphage	42541	3	29.800	0.000
k141_2001471||full	0.173	0.733	0.175	0.020	0.540	0.733	NCLDV	10192	0	25.000	0.000
k141_6004363||full	0.440	0.553	0.195	0.020	0.207	0.553	NCLDV	5098	0	50.000	0.000
k141_3145206||full	0.527	0.667	0.010	0.000	0.080	0.667	NCLDV	5693	0	20.000	0.000
k141_153||full	1.000	0.147	0.190	0.753	0.487	1.000	dsDNAphage	6483	2	60.000	0.000
k141_857931||full	0.727	0.040	0.095	0.100	0.147	0.727	dsDNAphage	5039	0	18.200	9.100
k141_4003187||full	0.287	0.647	0.045	0.000	0.027	0.647	NCLDV	7226	0	16.700	0.000
k141_3145411||full	1.000	0.827	0.340	0.940	0.987	1.000	dsDNAphage	5818	2	80.000	0.000
k141_1429890||full	0.167	0.687	0.070	0.040	0.280	0.687	NCLDV	5657	0	40.000	0.000
k141_2573597||full	0.973	0.067	0.375	0.300	0.093	0.973	dsDNAphage	5796	0	7.100	0.000
k141_1430047||full	0.873	0.827	0.790	0.367	0.987	0.987	lavidaviridae	6960	0	28.600	0.000
k141_3431631||full	0.287	0.407	0.350	0.333	0.700	0.700	lavidaviridae	4856	0	33.300	0.000
k141_1715985||full	0.880	0.267	0.445	0.620	0.293	0.880	dsDNAphage	5596	0	40.000	0.000
k141_5719064||full	0.600	0.947	0.495	0.267	0.987	0.987	lavidaviridae	6607	0	33.300	0.000
k141_3145898||full	0.233	0.540	0.095	0.007	0.080	0.540	NCLDV	26807	0	10.500	0.000
k141_3432002||full	0.267	0.553	0.015	0.007	0.453	0.553	NCLDV	13894	0	42.900	14.300
k141_286818||full	0.720	0.173	0.005	0.000	0.020	0.720	dsDNAphage	7385	1	33.300	22.200
k141_6291257||full	1.000	0.373	0.115	0.153	0.073	1.000	dsDNAphage	18848	5	33.300	0.000
k141_846||full	1.000	0.060	0.100	0.100	0.640	1.000	dsDNAphage	32059	4	39.100	4.300
k141_4289628||full	0.920	0.287	0.230	0.013	0.100	0.920	dsDNAphage	14423	2	23.100	0.000
k141_2860172||full	0.513	0.673	0.075	0.033	0.520	0.673	NCLDV	6835	0	33.300	0.000
k141_286975||full	0.567	0.093	0.000	0.020	0.027	0.567	dsDNAphage	5195	1	50.000	25.000
k141_3146290||full	0.080	0.607	0.055	0.020	0.107	0.607	NCLDV	5251	0	16.700	0.000
k141_4289869||full	0.147	0.727	0.055	0.113	0.487	0.727	NCLDV	6161	0	50.000	25.000
k141_287046||full	0.720	0.220	0.055	0.087	0.387	0.720	dsDNAphage	10996	0	15.800	0.000
k141_3146516||full	0.593	0.953	0.460	0.173	0.993	0.993	lavidaviridae	10854	0	16.700	0.000
k141_1430906||full	0.080	0.647	0.055	0.007	0.247	0.647	NCLDV	16357	0	18.200	0.000
k141_6577578||full	0.120	0.853	0.005	0.000	0.373	0.853	NCLDV	14757	0	33.300	8.300
k141_859351||full	0.120	0.547	0.000	0.000	0.013	0.547	NCLDV	12784	0	20.000	10.000
k141_6577693||full	0.967	0.293	0.120	0.540	0.153	0.967	dsDNAphage	7792	0	21.100	0.000
k141_6577707||full	0.127	0.713	0.075	0.007	0.580	0.713	NCLDV	7902	0	16.700	0.000
k141_287349||full	0.987	0.553	0.255	0.880	0.653	0.987	dsDNAphage	6196	4	63.600	0.000
k141_5148407||full	0.993	0.920	0.185	0.180	0.400	0.993	dsDNAphage	8240	4	70.000	0.000
k141_2860574||full	0.840	0.273	0.705	0.553	0.947	0.947	lavidaviridae	5104	0	40.000	0.000
k141_2860629||full	0.833	0.853	0.045	0.020	0.120	0.853	NCLDV	5608	0	33.300	0.000
k141_4004721||full	0.893	0.133	0.395	0.173	0.053	0.893	dsDNAphage	9370	0	18.800	0.000
k141_3147168||full	0.960	0.187	0.380	0.100	0.260	0.960	dsDNAphage	8140	1	14.300	0.000
k141_5720248||full	0.347	0.767	0.075	0.033	0.527	0.767	NCLDV	5915	0	28.600	0.000
k141_6578191||full	0.927	0.113	0.000	0.007	0.020	0.927	dsDNAphage	11237	1	66.700	33.300
k141_6292285||full	0.067	0.640	0.110	0.007	0.367	0.640	NCLDV	6719	0	16.700	0.000
k141_3147401||full	0.240	0.807	0.055	0.013	0.420	0.807	NCLDV	10963	0	33.300	0.000
k141_860302||full	0.153	0.727	0.000	0.013	0.107	0.727	NCLDV	7762	0	20.000	0.000
k141_2102||full	0.947	0.393	0.120	0.280	0.273	0.947	dsDNAphage	10035	0	46.700	0.000
k141_6006777||full	0.800	0.147	0.275	0.093	0.940	0.940	lavidaviridae	10259	0	36.400	0.000
k141_1431804||full	1.000	0.173	0.130	0.313	0.267	1.000	dsDNAphage	10034	4	83.300	0.000
k141_2575432||full	0.853	nan	0.050	0.100	0.047	0.853	dsDNAphage	14367	1	66.700	33.300
k141_5720870||full	0.187	0.367	0.175	0.007	0.513	0.513	lavidaviridae	7623	0	12.500	0.000
k141_4863706||full	0.213	0.227	0.165	0.000	0.553	0.553	lavidaviridae	5332	0	20.000	0.000
k141_4291415||full	0.893	0.107	0.175	0.207	0.220	0.893	dsDNAphage	11221	0	17.600	0.000
k141_5435266||full	0.953	0.913	0.125	0.107	0.733	0.953	dsDNAphage	7403	1	50.000	0.000
k141_2575742||full	1.000	0.353	0.010	0.000	0.033	1.000	dsDNAphage	44917	6	40.000	3.300
k141_5149847||full	0.953	0.973	0.465	0.913	0.967	0.973	NCLDV	6823	0	60.000	0.000
k141_4291584||full	1.000	0.207	0.210	0.300	0.253	1.000	dsDNAphage	16544	4	33.300	0.000
k141_2575954||full	0.780	0.600	0.000	0.007	0.007	0.780	dsDNAphage	13555	0	30.400	4.300
k141_3434162||full	0.127	0.827	0.215	0.000	0.167	0.827	NCLDV	5792	0	20.000	0.000
k141_4005867||full	0.980	0.153	0.145	0.813	0.127	0.980	dsDNAphage	5946	0	17.600	0.000
k141_3720554||full	0.027	0.553	0.000	0.000	0.027	0.553	NCLDV	12364	0	30.000	20.000
k141_5435987||full	0.900	0.013	0.135	0.013	0.547	0.900	dsDNAphage	10374	1	16.700	8.300
k141_1718643||full	0.627	0.613	0.615	0.307	0.807	0.807	lavidaviridae	4537	0	20.000	0.000
k141_4578166||full	0.993	0.013	0.000	0.040	0.007	0.993	dsDNAphage	6069	4	50.000	41.700
k141_3434384||full	0.293	0.873	0.050	0.020	0.293	0.873	NCLDV	5546	0	40.000	0.000
k141_1432922||full	0.993	0.707	0.000	0.113	0.173	0.993	dsDNAphage	11464	5	73.300	0.000
k141_6579946||full	0.247	0.607	0.100	0.053	0.733	0.733	lavidaviridae	9002	0	40.000	0.000
k141_4578407||full	0.667	0.060	0.005	0.007	0.093	0.667	dsDNAphage	6410	1	33.300	11.100
k141_6294265||full	0.247	0.740	0.095	0.047	0.273	0.740	NCLDV	5419	0	40.000	0.000
k141_4865049||full	0.247	0.587	0.040	0.020	0.387	0.587	NCLDV	8046	0	37.500	0.000
k141_1147314||full	0.607	0.327	0.195	0.553	0.287	0.607	dsDNAphage	5083	0	25.000	0.000
k141_3975||full	0.667	0.280	0.295	0.333	0.613	0.667	dsDNAphage	5570	0	16.700	0.000
k141_575724||full	0.720	0.087	0.005	0.000	0.113	0.720	dsDNAphage	13199	2	16.700	16.700
k141_289895||full	0.313	0.693	0.220	0.040	0.433	0.693	NCLDV	5305	0	25.000	0.000
k141_862481||full	0.987	0.273	0.165	0.273	0.293	0.987	dsDNAphage	8013	3	60.000	0.000
k141_4865443||full	0.427	0.560	0.050	0.100	0.587	0.587	lavidaviridae	20225	0	7.700	3.800
k141_2006029||full	0.993	0.180	0.020	0.173	0.733	0.993	dsDNAphage	5720	0	35.300	5.900
k141_2577218||full	1.000	0.493	0.165	0.220	0.880	1.000	dsDNAphage	34703	9	48.800	0.000
k141_3150099||full	0.307	0.827	0.070	0.027	0.387	0.827	NCLDV	15398	0	21.400	0.000
k141_1434047||full	1.000	0.813	0.085	0.053	0.647	1.000	dsDNAphage	38218	6	56.800	0.000
k141_5151683||full	0.993	0.293	0.800	0.313	0.900	0.993	dsDNAphage	5725	1	16.700	0.000
k141_1719590||full	0.600	0.620	0.025	0.473	0.700	0.700	lavidaviridae	6000	0	66.700	0.000
k141_2291855||full	0.100	0.540	0.000	0.007	0.000	0.540	NCLDV	9210	0	42.900	0.000
k141_2577437||full	0.027	0.560	0.000	0.000	0.013	0.560	NCLDV	6342	0	14.300	0.000
k141_863112||full	0.453	0.747	0.560	0.027	0.713	0.747	NCLDV	5787	0	25.000	0.000
k141_5211||full	0.327	0.580	0.030	0.007	0.027	0.580	NCLDV	10750	0	20.000	0.000
k141_4866376||full	0.653	0.987	0.475	0.493	0.993	0.993	lavidaviridae	8417	0	15.400	0.000
k141_576640||full	0.120	0.807	0.180	0.107	0.607	0.807	NCLDV	4885	0	33.300	0.000
k141_576646||full	0.387	0.587	0.390	0.120	0.920	0.920	lavidaviridae	7182	0	25.000	0.000
k141_5272||full	0.987	0.440	0.415	0.280	0.593	0.987	dsDNAphage	9103	2	33.300	0.000
k141_6581720||full	0.133	0.613	0.005	0.020	0.200	0.613	NCLDV	6227	0	40.000	20.000
k141_291192||full	0.153	0.540	0.000	0.013	0.033	0.540	NCLDV	9429	0	66.700	0.000
k141_5411||full	0.873	0.207	0.225	0.547	0.533	0.873	dsDNAphage	6029	0	60.000	0.000
k141_576824||full	0.900	0.320	0.280	0.473	0.640	0.900	dsDNAphage	5477	0	60.000	0.000
k141_4580096||full	0.900	0.233	0.110	0.253	0.907	0.907	lavidaviridae	12159	0	31.200	0.000
k141_2578257||full	0.753	0.793	0.855	0.020	0.947	0.947	lavidaviridae	9098	0	14.300	0.000
k141_863537||full	0.347	nan	0.215	0.260	0.880	0.880	lavidaviridae	5315	0	33.300	0.000
k141_5724280||full	0.160	0.973	0.175	0.027	0.847	0.973	NCLDV	6239	0	16.700	0.000
k141_2007348||full	0.047	0.613	0.065	0.047	0.313	0.613	NCLDV	5311	0	25.000	0.000
k141_5152685||full	0.853	0.407	0.965	0.407	1.000	1.000	lavidaviridae	6277	0	33.300	0.000
k141_2292845||full	0.933	0.247	0.000	0.000	0.020	0.933	dsDNAphage	7943	4	50.000	12.500
k141_2007426||full	0.900	0.087	0.025	0.067	0.047	0.900	dsDNAphage	14484	0	20.000	4.000
k141_3151502||full	0.220	0.253	0.515	0.113	0.240	0.515	RNA	5795	0	33.300	0.000
k141_6296542||full	0.140	0.907	0.190	0.000	0.533	0.907	NCLDV	3873	0	25.000	0.000
k141_4867159||full	1.000	0.327	0.135	0.640	0.433	1.000	dsDNAphage	8586	2	80.000	0.000
k141_3437264||full	0.973	0.553	0.240	0.447	0.500	0.973	dsDNAphage	11445	1	20.000	0.000
k141_4294370||full	0.200	0.860	0.170	0.060	0.373	0.860	NCLDV	6155	0	33.300	0.000
k141_4867428||full	0.087	0.620	0.065	0.020	0.167	0.620	NCLDV	5751	0	25.000	0.000
k141_1721237||full	1.000	0.247	0.115	0.460	0.507	1.000	dsDNAphage	7816	2	57.100	0.000
k141_4867667||full	0.993	0.387	0.300	0.240	0.760	0.993	dsDNAphage	13586	3	50.000	0.000
k141_3724247||full	0.473	0.340	0.075	0.040	0.733	0.733	lavidaviridae	7054	0	22.200	11.100
k141_2865783||full	0.913	0.967	0.385	0.827	1.000	1.000	lavidaviridae	6453	0	36.400	0.000
k141_5725252||full	0.047	0.753	0.145	0.007	0.527	0.753	NCLDV	8524	0	12.500	0.000
k141_2865916||full	0.947	0.013	0.000	0.000	0.013	0.947	dsDNAphage	9203	1	38.500	15.400
k141_4581475||full	0.767	0.080	0.125	0.147	0.087	0.767	dsDNAphage	5028	0	11.100	0.000
k141_4581540||full	0.293	0.947	0.130	0.113	0.827	0.947	NCLDV	5208	0	50.000	0.000
k141_4295320||full	1.000	0.153	0.015	0.147	0.033	1.000	dsDNAphage	40155	5	37.300	1.200
k141_5725671||full	0.673	0.753	0.090	0.240	0.580	0.753	NCLDV	5308	0	66.700	0.000
k141_4868421||full	0.133	0.627	0.175	0.033	0.227	0.627	NCLDV	6839	0	20.000	0.000
k141_5154182||full	0.873	0.293	0.005	0.000	0.060	0.873	dsDNAphage	15161	3	45.500	9.100
k141_2008806||full	0.993	0.927	0.930	0.453	0.980	0.993	dsDNAphage	5327	1	33.300	0.000
k141_3152841||full	0.187	nan	0.080	0.280	0.513	0.513	lavidaviridae	6559	0	25.000	0.000
k141_3724888||full	0.087	0.527	0.310	0.033	0.673	0.673	lavidaviridae	6113	1	33.300	0.000
k141_3725099||full	0.313	0.640	0.240	0.220	0.753	0.753	lavidaviridae	8469	0	20.000	0.000
k141_3438770||full	0.173	0.573	0.025	0.007	0.207	0.573	NCLDV	11527	0	10.000	0.000
k141_4295883||full	0.980	0.067	0.000	0.000	0.013	0.980	dsDNAphage	8020	6	57.100	42.900
k141_6012214||full	0.007	0.727	0.000	0.000	0.000	0.727	NCLDV	7302	0	12.500	0.000
k141_578995||full	0.980	0.227	0.180	0.293	0.213	0.980	dsDNAphage	13055	0	42.900	0.000
k141_6298054||full	0.613	0.587	0.045	0.260	0.140	0.613	dsDNAphage	5681	0	22.200	0.000
k141_2009388||full	0.273	0.460	0.285	0.020	0.780	0.780	lavidaviridae	4955	0	14.300	0.000
k141_3439022||full	0.293	0.180	0.195	0.053	0.560	0.560	lavidaviridae	5890	0	14.300	0.000
k141_4296190||full	0.040	0.600	0.000	0.000	0.027	0.600	NCLDV	6623	0	40.000	0.000
k141_579168||full	0.100	0.847	0.005	0.000	0.133	0.847	NCLDV	11562	0	20.000	10.000
k141_6584320||full	0.427	0.993	0.005	0.047	0.960	0.993	NCLDV	7487	0	40.000	20.000
k141_1437150||full	1.000	0.580	0.625	0.673	0.740	1.000	dsDNAphage	4988	1	30.000	0.000
k141_4296254||full	0.707	0.147	0.000	0.007	0.027	0.707	dsDNAphage	9245	2	16.700	33.300
k141_3725549||full	1.000	0.327	0.080	0.320	0.633	1.000	dsDNAphage	8258	2	83.300	0.000
k141_3725569||full	0.113	0.660	0.045	0.007	0.460	0.660	NCLDV	6619	0	20.000	0.000
k141_4296452||full	0.247	0.627	0.360	0.080	0.813	0.813	lavidaviridae	5202	0	33.300	0.000
k141_5440325||full	0.080	0.933	0.015	0.007	0.280	0.933	NCLDV	8205	0	28.600	14.300
k141_2009787||full	0.373	0.693	0.240	0.067	0.867	0.867	lavidaviridae	10373	0	25.000	0.000
k141_3153806||full	0.140	0.893	0.130	0.000	0.340	0.893	NCLDV	7580	0	12.500	0.000
k141_4869820||full	0.120	0.507	0.000	0.013	0.093	0.507	NCLDV	5116	0	50.000	25.000
k141_5155109||full	0.553	0.733	0.300	0.173	0.340	0.733	NCLDV	5447	0	50.000	0.000
k141_1437887||full	0.240	0.573	0.305	0.200	0.773	0.773	lavidaviridae	7375	0	18.200	0.000
k141_1151664||full	0.327	0.787	0.150	0.040	0.527	0.787	NCLDV	9299	0	16.700	0.000
k141_579892||full	0.413	0.640	0.010	0.027	0.053	0.640	NCLDV	6648	0	16.700	0.000
k141_5727888||full	0.613	0.107	0.000	0.000	0.000	0.613	dsDNAphage	17969	1	33.300	16.700
k141_2296152||full	0.713	0.300	0.440	0.020	0.293	0.713	dsDNAphage	7081	0	14.300	0.000
k141_2581548||full	0.100	0.633	0.100	0.000	0.100	0.633	NCLDV	4852	0	25.000	0.000
k141_5155890||full	0.920	1.000	0.020	0.073	0.967	1.000	NCLDV	12453	0	40.000	20.000
k141_867273||full	0.953	0.100	0.065	0.000	0.787	0.953	dsDNAphage	7294	1	28.600	14.300
k141_6299510||full	1.000	0.160	0.000	0.013	0.007	1.000	dsDNAphage	50271	8	48.700	3.800
k141_3727356||full	0.247	0.567	0.345	0.020	0.373	0.567	NCLDV	6116	0	25.000	0.000
k141_6299537||full	0.120	0.553	0.140	0.000	0.207	0.553	NCLDV	6772	0	20.000	0.000
k141_3155235||full	0.653	0.073	0.090	0.000	0.260	0.653	dsDNAphage	6221	1	20.000	0.000
k141_3155452||full	0.593	0.060	0.045	0.000	0.160	0.593	dsDNAphage	6221	1	20.000	0.000
k141_4584423||full	1.000	0.313	0.160	0.153	0.127	1.000	dsDNAphage	11579	3	35.000	0.000
k141_3727937||full	0.833	0.033	0.010	0.033	0.020	0.833	dsDNAphage	5139	0	45.500	18.200
k141_2011336||full	0.120	0.680	0.055	0.000	0.193	0.680	NCLDV	6621	0	20.000	0.000
k141_6015043||full	1.000	0.700	0.015	0.580	0.313	1.000	dsDNAphage	12173	3	58.800	0.000
k141_6586725||full	0.987	0.187	0.000	0.027	0.280	0.987	dsDNAphage	33798	6	53.800	1.900
k141_5442651||full	1.000	0.353	0.245	0.653	0.467	1.000	dsDNAphage	5439	2	42.900	0.000
k141_6015247||full	0.587	0.880	0.170	0.013	0.940	0.940	lavidaviridae	6383	0	28.600	0.000
k141_1153042||full	0.067	0.940	0.040	0.000	0.067	0.940	NCLDV	7277	0	11.100	0.000
k141_3728621||full	0.320	0.580	0.155	0.193	0.787	0.787	lavidaviridae	5053	0	50.000	0.000
k141_6587235||full	0.260	0.547	0.000	0.000	0.107	0.547	NCLDV	9494	0	16.700	8.300
k141_1439961||full	0.987	0.340	0.090	0.733	0.067	0.987	dsDNAphage	5630	0	13.300	0.000
k141_2583235||full	1.000	0.173	0.520	0.753	0.200	1.000	dsDNAphage	9715	1	23.500	0.000
k141_2583251||full	0.087	0.553	0.020	0.007	0.053	0.553	NCLDV	15010	0	11.100	0.000
k141_3156604||full	0.327	0.753	0.405	0.013	0.967	0.967	lavidaviridae	9174	0	22.200	0.000
k141_581858||full	0.393	0.780	0.555	0.080	0.933	0.933	lavidaviridae	9136	0	20.000	0.000
k141_6016079||full	0.200	0.600	0.195	0.013	0.053	0.600	NCLDV	5990	0	14.300	0.000
k141_2870753||full	0.993	0.267	0.015	0.027	0.640	0.993	dsDNAphage	18262	1	30.400	4.300
k141_1726171||full	0.973	0.860	0.310	0.907	0.980	0.980	lavidaviridae	5148	0	36.400	0.000
k141_5157862||full	0.167	0.667	0.130	0.007	0.280	0.667	NCLDV	4516	0	25.000	0.000
k141_3157195||full	0.227	0.807	0.295	0.013	0.573	0.807	NCLDV	5762	0	20.000	0.000
k141_6016437||full	0.193	0.807	0.075	0.013	0.387	0.807	NCLDV	8284	0	30.000	0.000
k141_5157966||full	0.227	0.553	0.150	0.040	0.520	0.553	NCLDV	27436	0	33.300	0.000
k141_5157971||full	0.520	0.653	0.015	0.067	0.633	0.653	NCLDV	6942	0	27.300	0.000
k141_4299873||full	0.493	0.733	0.490	0.567	0.907	0.907	lavidaviridae	7033	0	50.000	0.000
k141_11149||full	0.327	0.907	0.075	0.053	0.553	0.907	NCLDV	5042	0	33.300	0.000
k141_5444116||full	0.340	0.680	0.000	0.000	0.193	0.680	NCLDV	6934	0	42.900	14.300
k141_4586220||full	0.620	0.140	0.175	0.187	0.967	0.967	lavidaviridae	6939	0	28.600	0.000
k141_5444296||full	0.880	0.900	0.990	0.940	0.993	0.993	lavidaviridae	6293	0	50.000	0.000
k141_869590||full	0.453	0.780	0.090	0.053	0.867	0.867	lavidaviridae	6721	0	12.500	0.000
k141_2584028||full	1.000	0.027	0.000	0.020	0.033	1.000	dsDNAphage	28736	10	61.000	7.300
k141_2299201||full	0.107	0.513	0.175	0.040	0.327	0.513	NCLDV	8240	0	25.000	0.000
k141_869697||full	0.880	0.293	0.905	0.913	0.953	0.953	lavidaviridae	14755	0	33.300	0.000
k141_5158183||full	0.080	0.807	0.085	0.000	0.193	0.807	NCLDV	9231	0	12.500	0.000
k141_1441064||full	0.853	0.867	0.310	0.000	0.353	0.867	NCLDV	9705	0	22.200	0.000
k141_4300327||full	0.187	0.820	0.220	0.000	0.380	0.820	NCLDV	6991	0	16.700	0.000
k141_4014531||full	1.000	0.153	0.160	0.520	0.507	1.000	dsDNAphage	6776	1	100.000	0.000
k141_582744||full	0.260	0.913	0.140	0.027	0.647	0.913	NCLDV	5890	0	25.000	0.000
k141_3157834||full	0.160	0.933	0.105	0.013	0.913	0.933	NCLDV	6581	0	12.500	0.000
k141_582868||full	0.113	0.940	0.115	0.040	0.560	0.940	NCLDV	7373	0	25.000	0.000
k141_1154828||full	1.000	0.093	0.095	0.360	0.847	1.000	dsDNAphage	7442	1	40.000	0.000
k141_298162||full	0.913	0.233	0.010	0.027	0.233	0.913	dsDNAphage	13545	2	42.900	28.600
k141_870120||full	0.767	0.193	0.555	0.027	0.300	0.767	dsDNAphage	10015	0	14.300	0.000
k141_4586802||full	1.000	0.200	0.015	0.027	0.167	1.000	dsDNAphage	25590	5	39.300	0.000
k141_870270||full	1.000	0.307	0.065	0.173	0.273	1.000	dsDNAphage	14429	5	31.800	0.000
