seqname	dsDNAphage	NCLDV	RNA	ssDNA	lavidaviridae	max_score	max_score_group	length	hallmark	viral	cellular
k141_4234675||full	0.273	0.353	0.000	0.007	0.613	0.613	lavidaviridae	4853	0	40.000	20.000
k141_4886171||full	0.573	0.720	0.015	0.060	0.047	0.720	NCLDV	5857	1	100.000	0.000
k141_5212003||full	0.727	0.367	0.085	0.740	0.247	0.740	ssDNA	3402	0	40.000	0.000
k141_652397||full	0.253	0.720	0.015	0.033	0.147	0.720	NCLDV	6928	0	50.000	16.700
k141_4560688||full	0.693	0.760	0.455	0.047	0.267	0.760	NCLDV	9317	0	12.500	0.000
k141_4234949||full	0.147	0.667	0.000	0.007	0.173	0.667	NCLDV	8136	0	30.000	10.000
k141_1304024||full	1.000	0.113	0.230	0.393	0.613	1.000	dsDNAphage	7872	2	55.600	0.000
k141_5863899||full	0.953	0.253	0.730	0.807	0.787	0.953	dsDNAphage	6691	0	30.800	0.000
k141_6515076||full	0.293	0.873	0.070	0.000	0.173	0.873	NCLDV	10971	0	22.200	0.000
k141_5538214||full	0.900	0.827	0.835	0.527	0.973	0.973	lavidaviridae	5385	0	33.300	0.000
k141_6515121||full	1.000	0.687	0.175	0.513	0.140	1.000	dsDNAphage	6501	1	45.500	0.000
k141_6515287||full	0.140	0.953	0.125	0.027	0.580	0.953	NCLDV	5853	0	25.000	0.000
k141_5864379||full	0.320	0.827	0.135	0.113	0.567	0.827	NCLDV	6272	0	33.300	0.000
k141_978974||full	0.633	0.973	0.360	0.227	0.907	0.973	NCLDV	6533	0	20.000	0.000
k141_6190352||full	0.633	0.507	0.195	0.040	0.440	0.633	dsDNAphage	6208	1	25.000	0.000
k141_328166||full	0.840	0.753	0.395	0.300	0.567	0.840	dsDNAphage	5103	0	33.300	0.000
k141_5864918||full	0.300	0.860	0.240	0.147	0.280	0.860	NCLDV	5297	0	50.000	0.000
k141_2282044||full	0.467	0.700	0.170	0.013	0.327	0.700	NCLDV	8690	0	42.900	0.000
k141_4236472||full	0.080	0.560	0.200	0.000	0.027	0.560	NCLDV	4665	0	20.000	0.000
k141_5865394||full	0.813	0.280	0.230	0.040	0.880	0.880	lavidaviridae	12816	0	15.400	0.000
k141_7494276||full	0.973	0.300	0.000	0.047	0.860	0.973	dsDNAphage	8260	1	33.300	8.300
k141_5540495||full	0.233	0.927	0.140	0.127	0.780	0.927	NCLDV	5146	0	50.000	0.000
k141_3586142||full	0.773	0.260	0.230	0.120	0.507	0.773	dsDNAphage	7035	0	14.300	0.000
k141_980639||full	0.227	0.740	0.105	0.000	0.140	0.740	NCLDV	17911	0	14.300	0.000
k141_329650||full	0.967	0.960	0.000	0.053	0.813	0.967	dsDNAphage	9971	3	66.700	11.100
k141_1632716||full	0.993	0.367	0.095	0.033	0.180	0.993	dsDNAphage	19612	4	40.000	0.000
k141_1632794||full	0.200	0.753	0.395	0.007	0.587	0.753	NCLDV	6335	0	16.700	0.000
k141_4889558||full	1.000	0.787	0.220	0.833	0.867	1.000	dsDNAphage	6233	1	77.800	0.000
k141_1958749||full	0.853	0.673	0.870	0.387	0.980	0.980	lavidaviridae	6151	0	50.000	0.000
k141_981390||full	0.313	0.493	0.310	0.533	0.900	0.900	lavidaviridae	4705	0	50.000	0.000
k141_3586982||full	0.800	0.840	0.030	0.400	0.507	0.840	NCLDV	9689	0	61.500	0.000
k141_6518498||full	0.667	0.427	0.215	0.327	0.407	0.667	dsDNAphage	6706	0	75.000	0.000
k141_4238672||full	0.227	0.393	0.175	0.007	0.887	0.887	lavidaviridae	5510	0	20.000	0.000
k141_3261451||full	0.307	0.647	0.355	0.047	0.687	0.687	lavidaviridae	31225	0	4.500	0.000
k141_6844568||full	0.500	0.027	0.015	0.040	0.120	0.500	dsDNAphage	5099	0	50.000	25.000
k141_982575||full	0.327	0.653	0.720	0.340	0.740	0.740	lavidaviridae	5062	0	33.300	0.000
k141_5542964||full	0.060	0.760	0.065	0.000	0.173	0.760	NCLDV	8677	0	20.000	0.000
k141_5217356||full	0.780	0.113	0.755	0.420	0.813	0.813	lavidaviridae	6647	0	33.300	0.000
k141_1634935||full	0.200	0.813	0.135	0.113	0.533	0.813	NCLDV	5022	0	33.300	0.000
k141_3588838||full	0.660	0.880	0.135	0.713	0.913	0.913	lavidaviridae	5519	0	33.300	0.000
k141_7497467||full	0.913	0.207	0.025	0.093	0.087	0.913	dsDNAphage	12617	0	11.500	0.000
k141_5869237||full	0.007	0.847	0.000	0.000	0.000	0.847	NCLDV	5194	0	25.000	0.000
k141_2286846||full	0.060	0.540	0.180	0.000	0.140	0.540	NCLDV	6699	0	11.100	0.000
k141_3915495||full	0.993	0.120	0.705	0.920	0.767	0.993	dsDNAphage	5989	2	50.000	0.000
k141_1310419||full	0.373	nan	0.200	0.133	0.633	0.633	lavidaviridae	5505	0	33.300	0.000
k141_2613470||full	0.087	0.900	0.000	0.000	0.200	0.900	NCLDV	7078	0	28.600	14.300
k141_7499375||full	0.233	0.833	0.070	0.007	0.093	0.833	NCLDV	5654	0	20.000	0.000
k141_2940425||full	0.993	0.747	0.110	0.700	0.293	0.993	dsDNAphage	6704	3	40.000	0.000
k141_4243214||full	0.587	0.200	0.090	0.120	0.040	0.587	dsDNAphage	10055	0	5.000	0.000
k141_1638171||full	1.000	0.653	0.070	0.387	0.460	1.000	dsDNAphage	16137	1	25.000	0.000
k141_3266306||full	0.827	nan	0.310	0.387	0.347	0.827	dsDNAphage	12918	0	66.700	0.000
k141_4243866||full	0.447	0.887	0.385	0.013	0.387	0.887	NCLDV	10906	0	20.000	0.000
k141_6523865||full	0.993	0.253	0.315	0.547	0.693	0.993	dsDNAphage	5735	2	80.000	0.000
k141_4244184||full	0.160	0.713	0.110	0.033	0.500	0.713	NCLDV	6825	0	25.000	0.000
k141_7501474||full	0.367	0.913	0.165	0.340	0.980	0.980	lavidaviridae	8929	0	33.300	11.100
k141_3266838||full	0.367	0.713	0.025	0.027	0.240	0.713	NCLDV	5229	0	14.300	0.000
k141_5547109||full	1.000	0.740	0.095	0.373	0.707	1.000	dsDNAphage	15203	1	89.500	0.000
k141_1965119||full	0.173	0.820	0.220	0.127	0.287	0.820	NCLDV	5820	0	33.300	0.000
k141_2942384||full	0.173	0.947	0.120	0.000	0.260	0.947	NCLDV	8687	0	12.500	0.000
k141_3593456||full	0.720	0.713	0.425	0.493	0.380	0.720	dsDNAphage	5507	0	16.700	0.000
k141_4245611||full	0.473	0.673	0.110	0.067	0.187	0.673	NCLDV	4968	0	28.600	0.000
k141_1314204||full	0.707	0.253	0.120	0.173	0.113	0.707	dsDNAphage	9056	0	21.400	0.000
k141_4897401||full	0.113	0.873	0.115	0.007	0.353	0.873	NCLDV	5231	0	20.000	0.000
k141_1966594||full	0.093	0.947	0.125	0.007	0.587	0.947	NCLDV	6196	0	20.000	0.000
k141_7178572||full	0.607	0.187	0.240	0.027	0.793	0.793	lavidaviridae	10949	0	10.000	0.000
k141_1642006||full	0.253	0.913	0.130	0.033	0.760	0.913	NCLDV	5576	0	25.000	0.000
k141_6852539||full	0.900	0.487	0.365	0.453	0.040	0.900	dsDNAphage	6504	0	3.700	0.000
k141_1315755||full	0.727	0.993	0.050	0.220	0.793	0.993	NCLDV	5448	0	58.300	0.000
k141_1967578||full	0.093	0.807	0.045	0.007	0.200	0.807	NCLDV	5346	0	14.300	0.000
k141_990707||full	0.513	0.693	0.675	0.040	0.780	0.780	lavidaviridae	5683	0	20.000	0.000
k141_2293070||full	0.987	0.653	0.360	0.787	0.967	0.987	dsDNAphage	5848	3	100.000	0.000
k141_6852926||full	0.573	0.400	0.655	0.313	0.807	0.807	lavidaviridae	7243	0	33.300	0.000
k141_1642519||full	0.267	0.467	0.455	0.140	0.860	0.860	lavidaviridae	6493	0	20.000	0.000
k141_7179370||full	0.267	0.653	0.255	0.027	0.427	0.653	NCLDV	11988	0	20.000	0.000
k141_5876490||full	0.193	0.847	0.135	0.080	0.087	0.847	NCLDV	5682	0	33.300	0.000
k141_5876601||full	0.847	0.040	0.020	0.073	0.387	0.847	dsDNAphage	6243	0	46.200	7.700
k141_7179691||full	0.253	0.993	0.135	0.020	0.627	0.993	NCLDV	7455	0	25.000	0.000
k141_3922464||full	0.133	0.627	0.000	0.000	0.000	0.627	NCLDV	6549	0	20.000	0.000
k141_3271057||full	1.000	0.493	0.175	0.560	0.953	1.000	dsDNAphage	11501	3	75.000	0.000
k141_4573849||full	0.787	0.800	0.400	0.407	0.140	0.800	NCLDV	10113	0	21.400	0.000
k141_5225502||full	0.140	0.967	0.075	0.020	0.460	0.967	NCLDV	7893	0	28.600	0.000
k141_3271318||full	0.840	0.933	0.115	0.207	0.527	0.933	NCLDV	6223	0	50.000	0.000
k141_2946150||full	0.060	0.953	0.110	0.000	0.433	0.953	NCLDV	6951	0	16.700	0.000
k141_4900595||full	0.327	0.540	0.000	0.000	0.093	0.540	NCLDV	11751	0	14.300	7.100
k141_2620806||full	0.907	0.020	0.010	0.007	0.013	0.907	dsDNAphage	6872	1	37.500	25.000
k141_15492||full	0.993	0.720	0.220	0.493	0.813	0.993	dsDNAphage	8795	2	60.000	0.000
k141_5878016||full	0.267	0.873	0.310	0.053	0.580	0.873	NCLDV	6616	0	50.000	0.000
k141_1644479||full	0.200	0.880	0.010	0.007	0.160	0.880	NCLDV	6958	0	42.900	0.000
k141_4574868||full	1.000	0.560	0.005	0.027	0.107	1.000	dsDNAphage	39214	5	49.200	3.100
k141_341847||full	0.987	0.987	0.140	0.373	0.547	0.987	dsDNAphage	8684	3	60.000	0.000
k141_2621331||full	0.580	0.887	0.065	0.540	0.373	0.887	NCLDV	5487	0	28.600	0.000
k141_7507359||full	0.413	0.653	0.410	0.040	0.740	0.740	lavidaviridae	10356	0	33.300	0.000
k141_6204275||full	0.073	0.500	0.000	0.000	0.147	0.500	NCLDV	12596	0	25.000	12.500
k141_993243||full	0.293	0.673	0.210	0.027	0.693	0.693	lavidaviridae	5666	0	33.300	0.000
k141_1970153||full	0.947	0.933	0.085	0.353	0.853	0.947	dsDNAphage	7935	0	73.300	0.000
k141_4250377||full	0.140	0.680	0.290	0.073	0.473	0.680	NCLDV	8573	0	33.300	0.000
k141_4575391||full	0.960	0.673	0.115	0.400	0.787	0.960	dsDNAphage	24277	1	48.900	0.000
k141_6855985||full	0.260	nan	0.505	0.367	0.713	0.713	lavidaviridae	4998	0	33.300	0.000
k141_1645949||full	0.240	0.647	0.000	0.000	0.140	0.647	NCLDV	6495	0	22.200	11.100
k141_1646273||full	0.493	0.993	0.125	0.040	0.893	0.993	NCLDV	7341	0	14.300	0.000
k141_2296938||full	0.700	0.580	0.570	0.553	0.853	0.853	lavidaviridae	5494	0	50.000	0.000
k141_7509146||full	0.067	0.813	0.015	0.000	0.033	0.813	NCLDV	6952	0	40.000	0.000
k141_7509303||full	0.720	0.840	0.220	0.107	0.773	0.840	NCLDV	6364	0	33.300	0.000
k141_3600077||full	0.947	0.073	0.000	0.000	0.000	0.947	dsDNAphage	25022	8	46.400	28.600
k141_7509828||full	0.093	0.647	0.290	0.007	0.760	0.760	lavidaviridae	5606	0	20.000	0.000
k141_6858248||full	0.427	0.527	0.100	0.367	0.793	0.793	lavidaviridae	6370	0	33.300	0.000
k141_6533047||full	0.887	0.567	0.160	0.487	0.680	0.887	dsDNAphage	8917	0	83.300	0.000
k141_6858567||full	0.520	0.507	0.350	0.160	0.933	0.933	lavidaviridae	9730	0	25.000	0.000
k141_4577958||full	0.127	0.753	0.080	0.013	0.333	0.753	NCLDV	15388	0	12.500	0.000
k141_3275591||full	0.593	0.427	0.530	0.487	0.693	0.693	lavidaviridae	8972	0	50.000	0.000
k141_2299152||full	0.993	0.680	0.440	0.747	0.760	0.993	dsDNAphage	5206	5	100.000	0.000
k141_5230845||full	1.000	0.240	0.005	0.053	0.093	1.000	dsDNAphage	14771	1	43.500	0.000
k141_1648663||full	0.353	0.767	0.115	0.187	0.833	0.833	lavidaviridae	6737	0	42.900	14.300
k141_1649301||full	0.620	0.893	0.125	0.127	0.607	0.893	NCLDV	5862	0	28.600	0.000
k141_5231738||full	0.333	0.887	0.265	0.207	0.620	0.887	NCLDV	7069	0	40.000	0.000
k141_3928853||full	0.767	1.000	0.115	0.027	0.873	1.000	NCLDV	5575	0	16.700	0.000
k141_6209433||full	0.260	0.980	0.070	0.033	0.667	0.980	NCLDV	6448	0	33.300	0.000
k141_347238||full	0.093	0.787	0.050	0.000	0.253	0.787	NCLDV	7725	0	12.500	0.000
k141_6860852||full	0.027	0.940	0.005	0.007	0.067	0.940	NCLDV	4225	0	25.000	0.000
k141_1650284||full	0.067	0.620	0.155	0.000	0.440	0.620	NCLDV	5800	0	14.300	0.000
k141_1651049||full	0.547	0.860	0.705	0.340	0.933	0.933	lavidaviridae	5113	0	20.000	0.000
k141_2953477||full	0.320	0.853	0.385	0.033	0.480	0.853	NCLDV	5111	0	20.000	0.000
k141_999625||full	0.093	0.847	0.000	0.000	0.073	0.847	NCLDV	12716	0	35.700	14.300
k141_1976444||full	0.173	0.933	0.305	0.040	0.907	0.933	NCLDV	7758	0	25.000	0.000
k141_999649||full	0.947	0.727	0.460	0.767	0.820	0.947	dsDNAphage	7752	0	9.500	0.000
k141_1976452||full	0.187	0.513	0.030	0.000	0.060	0.513	NCLDV	9924	0	10.000	0.000
k141_5233916||full	0.987	0.973	0.010	0.320	0.793	0.987	dsDNAphage	5732	2	80.000	10.000
k141_3604929||full	0.527	0.860	0.155	0.080	0.860	0.860	NCLDV	5712	0	33.300	0.000
k141_3605310||full	0.467	0.580	0.000	0.013	0.107	0.580	NCLDV	5351	0	75.000	25.000
k141_5886018||full	0.207	0.940	0.090	0.040	0.520	0.940	NCLDV	8184	0	25.000	0.000
k141_1001008||full	0.273	0.220	0.420	0.007	0.560	0.560	lavidaviridae	5722	0	20.000	0.000
k141_6863640||full	0.953	0.633	0.075	0.040	0.607	0.953	dsDNAphage	10611	1	37.500	0.000
k141_1326277||full	0.053	0.580	0.000	0.000	0.053	0.580	NCLDV	11751	0	33.300	11.100
k141_2303615||full	0.993	0.840	0.000	0.033	0.140	0.993	dsDNAphage	9854	2	46.200	7.700
k141_1653709||full	0.233	0.747	0.035	0.007	0.013	0.747	NCLDV	4405	0	50.000	0.000
k141_350934||full	0.827	0.473	0.140	0.053	0.520	0.827	dsDNAphage	5124	1	40.000	0.000
k141_675977||full	0.333	0.587	0.030	0.027	0.127	0.587	NCLDV	7044	0	30.000	10.000
k141_6539188||full	0.160	0.767	0.000	0.020	0.167	0.767	NCLDV	6150	0	40.000	20.000
k141_2956617||full	0.933	0.767	0.250	0.353	0.780	0.933	dsDNAphage	5195	0	40.000	0.000
k141_6213815||full	0.607	0.600	0.005	0.073	0.133	0.607	dsDNAphage	6199	0	33.300	0.000
k141_1654577||full	0.240	0.840	0.170	0.047	0.873	0.873	lavidaviridae	6099	1	33.300	0.000
k141_1002906||full	0.127	0.973	0.080	0.007	0.493	0.973	NCLDV	5219	0	25.000	0.000
k141_7191962||full	0.687	0.333	0.955	0.180	0.767	0.955	RNA	11091	0	25.000	0.000
k141_352525||full	0.660	0.580	0.540	0.307	0.500	0.660	dsDNAphage	10115	0	33.300	0.000
k141_6541475||full	0.767	0.613	0.935	0.420	0.993	0.993	lavidaviridae	4979	0	33.300	0.000
k141_7518251||full	0.513	1.000	0.030	0.067	0.707	1.000	NCLDV	55503	2	46.400	3.600
k141_5889360||full	0.200	0.967	0.175	0.087	0.860	0.967	NCLDV	5404	0	33.300	0.000
k141_4261403||full	0.127	0.947	0.100	0.040	0.560	0.947	NCLDV	5369	0	25.000	0.000
k141_3283862||full	0.993	0.440	0.930	0.847	0.940	0.993	dsDNAphage	7249	2	33.300	0.000
k141_3936427||full	0.907	0.633	0.450	0.480	0.833	0.907	dsDNAphage	7556	1	50.000	0.000
k141_5890836||full	0.433	0.940	0.075	0.113	0.933	0.940	NCLDV	6062	0	40.000	0.000
k141_679518||full	0.107	0.867	0.110	0.000	0.400	0.867	NCLDV	6818	0	20.000	0.000
k141_3285078||full	0.047	0.800	0.035	0.007	0.060	0.800	NCLDV	4905	0	20.000	0.000
k141_29186||full	0.233	0.527	0.045	0.000	0.173	0.527	NCLDV	10033	0	28.600	0.000
k141_4914955||full	1.000	0.827	0.335	0.993	0.960	1.000	dsDNAphage	14217	7	100.000	0.000
k141_6217810||full	0.273	0.633	0.030	0.000	0.120	0.633	NCLDV	11437	0	14.300	0.000
k141_7520792||full	0.333	0.740	0.000	0.013	0.587	0.740	NCLDV	4939	0	40.000	20.000
k141_4915205||full	0.787	nan	0.745	0.600	0.767	0.787	dsDNAphage	5404	0	50.000	0.000
k141_2961181||full	0.753	0.180	0.180	0.467	0.780	0.780	lavidaviridae	4920	0	75.000	0.000
k141_1659121||full	0.100	0.800	0.005	0.013	0.000	0.800	NCLDV	7113	0	16.700	0.000
k141_1984145||full	0.067	0.593	0.350	0.053	0.347	0.593	NCLDV	5601	0	25.000	0.000
k141_2961401||full	0.993	0.667	0.020	0.113	0.267	0.993	dsDNAphage	18820	3	63.600	0.000
k141_1659498||full	0.200	0.513	0.115	0.133	0.487	0.513	NCLDV	5115	0	25.000	0.000
k141_7196267||full	0.833	0.727	0.825	0.167	0.980	0.980	lavidaviridae	17476	1	25.000	0.000
k141_1007961||full	0.093	0.560	0.095	0.000	0.080	0.560	NCLDV	11555	0	11.100	0.000
k141_1333450||full	0.973	0.667	0.030	0.000	0.100	0.973	dsDNAphage	18406	3	33.300	8.300
k141_1985492||full	0.853	0.787	0.520	0.480	0.927	0.927	lavidaviridae	5449	0	16.700	0.000
k141_3613382||full	0.093	0.727	0.015	0.000	0.300	0.727	NCLDV	5322	0	28.600	14.300
k141_2310578||full	0.287	0.860	0.155	0.047	0.487	0.860	NCLDV	6336	0	28.600	0.000
k141_5243110||full	0.120	0.633	0.140	0.007	0.660	0.660	lavidaviridae	9187	0	22.200	0.000
k141_6220477||full	0.607	0.380	0.030	0.007	0.220	0.607	dsDNAphage	13842	0	21.400	0.000
k141_5568674||full	0.900	0.720	0.225	0.613	0.787	0.900	dsDNAphage	6914	0	100.000	0.000
k141_2311659||full	0.207	0.627	0.090	0.007	0.127	0.627	NCLDV	7865	0	20.000	0.000
k141_7523748||full	0.133	0.507	0.035	0.000	0.233	0.507	NCLDV	4735	0	25.000	0.000
k141_683535||full	0.087	0.813	0.110	0.000	0.367	0.813	NCLDV	6238	0	14.300	0.000
k141_6547546||full	0.167	0.680	0.000	0.000	0.040	0.680	NCLDV	11562	0	42.900	0.000
k141_358921||full	0.327	0.807	0.765	0.600	0.780	0.807	NCLDV	3566	0	50.000	0.000
k141_7524275||full	0.060	0.593	0.020	0.013	0.147	0.593	NCLDV	7374	0	40.000	0.000
k141_1335406||full	0.793	0.980	0.150	0.040	0.693	0.980	NCLDV	6555	0	25.000	0.000
k141_360482||full	0.620	0.987	0.375	0.307	0.953	0.987	NCLDV	5242	0	28.600	0.000
k141_5896728||full	0.260	0.833	0.120	0.007	0.960	0.960	lavidaviridae	6941	0	14.300	0.000
k141_4269215||full	0.993	0.400	0.055	0.073	0.593	0.993	dsDNAphage	39530	10	43.900	1.800
k141_2966311||full	0.580	0.880	0.340	0.313	0.327	0.880	NCLDV	5734	0	16.700	0.000
k141_2640177||full	0.433	0.573	0.025	0.007	0.287	0.573	NCLDV	5345	0	33.300	0.000
k141_35185||full	0.340	0.927	0.015	0.007	0.313	0.927	NCLDV	7397	0	42.900	14.300
k141_1011953||full	0.540	0.220	0.400	0.760	0.947	0.947	lavidaviridae	5779	0	50.000	0.000
k141_3617390||full	0.933	0.653	0.160	0.660	0.400	0.933	dsDNAphage	5472	0	100.000	0.000
k141_7201047||full	0.293	0.773	0.120	0.027	0.487	0.773	NCLDV	5389	0	33.300	0.000
k141_7526857||full	0.193	0.647	0.135	0.080	0.567	0.647	NCLDV	5232	0	25.000	0.000
k141_5572260||full	0.333	0.933	0.270	0.253	0.860	0.933	NCLDV	6790	0	33.300	0.000
k141_4270644||full	0.513	0.473	0.015	0.033	0.147	0.513	dsDNAphage	5422	0	66.700	33.300
k141_7527155||full	0.220	0.660	0.000	0.000	0.040	0.660	NCLDV	6943	0	33.300	16.700
k141_1665590||full	0.600	0.500	0.575	0.067	0.867	0.867	lavidaviridae	6337	0	12.500	0.000
k141_3292861||full	0.567	0.580	0.475	0.100	0.627	0.627	lavidaviridae	7312	0	20.000	0.000
k141_1665697||full	0.960	0.713	0.005	0.073	0.747	0.960	dsDNAphage	7462	1	20.000	6.700
k141_687472||full	0.373	0.693	0.260	0.073	0.413	0.693	NCLDV	9057	0	50.000	0.000
k141_37031||full	0.767	0.553	0.055	0.000	0.440	0.767	dsDNAphage	9132	1	20.000	0.000
k141_1339029||full	0.367	0.793	0.190	0.293	1.000	1.000	lavidaviridae	7842	0	25.000	0.000
k141_3293476||full	0.907	0.273	0.105	0.873	0.860	0.907	dsDNAphage	9867	0	71.400	0.000
k141_4922611||full	0.947	0.713	0.060	0.213	0.513	0.947	dsDNAphage	8977	2	50.000	0.000
k141_7528317||full	0.933	0.147	0.010	0.033	0.667	0.933	dsDNAphage	14191	1	42.900	14.300
k141_2642847||full	0.993	0.153	0.340	0.987	0.720	0.993	dsDNAphage	5670	1	100.000	0.000
k141_5900201||full	0.387	0.920	0.075	0.373	0.800	0.920	NCLDV	5887	0	33.300	0.000
k141_5249753||full	0.240	0.913	0.055	0.007	0.453	0.913	NCLDV	6218	0	33.300	16.700
k141_5250251||full	0.233	0.513	0.000	0.007	0.620	0.620	lavidaviridae	9680	0	33.300	8.300
k141_364380||full	0.773	0.107	0.015	0.000	0.027	0.773	dsDNAphage	18979	1	33.300	13.300
k141_6553439||full	0.060	0.567	0.165	0.007	0.413	0.567	NCLDV	9739	0	20.000	0.000
k141_6878500||full	0.960	0.947	0.335	0.280	0.993	0.993	lavidaviridae	7700	0	28.600	0.000
k141_1340609||full	0.240	0.900	0.125	0.027	0.227	0.900	NCLDV	8262	0	25.000	0.000
k141_39208||full	0.660	0.713	0.070	0.007	0.433	0.713	NCLDV	8948	0	12.500	0.000
k141_3947759||full	0.133	0.527	0.115	0.047	0.253	0.527	NCLDV	5926	0	25.000	0.000
k141_7530516||full	0.273	0.767	0.100	0.133	0.900	0.900	lavidaviridae	6102	0	50.000	0.000
k141_2971046||full	0.173	0.907	0.085	0.047	0.833	0.907	NCLDV	5117	0	25.000	0.000
k141_3296129||full	0.333	0.747	0.160	0.167	0.520	0.747	NCLDV	5382	0	33.300	0.000
k141_4925699||full	0.173	0.713	0.165	0.073	0.393	0.713	NCLDV	5155	0	33.300	0.000
k141_4598298||full	0.993	0.173	0.000	0.000	0.007	0.993	dsDNAphage	115479	5	27.000	1.200
k141_3948856||full	0.087	0.540	0.055	0.007	0.127	0.540	NCLDV	6451	0	14.300	0.000
k141_3949255||full	0.973	0.300	0.565	0.707	0.713	0.973	dsDNAphage	5418	0	40.000	0.000
k141_5577406||full	0.300	0.373	0.000	0.013	0.533	0.533	lavidaviridae	6313	0	40.000	20.000
k141_4926800||full	0.173	0.667	0.355	0.087	0.707	0.707	lavidaviridae	5244	0	50.000	0.000
k141_3622965||full	0.933	0.120	0.000	0.013	0.547	0.933	dsDNAphage	11355	2	41.700	16.700
k141_2646578||full	0.027	0.527	0.070	0.007	0.120	0.527	NCLDV	5658	0	16.700	0.000
k141_6556921||full	0.793	0.827	0.110	0.753	0.980	0.980	lavidaviridae	5081	0	60.000	0.000
k141_693613||full	0.833	0.793	0.005	0.007	0.180	0.833	dsDNAphage	6743	2	33.300	16.700
k141_1344825||full	0.713	0.873	0.685	0.500	0.980	0.980	lavidaviridae	5578	1	50.000	0.000
k141_4277531||full	0.600	0.647	0.195	0.000	0.553	0.647	NCLDV	22342	0	6.200	0.000
k141_3299717||full	0.287	0.913	0.145	0.147	0.647	0.913	NCLDV	4667	0	50.000	0.000
k141_1673106||full	0.453	0.780	0.185	0.080	0.980	0.980	lavidaviridae	5954	0	33.300	0.000
k141_694583||full	0.933	0.040	0.000	0.093	0.060	0.933	dsDNAphage	8953	0	20.000	5.000
k141_1673186||full	0.353	0.893	0.035	0.047	0.720	0.893	NCLDV	11414	0	33.300	11.100
k141_5255875||full	0.267	0.907	0.110	0.027	0.747	0.907	NCLDV	5026	0	25.000	0.000
k141_6559619||full	0.167	0.927	0.105	0.007	0.780	0.927	NCLDV	6037	0	16.700	0.000
k141_7535530||full	0.687	0.980	0.030	0.193	0.940	0.980	NCLDV	5520	0	66.700	0.000
k141_370581||full	0.753	0.027	0.000	0.000	0.020	0.753	dsDNAphage	7118	1	28.600	14.300
k141_5907254||full	0.233	0.767	0.165	0.113	0.673	0.767	NCLDV	6528	0	33.300	0.000
k141_5257482||full	0.853	0.253	0.120	0.387	0.587	0.853	dsDNAphage	10323	0	55.600	0.000
k141_2000915||full	0.993	0.480	0.875	0.633	0.993	0.993	dsDNAphage	6990	2	42.900	0.000
k141_45941||full	0.993	0.347	0.010	0.347	0.600	0.993	dsDNAphage	8793	5	100.000	0.000
k141_5908494||full	1.000	0.267	0.090	0.707	0.240	1.000	dsDNAphage	8659	4	69.200	0.000
k141_3955516||full	0.833	0.040	0.050	0.113	0.173	0.833	dsDNAphage	8209	0	21.100	5.300
