seqname	dsDNAphage	NCLDV	RNA	ssDNA	lavidaviridae	max_score	max_score_group	length	hallmark	viral	cellular
k119_5488||full	0.960	0.093	0.080	0.293	0.153	0.960	dsDNAphage	7693	0	15.800	0.000
k119_519156||full	0.973	0.167	0.010	0.020	0.000	0.973	dsDNAphage	17247	1	15.600	3.100
k119_991830||full	0.800	0.327	0.555	0.093	0.587	0.800	dsDNAphage	7643	0	25.000	0.000
k119_648932||full	0.053	0.587	0.040	0.007	0.167	0.587	NCLDV	9884	0	14.300	0.000
k119_134593||full	0.093	0.593	0.110	0.000	0.147	0.593	NCLDV	5287	0	20.000	0.000
k119_392498||full	0.140	0.600	0.095	0.007	0.180	0.600	NCLDV	5689	0	20.000	0.000
k119_950180||full	0.353	0.060	0.290	0.120	0.713	0.713	lavidaviridae	5000	0	25.000	0.000
k119_50797||full	0.487	0.433	0.410	0.540	0.760	0.760	lavidaviridae	5206	0	50.000	0.000
k119_522451||full	0.927	0.033	0.015	0.000	0.027	0.927	dsDNAphage	15965	4	33.300	16.700
k119_136451||full	0.640	0.553	0.360	0.007	0.413	0.640	dsDNAphage	24414	0	11.100	0.000
k119_737838||full	0.967	0.380	0.185	0.453	0.213	0.967	dsDNAphage	8206	0	16.700	0.000
k119_525796||full	0.327	0.200	0.510	0.020	0.213	0.510	RNA	4898	0	33.300	0.000
k119_825208||full	0.913	0.207	0.275	0.607	0.100	0.913	dsDNAphage	6939	0	12.500	0.000
k119_312433||full	0.180	0.780	0.085	0.113	0.300	0.780	NCLDV	5391	0	50.000	0.000
k119_97593||full	1.000	0.227	0.745	0.767	0.860	1.000	dsDNAphage	11055	2	38.500	0.000
k119_98939||full	0.067	0.987	0.010	0.000	0.033	0.987	NCLDV	5829	0	33.300	0.000
k119_614351||full	0.920	0.387	0.120	0.533	0.200	0.920	dsDNAphage	4987	0	42.900	0.000
k119_228931||full	0.920	0.113	0.000	0.007	0.000	0.920	dsDNAphage	11448	3	23.100	15.400
k119_185805||full	0.107	0.533	0.115	0.000	0.347	0.533	NCLDV	5941	0	20.000	0.000
k119_401120||full	0.000	0.647	0.000	0.000	0.000	0.647	NCLDV	6677	0	16.700	0.000
k119_871575||full	0.513	0.860	0.010	0.013	0.053	0.860	NCLDV	12332	0	26.300	10.500
k119_701593||full	0.060	0.540	0.080	0.000	0.293	0.540	NCLDV	6937	0	12.500	0.000
k119_916499||full	0.513	0.687	0.005	0.000	0.033	0.687	NCLDV	5427	0	25.000	0.000
k119_659478||full	0.893	0.280	0.225	0.733	0.920	0.920	lavidaviridae	10049	0	63.600	0.000
k119_402696||full	0.753	0.213	0.485	0.053	0.553	0.753	dsDNAphage	6611	0	11.100	0.000
k119_446142||full	0.007	0.627	0.000	0.000	0.000	0.627	NCLDV	6173	0	25.000	0.000
k119_488771||full	0.273	0.907	0.205	0.067	0.627	0.907	NCLDV	5757	0	33.300	0.000
k119_188857||full	0.813	0.713	0.090	0.053	0.680	0.813	dsDNAphage	5575	1	25.000	0.000
k119_276313||full	0.027	0.660	0.000	0.000	0.007	0.660	NCLDV	11976	0	33.300	16.700
k119_790289||full	1.000	0.247	0.220	0.480	0.620	1.000	dsDNAphage	6253	3	100.000	0.000
k119_1006076||full	0.053	0.700	0.035	0.000	0.147	0.700	NCLDV	5189	0	20.000	0.000
k119_105986||full	0.993	0.447	0.480	0.620	0.800	0.993	dsDNAphage	16322	1	75.000	0.000
k119_236332||full	0.293	0.827	0.090	0.073	0.107	0.827	NCLDV	5615	0	33.300	0.000
k119_65072||full	0.987	0.133	0.000	0.007	0.127	0.987	dsDNAphage	13776	5	50.000	11.100
k119_535754||full	0.887	0.347	0.000	0.013	0.027	0.887	dsDNAphage	16898	0	38.700	6.500
k119_921970||full	1.000	0.347	0.170	0.933	0.327	1.000	dsDNAphage	5719	2	100.000	0.000
k119_107315||full	0.087	0.633	0.000	0.000	0.040	0.633	NCLDV	8966	0	10.000	0.000
k119_23695||full	0.987	0.653	0.035	0.087	0.493	0.987	dsDNAphage	29452	11	62.100	0.000
k119_1008993||full	1.000	0.967	0.375	0.493	0.993	1.000	dsDNAphage	16862	1	37.500	0.000
k119_408752||full	0.067	0.720	0.340	0.140	0.313	0.720	NCLDV	5731	0	20.000	0.000
k119_666292||full	0.987	0.840	0.040	0.380	0.400	0.987	dsDNAphage	12151	3	81.800	0.000
k119_408947||full	0.100	0.520	0.005	0.000	0.020	0.520	NCLDV	5552	0	25.000	0.000
k119_666543||full	0.180	0.567	0.080	0.033	0.353	0.567	NCLDV	8859	0	28.600	0.000
k119_1009659||full	0.573	0.553	0.005	0.027	0.693	0.693	lavidaviridae	14825	0	47.600	9.500
k119_537970||full	0.887	0.267	0.250	0.640	0.813	0.887	dsDNAphage	5155	0	66.700	0.000
k119_580658||full	0.993	0.940	0.115	0.100	0.840	0.993	dsDNAphage	5124	1	57.100	0.000
k119_495600||full	0.973	0.067	0.000	0.067	0.027	0.973	dsDNAphage	10065	4	76.900	7.700
k119_625160||full	0.280	0.647	0.430	0.560	0.880	0.880	lavidaviridae	4493	0	50.000	0.000
k119_325786||full	0.833	0.140	0.010	0.060	0.067	0.833	dsDNAphage	12930	0	9.700	6.500
k119_1011168||full	0.013	0.767	0.000	0.000	0.000	0.767	NCLDV	6606	0	33.300	16.700
k119_839205||full	0.540	0.840	0.100	0.127	0.680	0.840	NCLDV	5429	0	30.000	0.000
k119_368882||full	0.180	0.807	0.065	0.007	0.093	0.807	NCLDV	5446	0	12.500	0.000
k119_455943||full	0.540	0.407	0.350	0.007	0.400	0.540	dsDNAphage	5119	0	14.300	0.000
k119_457602||full	0.740	0.913	0.500	0.067	0.887	0.913	NCLDV	11529	0	15.400	0.000
k119_244898||full	1.000	0.747	0.175	0.807	0.713	1.000	dsDNAphage	6441	1	33.300	0.000
k119_585602||full	0.147	0.460	0.100	0.007	0.620	0.620	lavidaviridae	5695	0	14.300	0.000
k119_458719||full	0.973	0.373	0.650	0.833	0.960	0.973	dsDNAphage	5455	1	50.000	0.000
k119_543798||full	0.867	0.607	0.210	0.093	0.527	0.867	dsDNAphage	15638	0	50.000	0.000
k119_801812||full	0.047	0.567	0.030	0.000	0.127	0.567	NCLDV	7505	0	20.000	0.000
k119_930585||full	0.993	0.140	0.135	0.740	0.320	0.993	dsDNAphage	7808	3	81.800	0.000
k119_332520||full	0.173	0.880	0.155	0.000	0.420	0.880	NCLDV	9733	0	20.000	0.000
k119_1017240||full	0.927	0.407	0.305	0.840	0.927	0.927	dsDNAphage	5181	0	80.000	0.000
k119_632657||full	0.973	0.120	0.325	0.413	0.173	0.973	dsDNAphage	6610	0	16.700	0.000
k119_504170||full	0.373	0.773	0.170	0.007	0.133	0.773	NCLDV	4837	0	20.000	0.000
k119_803733||full	0.160	0.747	0.020	0.000	0.187	0.747	NCLDV	6533	0	30.000	20.000
k119_461815||full	0.200	0.740	0.090	0.000	0.587	0.740	NCLDV	6175	0	20.000	0.000
k119_889623||full	0.873	0.467	0.110	0.000	0.127	0.873	dsDNAphage	12441	1	11.100	0.000
k119_889784||full	0.507	0.153	0.850	0.007	0.660	0.850	RNA	5511	0	20.000	0.000
k119_504633||full	0.560	0.553	0.075	0.033	0.180	0.560	dsDNAphage	5911	0	12.500	0.000
k119_633472||full	0.533	0.013	0.015	0.033	0.440	0.533	dsDNAphage	5679	0	44.400	11.100
k119_977005||full	1.000	0.280	0.020	0.027	0.267	1.000	dsDNAphage	8175	1	42.900	7.100
k119_589337||full	0.060	0.713	0.000	0.007	0.047	0.713	NCLDV	6663	0	14.300	0.000
k119_377478||full	1.000	0.227	0.090	0.733	0.300	1.000	dsDNAphage	5869	3	50.000	0.000
k119_377684||full	0.280	0.173	0.045	0.040	0.700	0.700	lavidaviridae	5658	0	25.000	12.500
k119_293063||full	0.720	0.320	0.140	0.407	0.447	0.720	dsDNAphage	7649	0	33.300	0.000
k119_979038||full	0.320	0.607	0.360	0.280	0.673	0.673	lavidaviridae	6833	0	25.000	0.000
k119_465195||full	0.980	0.727	0.000	0.000	0.193	0.980	dsDNAphage	11821	1	28.600	7.100
k119_164128||full	0.853	0.773	0.260	0.073	0.493	0.853	dsDNAphage	7158	1	50.000	0.000
k119_721853||full	0.060	0.867	0.140	0.013	0.300	0.867	NCLDV	6932	0	16.700	0.000
k119_981855||full	1.000	0.300	0.060	0.093	0.140	1.000	dsDNAphage	10755	1	26.900	3.800
k119_810464||full	0.073	0.833	0.080	0.000	0.220	0.833	NCLDV	5710	0	25.000	0.000
k119_896115||full	0.273	0.707	0.120	0.027	0.487	0.707	NCLDV	6659	0	50.000	0.000
k119_510868||full	1.000	0.447	0.085	0.427	0.500	1.000	dsDNAphage	6326	2	36.400	0.000
k119_382606||full	0.487	0.767	0.070	0.000	0.140	0.767	NCLDV	5199	0	16.700	0.000
k119_340662||full	0.700	0.967	0.085	0.300	0.580	0.967	NCLDV	9454	0	80.000	0.000
k119_512244||full	0.907	0.273	0.215	0.347	0.520	0.907	dsDNAphage	9186	0	66.700	0.000
k119_384596||full	0.747	0.427	0.335	0.020	0.647	0.747	dsDNAphage	9500	1	14.300	0.000
k119_555820||full	0.093	0.627	0.105	0.007	0.220	0.627	NCLDV	5490	0	25.000	0.000
k119_555892||full	0.960	0.973	0.155	0.160	0.473	0.973	NCLDV	7086	0	60.000	0.000
