seqname	dsDNAphage	NCLDV	RNA	ssDNA	lavidaviridae	max_score	max_score_group	length	hallmark	viral	cellular
c_000005317917||full	0.960	0.193	0.005	0.013	0.240	0.960	dsDNAphage	33738	2	39.400	3.000
c_000005322149||full	0.987	0.407	0.020	0.020	0.100	0.987	dsDNAphage	34895	4	46.500	0.000
c_000005330802||full	0.633	0.947	0.625	0.667	0.967	0.967	lavidaviridae	5501	0	50.000	0.000
c_000000000521||full	0.160	0.620	0.270	0.020	0.153	0.620	NCLDV	5541	0	16.700	0.000
c_000000003380||full	0.980	0.507	0.160	0.987	0.987	0.987	ssDNA	5289	0	71.400	0.000
c_000000006091||full	0.640	0.140	0.045	0.047	0.027	0.640	dsDNAphage	6236	0	20.000	10.000
c_000000006541||full	0.160	0.700	0.135	0.073	0.120	0.700	NCLDV	5528	0	33.300	0.000
c_000000007383||full	0.847	0.413	0.000	0.007	0.000	0.847	dsDNAphage	5733	1	42.900	14.300
c_000000008518||full	0.647	0.020	0.015	0.000	0.080	0.647	dsDNAphage	16286	2	14.300	0.000
c_000000009194||full	0.093	0.607	0.000	0.000	0.067	0.607	NCLDV	13311	0	27.300	18.200
c_000000009293||full	0.140	0.593	0.055	0.007	0.127	0.593	NCLDV	5764	0	20.000	0.000
c_000000009324||full	0.633	0.267	0.040	0.013	0.027	0.633	dsDNAphage	6686	0	22.200	11.100
c_000000009438||full	0.107	0.853	0.005	0.000	0.293	0.853	NCLDV	6785	0	28.600	14.300
c_000000012432||full	0.820	0.767	0.040	0.000	0.373	0.820	dsDNAphage	12209	1	30.000	0.000
c_000000012667||full	0.987	0.507	0.405	0.413	0.740	0.987	dsDNAphage	10108	0	30.400	0.000
c_000000013063||full	0.373	0.513	0.120	0.013	0.553	0.553	lavidaviridae	6507	0	22.200	0.000
c_000000016440||full	0.600	0.340	0.000	0.000	0.047	0.600	dsDNAphage	29717	0	23.100	15.400
c_000000017201||full	0.000	0.667	0.000	0.000	0.000	0.667	NCLDV	11497	0	9.100	0.000
c_000000021360||full	0.873	0.113	0.000	0.020	0.113	0.873	dsDNAphage	12089	0	57.900	5.300
c_000000022329||full	0.240	0.813	0.390	0.007	0.840	0.840	lavidaviridae	9023	0	12.500	0.000
c_000000022802||full	0.133	0.560	0.095	0.040	0.400	0.560	NCLDV	5995	0	25.000	0.000
c_000000023029||full	0.087	0.560	0.020	0.000	0.167	0.560	NCLDV	5769	0	16.700	0.000
c_000000024372||full	0.067	0.347	0.170	0.000	0.567	0.567	lavidaviridae	9154	0	16.700	0.000
c_000000024595||full	0.933	0.427	0.085	0.020	0.440	0.933	dsDNAphage	10716	1	30.000	0.000
c_000000025305||full	0.047	0.540	0.000	0.020	0.000	0.540	NCLDV	5805	0	12.500	0.000
c_000000027735||full	0.840	0.647	0.000	0.000	0.133	0.840	dsDNAphage	5931	1	28.600	14.300
c_000000029797||full	0.700	0.387	0.125	0.320	0.547	0.700	dsDNAphage	12047	0	50.000	0.000
c_000000029965||full	0.307	0.873	0.140	0.007	0.480	0.873	NCLDV	7580	0	20.000	0.000
c_000000030623||full	0.900	0.607	0.040	0.047	0.493	0.900	dsDNAphage	7832	1	40.000	10.000
c_000000031835||full	0.907	0.773	0.115	0.373	0.467	0.907	dsDNAphage	5973	0	83.300	0.000
c_000000032738||full	0.400	0.853	0.645	0.120	0.800	0.853	NCLDV	5572	0	16.700	0.000
c_000000033367||full	0.553	0.167	0.000	0.000	0.067	0.553	dsDNAphage	5308	0	28.600	14.300
c_000000033761||full	0.760	0.053	0.015	0.000	0.220	0.760	dsDNAphage	6335	1	28.600	14.300
c_000000034469||full	0.053	0.927	0.005	0.000	0.127	0.927	NCLDV	13933	0	33.300	13.300
c_000000036284||full	0.807	0.913	0.200	0.653	0.893	0.913	NCLDV	8211	0	75.000	0.000
c_000000036570||full	0.320	0.380	0.040	0.040	0.547	0.547	lavidaviridae	4819	0	14.300	0.000
c_000000038187||full	0.133	0.813	0.060	0.000	0.220	0.813	NCLDV	5317	0	20.000	0.000
c_000000039684||full	0.133	0.713	0.170	0.007	0.507	0.713	NCLDV	8679	0	16.700	0.000
c_000000039909||full	0.993	0.267	0.030	0.073	0.313	0.993	dsDNAphage	20711	5	61.100	5.600
c_000000043415||full	0.747	0.420	0.105	0.140	0.907	0.907	lavidaviridae	11555	0	36.400	0.000
c_000000043974||full	0.113	0.687	0.130	0.007	0.453	0.687	NCLDV	9174	0	16.700	0.000
c_000000044829||full	0.667	0.160	0.010	0.007	0.567	0.667	dsDNAphage	11788	0	46.700	6.700
c_000000046106||full	0.727	0.107	0.205	0.660	0.773	0.773	lavidaviridae	8232	0	100.000	0.000
c_000000052535||full	0.340	0.487	0.460	0.020	0.607	0.607	lavidaviridae	8995	0	12.500	0.000
c_000000052723||full	0.187	0.913	0.010	0.007	0.533	0.913	NCLDV	8735	0	37.500	12.500
c_000000054211||full	0.340	0.527	0.025	0.073	0.287	0.527	NCLDV	8830	0	20.000	10.000
c_000000054215||full	0.633	0.973	0.085	0.527	0.913	0.973	NCLDV	5754	0	75.000	0.000
c_000000057104||full	1.000	0.113	0.125	0.580	0.427	1.000	dsDNAphage	13180	5	100.000	0.000
c_000000057613||full	0.620	0.840	0.075	0.113	0.967	0.967	lavidaviridae	6012	0	33.300	0.000
c_000000057791||full	0.100	0.407	0.070	0.000	0.593	0.593	lavidaviridae	10858	0	25.000	0.000
c_000000058152||full	0.107	0.480	0.190	0.000	0.640	0.640	lavidaviridae	11724	0	22.200	0.000
c_000000061447||full	0.487	0.920	0.250	0.980	0.913	0.980	ssDNA	1660	0	33.300	0.000
c_000000062240||full	0.267	0.673	0.095	0.113	0.393	0.673	NCLDV	7397	0	50.000	0.000
c_000000063537||full	0.413	0.540	0.130	0.060	0.327	0.540	NCLDV	7817	0	50.000	0.000
c_000000063648||full	0.933	0.167	0.295	0.853	0.453	0.933	dsDNAphage	8709	0	25.000	0.000
c_000000064377||full	0.973	0.160	0.200	0.427	0.153	0.973	dsDNAphage	12374	0	35.000	0.000
c_000000064975||full	0.547	0.293	0.155	0.227	0.707	0.707	lavidaviridae	5856	0	60.000	0.000
c_000000065067||full	0.540	0.060	0.090	0.647	0.393	0.647	ssDNA	5679	0	35.700	0.000
c_000000066087||full	0.527	0.280	0.330	0.207	0.920	0.920	lavidaviridae	9408	0	33.300	0.000
c_000000067023||full	0.353	0.853	0.100	0.007	0.193	0.853	NCLDV	7130	0	10.000	0.000
c_000000067081||full	0.280	0.780	0.195	0.033	0.747	0.780	NCLDV	6560	0	14.300	0.000
c_000000069096||full	0.100	0.513	0.095	0.047	0.307	0.513	NCLDV	7533	0	33.300	0.000
c_000000072374||full	0.980	0.093	0.000	0.000	0.000	0.980	dsDNAphage	19326	8	43.500	30.400
c_000000072560||full	0.213	0.600	0.115	0.033	0.520	0.600	NCLDV	6475	0	25.000	0.000
c_000000073931||full	0.880	0.353	0.185	0.200	0.340	0.880	dsDNAphage	9872	0	46.700	0.000
c_000000074705||full	0.153	0.847	0.080	0.040	0.127	0.847	NCLDV	5005	0	25.000	0.000
c_000000076907||full	1.000	0.213	0.340	0.633	0.433	1.000	dsDNAphage	5279	1	33.300	0.000
c_000000078678||full	0.473	0.927	0.045	0.480	0.707	0.927	NCLDV	2743	1	66.700	0.000
c_000000079204||full	0.413	0.240	0.180	0.113	0.533	0.533	lavidaviridae	7394	0	33.300	0.000
c_000000080041||full	0.433	0.527	0.200	0.033	0.427	0.527	NCLDV	7981	0	36.400	0.000
c_000000080392||full	0.180	0.513	0.305	0.007	0.700	0.700	lavidaviridae	6374	0	16.700	0.000
c_000000080399||full	0.293	0.713	0.050	0.020	0.307	0.713	NCLDV	6007	0	25.000	0.000
c_000000080577||full	0.700	0.547	0.110	0.000	0.220	0.700	dsDNAphage	6284	1	14.300	0.000
c_000000080648||full	0.453	0.747	0.045	0.060	0.720	0.747	NCLDV	25610	0	60.000	10.000
c_000000081015||full	0.947	0.800	0.120	0.280	0.940	0.947	dsDNAphage	11978	4	62.500	0.000
c_000000083870||full	0.787	0.760	0.530	0.453	0.647	0.787	dsDNAphage	4730	0	10.000	0.000
c_000000086240||full	0.153	0.507	0.030	0.013	0.220	0.507	NCLDV	7214	0	33.300	16.700
c_000000087002||full	0.813	0.787	0.500	0.213	0.953	0.953	lavidaviridae	10817	0	28.600	0.000
c_000000088005||full	0.373	0.727	0.395	0.153	0.787	0.787	lavidaviridae	8639	0	16.700	0.000
c_000000088180||full	0.327	0.980	0.190	0.053	0.300	0.980	NCLDV	5662	0	33.300	0.000
c_000000091230||full	0.920	0.180	0.000	0.007	0.207	0.920	dsDNAphage	7776	1	37.500	12.500
c_000000093374||full	0.213	0.760	0.065	0.020	0.567	0.760	NCLDV	8281	0	42.900	0.000
c_000000094056||full	0.413	0.513	0.725	0.033	0.800	0.800	lavidaviridae	8948	0	14.300	0.000
c_000000095594||full	0.860	0.347	0.125	0.173	0.147	0.860	dsDNAphage	7104	0	60.000	0.000
c_000000095732||full	0.940	0.867	0.275	0.753	0.887	0.940	dsDNAphage	10674	0	80.000	0.000
c_000000096161||full	0.973	0.580	0.120	0.593	0.120	0.973	dsDNAphage	7170	0	20.000	0.000
c_000000096769||full	0.780	0.407	0.065	0.100	0.540	0.780	dsDNAphage	6933	0	20.000	0.000
c_000000097399||full	0.587	0.040	0.000	0.000	0.013	0.587	dsDNAphage	6889	1	25.000	12.500
c_000000097555||full	1.000	0.807	0.425	0.973	0.980	1.000	dsDNAphage	6486	1	71.400	0.000
c_000000098432||full	0.180	0.727	0.065	0.000	0.180	0.727	NCLDV	10866	0	28.600	0.000
c_000000100056||full	0.140	0.620	0.205	0.013	0.560	0.620	NCLDV	6610	0	20.000	0.000
c_000000100736||full	0.067	0.613	0.000	0.000	0.040	0.613	NCLDV	5562	0	20.000	0.000
c_000000101933||full	0.753	0.673	0.075	0.480	0.813	0.813	lavidaviridae	5257	0	14.300	0.000
c_000000102296||full	0.867	0.053	0.005	0.020	0.033	0.867	dsDNAphage	6508	2	33.300	66.700
c_000000102873||full	0.720	0.367	0.090	0.133	0.127	0.720	dsDNAphage	4971	0	10.000	0.000
c_000000103319||full	0.200	0.333	0.115	0.007	0.533	0.533	lavidaviridae	6281	0	14.300	0.000
c_000000103653||full	0.487	0.207	0.420	0.213	0.560	0.560	lavidaviridae	4860	0	25.000	0.000
c_000000104979||full	0.607	0.500	0.215	0.047	0.493	0.607	dsDNAphage	5933	0	33.300	0.000
c_000000105084||full	0.667	1.000	0.105	0.073	0.940	1.000	NCLDV	26925	1	32.300	6.500
c_000000105133||full	0.940	0.033	0.000	0.000	0.040	0.940	dsDNAphage	9011	1	55.600	33.300
c_000000105953||full	0.593	0.333	0.685	0.200	1.000	1.000	lavidaviridae	5539	0	25.000	0.000
c_000000107020||full	0.987	0.167	0.005	0.000	0.033	0.987	dsDNAphage	11389	6	61.500	7.700
c_000000107433||full	0.827	0.893	0.010	0.000	0.193	0.893	NCLDV	9611	0	33.300	16.700
c_000000107496||full	0.220	0.900	0.060	0.020	0.267	0.900	NCLDV	7954	0	33.300	0.000
c_000000107826||full	0.187	0.313	0.185	0.013	0.613	0.613	lavidaviridae	20073	0	10.500	0.000
c_000000108167||full	0.667	0.007	0.005	0.000	0.000	0.667	dsDNAphage	20144	2	25.000	37.500
c_000000109276||full	0.287	0.913	0.035	0.040	0.300	0.913	NCLDV	5867	0	33.300	0.000
c_000000109383||full	0.987	0.067	0.000	0.000	0.027	0.987	dsDNAphage	8541	1	58.300	16.700
c_000000110907||full	0.980	0.473	0.395	0.887	0.967	0.980	dsDNAphage	11009	0	38.900	0.000
c_000000113014||full	0.047	0.553	0.030	0.000	0.280	0.553	NCLDV	12853	0	22.200	11.100
c_000000113600||full	0.627	0.687	0.165	0.227	0.587	0.687	NCLDV	5431	0	28.600	0.000
c_000000114509||full	0.947	0.927	0.080	0.400	0.900	0.947	dsDNAphage	6045	3	75.000	0.000
c_000000114528||full	1.000	0.280	0.145	0.653	0.233	1.000	dsDNAphage	10202	2	46.700	0.000
c_000000115437||full	0.993	0.213	0.015	0.000	0.007	0.993	dsDNAphage	22347	4	29.000	6.500
c_000000118560||full	0.780	0.193	0.520	0.340	0.200	0.780	dsDNAphage	5215	0	14.300	0.000
c_000000118651||full	0.220	0.800	0.270	0.047	0.620	0.800	NCLDV	5548	0	25.000	0.000
c_000000124353||full	0.793	nan	0.785	0.460	0.520	0.793	dsDNAphage	5573	1	50.000	0.000
c_000000126005||full	0.113	0.593	0.000	0.000	0.027	0.593	NCLDV	7767	0	28.600	14.300
c_000000126699||full	0.407	0.580	0.165	0.180	0.707	0.707	lavidaviridae	5018	0	50.000	0.000
c_000000126788||full	0.033	0.787	0.065	0.000	0.173	0.787	NCLDV	32451	0	24.000	4.000
c_000000128912||full	0.553	0.280	0.285	0.053	0.587	0.587	lavidaviridae	7082	0	40.000	0.000
c_000000130601||full	0.087	0.640	0.085	0.000	0.213	0.640	NCLDV	9440	0	14.300	0.000
c_000000131982||full	0.313	0.547	0.070	0.020	0.473	0.547	NCLDV	8508	0	28.600	0.000
c_000000133365||full	0.600	0.327	0.355	0.013	0.727	0.727	lavidaviridae	6209	0	14.300	0.000
c_000000133629||full	0.160	0.673	0.125	0.007	0.360	0.673	NCLDV	11690	0	12.500	0.000
c_000000133810||full	0.413	0.567	0.000	0.007	0.000	0.567	NCLDV	5779	1	40.000	20.000
c_000000135951||full	0.200	0.353	0.100	0.000	0.620	0.620	lavidaviridae	8876	1	22.200	0.000
c_000000136259||full	0.513	0.953	0.595	0.647	0.987	0.987	lavidaviridae	6565	0	33.300	0.000
c_000000137271||full	0.613	0.980	0.275	0.373	0.987	0.987	lavidaviridae	11308	0	23.100	0.000
c_000000138834||full	0.040	0.607	0.000	0.000	0.067	0.607	NCLDV	27766	0	29.400	17.600
c_000000140990||full	0.867	0.427	0.580	0.267	0.700	0.867	dsDNAphage	4892	0	14.300	0.000
c_000000141126||full	0.667	0.013	0.000	0.000	0.013	0.667	dsDNAphage	16576	1	28.600	21.400
c_000000142548||full	0.180	0.860	0.125	0.013	0.667	0.860	NCLDV	15770	0	28.600	0.000
c_000000143671||full	0.767	0.293	0.025	0.027	0.120	0.767	dsDNAphage	10077	0	8.300	0.000
c_000000144364||full	0.193	0.373	0.125	0.000	0.633	0.633	lavidaviridae	5107	0	25.000	0.000
c_000000144851||full	0.387	0.600	0.175	0.780	0.440	0.780	ssDNA	3453	0	40.000	0.000
c_000000145358||full	0.240	0.753	0.085	0.047	0.473	0.753	NCLDV	19444	0	33.300	0.000
c_000000145541||full	0.127	0.207	0.130	0.007	0.607	0.607	lavidaviridae	5586	0	20.000	0.000
c_000000147296||full	0.547	0.253	0.070	0.127	0.327	0.547	dsDNAphage	8101	0	71.400	0.000
c_000000147451||full	0.687	0.447	0.005	0.000	0.053	0.687	dsDNAphage	8438	1	28.600	14.300
c_000000148203||full	0.900	0.593	0.310	0.193	0.933	0.933	lavidaviridae	8431	0	10.000	0.000
c_000000148543||full	0.113	0.367	0.115	0.013	0.527	0.527	lavidaviridae	5302	0	25.000	0.000
c_000000148650||full	0.567	0.513	0.395	0.307	0.887	0.887	lavidaviridae	8445	0	33.300	0.000
c_000000149576||full	0.173	0.580	0.290	0.007	0.240	0.580	NCLDV	6803	0	16.700	0.000
c_000000152049||full	0.180	0.727	0.195	0.087	0.593	0.727	NCLDV	5679	0	33.300	0.000
c_000000153673||full	0.980	0.927	0.285	0.860	0.973	0.980	dsDNAphage	5165	0	40.000	0.000
c_000000154804||full	1.000	0.440	0.285	0.800	0.967	1.000	dsDNAphage	12828	2	52.600	0.000
c_000000154940||full	0.967	0.273	0.010	0.020	0.253	0.967	dsDNAphage	5054	3	57.100	14.300
c_000000156065||full	0.113	0.847	0.280	0.033	0.807	0.847	NCLDV	6452	0	16.700	0.000
c_000000156474||full	0.980	0.300	0.035	0.120	0.073	0.980	dsDNAphage	17140	1	15.600	0.000
c_000000159889||full	1.000	0.087	0.000	0.013	0.180	1.000	dsDNAphage	48243	4	55.800	1.900
c_000000160033||full	0.300	0.833	0.125	0.047	0.480	0.833	NCLDV	14911	0	37.500	0.000
c_000000160556||full	0.753	0.753	0.040	0.027	0.260	0.753	dsDNAphage	19748	1	7.100	0.000
c_000000164088||full	0.700	0.127	0.280	0.093	0.440	0.700	dsDNAphage	8637	0	33.300	0.000
c_000000165989||full	0.960	0.740	0.255	0.080	0.940	0.960	dsDNAphage	16043	2	33.300	0.000
c_000000168081||full	0.293	0.893	0.010	0.007	0.633	0.893	NCLDV	14324	0	30.800	7.700
c_000000170150||full	0.153	0.240	0.115	0.007	0.640	0.640	lavidaviridae	12699	0	22.200	0.000
c_000000173016||full	0.027	0.567	0.000	0.000	0.033	0.567	NCLDV	5524	0	20.000	0.000
c_000000173440||full	0.273	0.180	0.015	0.013	0.527	0.527	lavidaviridae	6327	0	22.200	11.100
c_000000175403||full	0.180	0.207	0.010	0.013	0.753	0.753	lavidaviridae	8639	0	28.600	14.300
c_000000176917||full	0.707	0.107	0.035	0.000	0.080	0.707	dsDNAphage	10407	1	16.700	8.300
c_000000177003||full	0.647	0.060	0.000	0.000	0.000	0.647	dsDNAphage	10761	2	27.300	27.300
c_000000177213||full	0.460	0.507	0.205	0.620	0.907	0.907	lavidaviridae	6907	0	50.000	0.000
c_000000177479||full	1.000	0.193	0.010	0.027	0.040	1.000	dsDNAphage	17334	1	17.200	0.000
c_000000178332||full	0.947	0.453	0.050	0.287	0.107	0.947	dsDNAphage	7248	0	15.800	0.000
c_000000178719||full	0.227	0.707	0.005	0.000	0.073	0.707	NCLDV	8555	0	14.300	0.000
c_000000179089||full	0.933	0.747	0.295	0.120	0.767	0.933	dsDNAphage	5184	1	50.000	0.000
c_000000179118||full	0.313	0.473	0.135	0.067	0.500	0.500	lavidaviridae	9263	0	33.300	0.000
c_000000179837||full	0.067	0.693	0.000	0.000	0.007	0.693	NCLDV	7287	0	33.300	16.700
c_000000180005||full	0.293	0.953	0.165	0.067	0.953	0.953	NCLDV	10698	0	40.000	0.000
c_000000181023||full	0.980	0.367	0.230	0.433	0.613	0.980	dsDNAphage	6483	0	46.200	0.000
c_000000181633||full	0.333	0.633	0.595	0.187	0.940	0.940	lavidaviridae	6395	0	25.000	0.000
c_000000181913||full	0.500	0.513	0.245	0.053	0.373	0.513	NCLDV	6888	0	40.000	0.000
c_000000182043||full	0.200	0.180	0.545	0.013	0.313	0.545	RNA	7012	0	25.000	0.000
c_000000183925||full	0.247	0.867	0.045	0.027	0.207	0.867	NCLDV	6269	0	33.300	0.000
c_000000184070||full	0.700	0.527	0.205	0.247	0.660	0.700	dsDNAphage	9978	0	33.300	0.000
c_000000185085||full	0.833	0.667	0.235	0.167	0.713	0.833	dsDNAphage	6566	0	14.300	0.000
c_000000185687||full	0.240	0.867	0.000	0.007	0.127	0.867	NCLDV	5244	0	60.000	0.000
c_000000186988||full	0.727	0.133	0.020	0.020	0.307	0.727	dsDNAphage	5717	0	50.000	12.500
c_000000187284||full	0.127	0.533	0.180	0.020	0.467	0.533	NCLDV	5222	0	16.700	0.000
c_000000187590||full	0.747	0.200	0.135	0.873	0.587	0.873	ssDNA	10083	0	19.000	0.000
c_000000187674||full	0.373	0.693	0.240	0.000	0.107	0.693	NCLDV	9605	0	14.300	0.000
c_000000187680||full	0.080	0.880	0.060	0.000	0.313	0.880	NCLDV	5563	0	14.300	0.000
c_000000188314||full	0.940	0.900	0.540	0.393	0.987	0.987	lavidaviridae	4935	0	33.300	0.000
c_000000189001||full	0.367	0.627	0.350	0.000	0.393	0.627	NCLDV	10573	0	9.100	0.000
c_000000189762||full	0.960	0.127	0.585	0.280	0.147	0.960	dsDNAphage	5860	0	13.300	0.000
c_000000190642||full	0.640	0.907	0.000	0.000	0.027	0.907	NCLDV	6097	0	14.300	0.000
c_000000190692||full	0.080	0.973	0.060	0.013	0.360	0.973	NCLDV	5353	0	14.300	0.000
c_000000191256||full	0.213	0.367	0.055	0.020	0.560	0.560	lavidaviridae	17607	0	25.000	12.500
c_000000191581||full	0.067	0.587	0.000	0.000	0.007	0.587	NCLDV	6574	0	25.000	0.000
c_000000192747||full	0.547	0.207	0.005	0.120	0.347	0.547	dsDNAphage	10197	0	75.000	25.000
c_000000193884||full	1.000	0.127	0.190	0.640	0.433	1.000	dsDNAphage	5575	5	71.400	0.000
c_000000194836||full	0.107	0.640	0.200	0.027	0.387	0.640	NCLDV	11569	0	20.000	0.000
c_000000194876||full	0.080	0.607	0.000	0.000	0.060	0.607	NCLDV	23107	0	16.700	0.000
c_000000195716||full	0.927	0.893	0.045	0.027	0.307	0.927	dsDNAphage	7399	1	28.600	0.000
c_000000196992||full	0.253	0.693	0.240	0.013	0.800	0.800	lavidaviridae	6422	0	20.000	0.000
c_000000197377||full	0.200	0.993	0.065	0.093	0.547	0.993	NCLDV	6739	0	42.900	0.000
c_000000197582||full	0.600	0.700	0.435	0.593	1.000	1.000	lavidaviridae	7371	0	50.000	0.000
c_000000197906||full	0.447	0.513	0.315	0.540	0.813	0.813	lavidaviridae	5221	0	66.700	0.000
c_000000198225||full	0.100	0.647	0.000	0.013	0.193	0.647	NCLDV	7028	0	40.000	20.000
c_000000199065||full	0.607	0.933	0.740	0.507	0.947	0.947	lavidaviridae	5209	0	14.300	0.000
c_000000200369||full	0.633	0.187	0.070	0.100	0.053	0.633	dsDNAphage	8364	0	10.000	5.000
c_000000204886||full	0.393	0.307	0.235	0.033	0.720	0.720	lavidaviridae	6385	0	25.000	0.000
c_000000207538||full	0.320	0.740	0.515	0.173	0.960	0.960	lavidaviridae	6098	0	25.000	0.000
c_000000207588||full	0.133	0.940	0.155	0.000	0.300	0.940	NCLDV	9828	0	10.000	0.000
c_000000207598||full	0.780	0.147	0.905	0.407	0.893	0.905	RNA	5084	0	20.000	0.000
c_000000207602||full	0.613	0.393	0.640	0.127	0.507	0.640	RNA	12041	0	11.100	0.000
c_000000210952||full	0.147	0.840	0.305	0.007	0.333	0.840	NCLDV	5024	0	25.000	0.000
c_000000211020||full	0.133	0.733	0.080	0.007	0.353	0.733	NCLDV	7075	0	12.500	0.000
c_000000212738||full	0.053	0.787	0.125	0.007	0.427	0.787	NCLDV	5861	0	20.000	0.000
c_000000216313||full	0.187	0.747	0.380	0.007	0.513	0.747	NCLDV	5127	0	40.000	0.000
c_000000216572||full	0.393	0.627	0.420	0.000	0.733	0.733	lavidaviridae	8841	0	14.300	0.000
c_000000216925||full	0.800	0.920	0.170	0.060	0.933	0.933	lavidaviridae	5416	0	40.000	0.000
c_000000217591||full	0.747	0.773	0.080	0.053	0.440	0.773	NCLDV	11882	0	33.300	0.000
c_000000219025||full	0.393	0.787	0.625	0.040	0.660	0.787	NCLDV	5356	0	28.600	0.000
c_000000219224||full	0.273	0.787	0.215	0.093	0.447	0.787	NCLDV	5502	0	40.000	0.000
c_000000219234||full	0.213	0.740	0.105	0.027	0.287	0.740	NCLDV	6689	0	20.000	0.000
c_000000220388||full	0.413	0.633	0.450	0.207	0.920	0.920	lavidaviridae	5347	0	25.000	0.000
c_000000220425||full	0.227	0.147	0.305	0.073	0.507	0.507	lavidaviridae	5337	0	33.300	0.000
c_000000222958||full	0.147	0.627	0.030	0.000	0.040	0.627	NCLDV	7504	0	28.600	14.300
c_000000223631||full	0.433	0.567	0.310	0.020	0.300	0.567	NCLDV	5298	0	40.000	0.000
c_000000223811||full	0.373	0.807	0.255	0.580	0.993	0.993	lavidaviridae	5379	0	40.000	0.000
c_000000223952||full	0.127	0.427	0.040	0.007	0.560	0.560	lavidaviridae	9911	0	18.200	0.000
c_000000225629||full	0.293	0.853	0.240	0.013	0.573	0.853	NCLDV	5267	0	40.000	0.000
c_000000226263||full	0.927	0.093	0.000	0.013	0.027	0.927	dsDNAphage	7854	1	38.500	30.800
