filename,contig_id,contig_length,provirus,proviral_length,gene_count,viral_genes,host_genes,checkv_quality,miuvig_quality,completeness,completeness_method,contamination,kmer_freq,warnings,GenomeID,secondary_cluster,Representative,votu.id,VC.Status,Realm,Kingdom,Phylum,Class,Order,Family,VC,VIRSorter category,Circular,Prophage,Gene count,Strand switches,potential AMG count,Transposase present,Possible Non-Viral Contig,Viral hypothetical genes,Viral genes with host benefits,Viral genes with unknown function,Viral replication genes,Viral genes with viral benefits,Viral structure genes
Ettinger,c_000001812975||0_partial,27671,Yes,14357,31,12,11,Low-quality,Genome-fragment,25.75,AAI-based (medium-confidence),48.12,1,low-confidence Provirus,Ettinger_c_000001812975,1270_0,TRUE,vOTU465,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,917_0,1,FALSE,FALSE,16,0,0,FALSE,0,8,3,4,0,0,1
Ettinger,c_000001895351||0_partial,25765,Yes,13699,29,11,8,Low-quality,Genome-fragment,23.82,AAI-based (medium-confidence),46.83,1,low-confidence Provirus,Ettinger_c_000001895351,1106_0,TRUE,vOTU479,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,917_0,1,FALSE,FALSE,16,0,0,FALSE,0,8,3,4,0,0,1
Ettinger,c_000002005160||0_partial,29221,Yes,13913,35,11,10,Low-quality,Genome-fragment,22.14,AAI-based (medium-confidence),52.39,1,low-confidence Provirus,Ettinger_c_000002005160,1074_0,TRUE,vOTU505,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,917_0,1,FALSE,FALSE,16,0,0,FALSE,0,9,2,4,0,0,1
Ettinger,c_000002202080||0_partial,30875,Yes,14809,30,11,9,Low-quality,Genome-fragment,32.41,AAI-based (medium-confidence),52.04,1,low-confidence Provirus,Ettinger_c_000002202080,1075_0,TRUE,vOTU551,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,917_0,1,FALSE,FALSE,18,0,0,FALSE,0,12,1,4,0,0,1
Ettinger,c_000002269210||0_partial,13381,No,NA,12,0,8,Not-determined,Genome-fragment,NA,NA,0,1,no viral genes detected,Ettinger_c_000002269210,861_0,TRUE,vOTU559,Overlap (VC_995/VC_996),Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,,1,FALSE,FALSE,12,3,0,FALSE,0.3333333333333333,7,4,1,0,0,0
Ettinger,c_000002314019||0_partial,58210,Yes,46481,68,12,7,Medium-quality,Genome-fragment,58.81,HMM-based (lower-bound),20.15,1,NA,Ettinger_c_000002314019,1678_0,TRUE,vOTU566,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,,1,FALSE,FALSE,60,9,1,FALSE,0,55,2,2,1,0,0
Ettinger,c_000002466019||0_partial,18780,No,NA,9,0,6,Not-determined,Genome-fragment,NA,NA,0,1,no viral genes detected,Ettinger_c_000002466019,1691_0,TRUE,vOTU591,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,,1,FALSE,FALSE,9,2,2,FALSE,0,9,0,0,0,0,0
Ettinger,c_000002614552||0_partial,13052,Yes,10758,16,10,2,Low-quality,Genome-fragment,19.95,AAI-based (medium-confidence),17.58,1,NA,Ettinger_c_000002614552,1081_0,TRUE,vOTU611,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,917_0,2,FALSE,FALSE,14,0,0,FALSE,0,8,2,3,0,0,1
Ettinger,c_000002639113||0_partial,28636,Yes,14240,32,10,10,Low-quality,Genome-fragment,25.7,AAI-based (medium-confidence),50.27,1,low-confidence Provirus,Ettinger_c_000002639113,1099_0,TRUE,vOTU617,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,917_0,2,FALSE,FALSE,17,0,0,FALSE,0,10,2,4,0,0,1
Ettinger,c_000002775664||0_partial,19373,No,NA,14,1,1,Low-quality,Genome-fragment,10.08,HMM-based (lower-bound),0,1,NA,Ettinger_c_000002775664,1259_0,TRUE,vOTU636,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,1066_0,1,FALSE,FALSE,14,0,0,FALSE,0,14,0,0,0,0,0
Ettinger,c_000002906638||0_partial,29316,Yes,18205,22,2,7,Low-quality,Genome-fragment,8.18,HMM-based (lower-bound),37.9,1,low-confidence Provirus,Ettinger_c_000002906638,1736_0,TRUE,vOTU661,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,1067_0,1,FALSE,FALSE,15,0,0,FALSE,0,13,1,1,0,0,0
Ettinger,c_000002956506||0_partial,20096,Yes,10971,16,3,2,Low-quality,Genome-fragment,7.24,HMM-based (lower-bound),45.41,1,NA,Ettinger_c_000002956506,1741_0,TRUE,vOTU667,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,,1,FALSE,FALSE,11,0,0,FALSE,0,10,1,0,0,0,0
Ettinger,c_000002982533||0_partial,31716,Yes,24995,23,3,4,Low-quality,Genome-fragment,17.43,HMM-based (lower-bound),21.19,1,NA,Ettinger_c_000002982533,1744_0,TRUE,vOTU671,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,1032_0,1,FALSE,FALSE,18,0,0,FALSE,0,16,1,0,0,0,1
Ettinger,c_000003036862||0_partial,13507,No,NA,10,0,3,Not-determined,Genome-fragment,NA,NA,0,1,no viral genes detected,Ettinger_c_000003036862,654_0,TRUE,vOTU683,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Kyanoviridae,Unclassified,,1,FALSE,FALSE,10,3,0,FALSE,0,10,0,0,0,0,0
Ettinger,c_000003054360||0_partial,18375,No,NA,15,0,8,Low-quality,Genome-fragment,1.7,AAI-based (medium-confidence),0,1,no viral genes detected,Ettinger_c_000003054360,1757_0,TRUE,vOTU688,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,,1,FALSE,FALSE,15,5,0,FALSE,0.13333333333333333,13,2,0,0,0,0
Ettinger,c_000003064593||0_partial,21243,No,NA,21,0,8,Not-determined,Genome-fragment,NA,NA,0,1,no viral genes detected,Ettinger_c_000003064593,1759_0,TRUE,vOTU691,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,1045_0,1,FALSE,FALSE,21,5,0,FALSE,0.09523809523809525,18,2,1,0,0,0
Ettinger,c_000003068538||0_partial,7014,No,NA,8,1,0,High-quality,High-quality,100,AAI-based (high-confidence),0,1,contig >1.5x longer than expected genome length,Ettinger_c_000003068538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,FALSE,8,5,0,FALSE,0,8,0,0,0,0,0
Ettinger,c_000003156002||0_partial,31082,No,NA,12,0,4,Not-determined,Genome-fragment,NA,NA,0,1.01,no viral genes detected,Ettinger_c_000003156002,1768_0,TRUE,vOTU704,Singleton,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,,1,FALSE,FALSE,12,2,0,FALSE,0,9,2,1,0,0,0
Ettinger,c_000003176774||0_partial,15049,No,NA,14,1,5,Low-quality,Genome-fragment,7.77,HMM-based (lower-bound),0,1,NA,Ettinger_c_000003176774,1771_0,TRUE,vOTU707,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,,1,FALSE,FALSE,14,5,1,FALSE,0,13,0,1,0,0,0
Ettinger,c_000003318708||0_partial,28838,Yes,13121,25,3,7,Low-quality,Genome-fragment,11.68,HMM-based (lower-bound),54.5,1,NA,Ettinger_c_000003318708,1784_0,TRUE,vOTU726,Overlap (VC_1034/VC_1035),Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,,1,FALSE,FALSE,14,0,0,FALSE,0,10,2,1,0,0,1
Ettinger,c_000003319275||0_partial,23628,Yes,14006,27,11,8,Low-quality,Genome-fragment,22.63,AAI-based (medium-confidence),40.72,1,low-confidence Provirus,Ettinger_c_000003319275,1100_0,TRUE,vOTU727,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,917_0,1,FALSE,FALSE,17,0,0,FALSE,0,8,4,4,0,0,1
Ettinger,c_000003504915||0_partial,37403,Yes,15836,38,10,14,Low-quality,Genome-fragment,28.02,AAI-based (medium-confidence),57.66,1,NA,Ettinger_c_000003504915,1073_0,TRUE,vOTU752,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,917_0,2,FALSE,FALSE,18,0,0,FALSE,0,10,2,5,0,0,1
Ettinger,c_000003544002||0_partial,1545,No,NA,3,1,0,Low-quality,Genome-fragment,48.62,AAI-based (medium-confidence),0,1,NA,Ettinger_c_000003544002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ettinger,c_000003665954||0_partial,10916,No,NA,14,0,10,Not-determined,Genome-fragment,NA,NA,0,1,no viral genes detected,Ettinger_c_000003665954,628_0,TRUE,vOTU773,Clustered,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,1048_0,1,FALSE,FALSE,14,2,1,FALSE,0,14,0,0,0,0,0
Ettinger,c_000003742639||0_partial,34161,No,NA,21,2,2,Low-quality,Genome-fragment,22.82,HMM-based (lower-bound),0,1,NA,Ettinger_c_000003742639,1813_0,TRUE,vOTU785,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,1066_0,1,FALSE,FALSE,21,0,0,FALSE,0,17,2,1,0,0,1
Ettinger,c_000003975594||0_partial,25733,Yes,13721,30,12,12,Low-quality,Genome-fragment,24.6,AAI-based (medium-confidence),46.68,1,low-confidence Provirus,Ettinger_c_000003975594,1088_0,TRUE,vOTU818,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,917_0,1,FALSE,FALSE,16,0,0,FALSE,0,8,3,4,0,0,1
Ettinger,c_000004075669||0_partial,27808,Yes,13533,33,9,9,Low-quality,Genome-fragment,16.74,HMM-based (lower-bound),51.33,1,low-confidence Provirus,Ettinger_c_000004075669,1841_0,TRUE,vOTU838,Overlap (VC_919/VC_920),Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,,1,FALSE,FALSE,16,0,0,FALSE,0,12,1,2,0,0,1
Ettinger,c_000004972152||0_partial,16074,No,NA,6,1,0,Low-quality,Genome-fragment,7.15,HMM-based (lower-bound),0,1,NA,Ettinger_c_000004972152,1917_0,TRUE,vOTU960,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,1090_0,1,FALSE,FALSE,6,0,0,FALSE,0,6,0,0,0,0,0
Ettinger,c_000005324100||0_partial,13584,No,NA,9,0,4,Not-determined,Genome-fragment,NA,NA,0,1,no viral genes detected,Ettinger_c_000005324100,1947_0,TRUE,vOTU1011,Clustered,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Imitervirales,Mimiviridae,1150_0,1,FALSE,FALSE,9,4,0,FALSE,0,8,0,1,0,0,0
Ettinger,c_000005499271||0_partial,35843,Yes,14477,41,11,17,Low-quality,Genome-fragment,31.69,AAI-based (medium-confidence),59.61,1,low-confidence Provirus,Ettinger_c_000005499271,1083_0,TRUE,vOTU1025,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,917_0,1,FALSE,FALSE,17,0,0,FALSE,0,9,3,4,0,0,1
Ettinger,c_000000000521||full,5544,No,NA,5,0,3,Low-quality,Genome-fragment,1.97,AAI-based (medium-confidence),0,1,no viral genes detected,Ettinger_c_000000000521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,FALSE,5,0,0,FALSE,0.4,3,2,0,0,0,0
Ettinger,c_000000002292||lt2gene,23772,No,NA,1,0,1,Not-determined,Genome-fragment,NA,NA,0,1,no viral genes detected,Ettinger_c_000000002292,995_0,TRUE,vOTU30,Singleton,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,,1,FALSE,FALSE,1,0,0,FALSE,0,1,0,0,0,0,0
Ettinger,c_000000003380||full,5289,No,NA,7,3,0,Low-quality,Genome-fragment,2.29,AAI-based (medium-confidence),0,1.01,NA,Ettinger_c_000000003380,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,FALSE,7,3,0,FALSE,0,7,0,0,0,0,0
Ettinger,c_000000006091||full,6286,No,NA,10,0,7,Not-determined,Genome-fragment,NA,NA,0,1,no viral genes detected,Ettinger_c_000000006091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,FALSE,10,0,0,FALSE,0,10,0,0,0,0,0
Ettinger,c_000000006541||full,5670,No,NA,3,0,3,Not-determined,Genome-fragment,NA,NA,0,1,no viral genes detected,Ettinger_c_000000006541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,FALSE,3,1,0,FALSE,0,3,0,0,0,0,0
Ettinger,c_000000007383||full,5736,Yes,771,7,1,5,Low-quality,Genome-fragment,0.86,HMM-based (lower-bound),86.56,1,NA,Ettinger_c_000000007383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ettinger,c_000000008518||full,16819,No,NA,21,0,9,Not-determined,Genome-fragment,NA,NA,0,1,no viral genes detected,Ettinger_c_000000008518,993_0,TRUE,vOTU31,Singleton,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,,1,FALSE,FALSE,21,9,0,FALSE,0.09523809523809525,19,2,0,0,0,0
Ettinger,c_000000009194||full,13312,No,NA,11,0,8,Not-determined,Genome-fragment,NA,NA,0,1,no viral genes detected,Ettinger_c_000000009194,1375_0,TRUE,vOTU32,Singleton,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,,2,FALSE,FALSE,11,4,2,FALSE,0.18181818181818185,9,2,0,0,0,0
Ettinger,c_000000009293||full,5767,No,NA,5,0,3,Not-determined,Genome-fragment,NA,NA,0,1,no viral genes detected,Ettinger_c_000000009293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,FALSE,5,1,0,FALSE,0.2,4,1,0,0,0,0
Ettinger,c_000000009324||full,6689,No,NA,9,0,1,Not-determined,Genome-fragment,NA,NA,0,1,no viral genes detected,Ettinger_c_000000009324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,FALSE,9,0,0,FALSE,0,8,0,1,0,0,0
Ettinger,c_000000009438||full,6787,No,NA,7,0,4,Not-determined,Genome-fragment,NA,NA,0,1,no viral genes detected,Ettinger_c_000000009438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,FALSE,7,2,0,FALSE,0,7,0,0,0,0,0
Ettinger,c_000000012432||full,12212,No,NA,10,0,5,Not-determined,Genome-fragment,NA,NA,0,1,no viral genes detected,Ettinger_c_000000012432,991_0,TRUE,vOTU33,Outlier,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,,1,FALSE,FALSE,10,3,2,FALSE,0,10,0,0,0,0,0
Ettinger,c_000000012667||full,10668,No,NA,23,6,0,Low-quality,Genome-fragment,11.46,HMM-based (lower-bound),0,1,NA,Ettinger_c_000000012667,1376_0,TRUE,vOTU34,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,,2,FALSE,FALSE,23,2,0,FALSE,0,20,0,3,0,0,0
Ettinger,c_000000013063||full,6509,No,NA,9,0,1,Not-determined,Genome-fragment,NA,NA,0,1,no viral genes detected,Ettinger_c_000000013063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,FALSE,9,3,0,TRUE,0.1111111111111111,7,2,0,0,0,0
Ettinger,c_000000016440||full,33595,Yes,10607,33,3,17,Low-quality,Genome-fragment,10.67,HMM-based (lower-bound),68.43,1,NA,Ettinger_c_000000016440,989_0,TRUE,vOTU35,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,,1,FALSE,FALSE,10,2,1,FALSE,0,9,0,1,0,0,0
Ettinger,c_000000017201||full,11500,No,NA,14,0,8,Not-determined,Genome-fragment,NA,NA,0,1,no viral genes detected,Ettinger_c_000000017201,1377_0,TRUE,vOTU36,Singleton,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,,2,FALSE,FALSE,14,2,0,FALSE,0.07142857142857142,12,2,0,0,0,0
Ettinger,c_000000021360||full,12137,No,NA,19,5,0,Low-quality,Genome-fragment,18.58,HMM-based (lower-bound),0,1,NA,Ettinger_c_000000021360,1378_0,TRUE,vOTU37,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,,2,FALSE,FALSE,19,1,0,FALSE,0.10526315789473684,11,2,6,0,0,0
Ettinger,c_000000022329||full,9024,No,NA,8,0,1,Not-determined,Genome-fragment,NA,NA,0,1,no viral genes detected,Ettinger_c_000000022329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,FALSE,8,4,0,FALSE,0,7,0,1,0,0,0
Ettinger,c_000000022802||full,5997,No,NA,4,0,2,Low-quality,Genome-fragment,3.99,AAI-based (high-confidence),0,1,no viral genes detected,Ettinger_c_000000022802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,FALSE,4,2,0,FALSE,0,3,0,1,0,0,0
Ettinger,c_000000023029||full,6068,No,NA,6,0,1,Not-determined,Genome-fragment,NA,NA,0,1,no viral genes detected,Ettinger_c_000000023029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,FALSE,6,3,0,FALSE,0,5,0,1,0,0,0
Ettinger,c_000000024372||full,11428,No,NA,6,0,2,Not-determined,Genome-fragment,NA,NA,0,1,no viral genes detected,Ettinger_c_000000024372,1175_0,TRUE,vOTU38,Singleton,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,,2,FALSE,FALSE,6,1,0,FALSE,0,6,0,0,0,0,0
