filename,contig_id,contig_length,provirus,proviral_length,gene_count,viral_genes,host_genes,checkv_quality,miuvig_quality,completeness,completeness_method,contamination,kmer_freq,warnings,GenomeID
Ettinger,c_000000057104||full,13196,No,NA,15,9,0,Low-quality,Genome-fragment,30.18,AAI-based (medium-confidence),0,1,NA,Ettinger_c_000000057104
Ettinger,c_000000057613||full,6172,No,NA,9,0,1,Not-determined,Genome-fragment,NA,NA,0,1,no viral genes detected,Ettinger_c_000000057613
Ettinger,c_000000057791||full,10858,No,NA,8,0,3,Not-determined,Genome-fragment,NA,NA,0,1,no viral genes detected,Ettinger_c_000000057791
Ettinger,c_000000058152||full,12142,No,NA,9,0,3,Not-determined,Genome-fragment,NA,NA,0,1,no viral genes detected,Ettinger_c_000000058152
Ettinger,c_000000061447||full,7044,No,NA,6,0,1,Not-determined,Genome-fragment,NA,NA,0,1,no viral genes detected,Ettinger_c_000000061447
Ettinger,c_000000062240||full,7400,No,NA,6,0,4,Not-determined,Genome-fragment,NA,NA,0,1,no viral genes detected,Ettinger_c_000000062240
Ettinger,c_000000063537||full,8052,No,NA,9,0,2,Low-quality,Genome-fragment,11.58,AAI-based (medium-confidence),0,1,no viral genes detected,Ettinger_c_000000063537
Ettinger,c_000000063648||full,8710,No,NA,20,2,0,Low-quality,Genome-fragment,12.65,HMM-based (lower-bound),0,1,NA,Ettinger_c_000000063648
Ettinger,c_000000064377||full,12691,No,NA,20,3,0,Low-quality,Genome-fragment,12.72,HMM-based (lower-bound),0,1,NA,Ettinger_c_000000064377
Ettinger,c_000000064975||full,5856,No,NA,5,0,4,Not-determined,Genome-fragment,NA,NA,0,1,no viral genes detected,Ettinger_c_000000064975
Ettinger,c_000000065067||full,6745,No,NA,14,0,0,Not-determined,Genome-fragment,NA,NA,0,1,no viral genes detected,Ettinger_c_000000065067
Ettinger,c_000000065829||full,5290,No,NA,8,0,0,Not-determined,Genome-fragment,NA,NA,0,1.02,no viral genes detected; low-confidence DTR,Ettinger_c_000000065829
Ettinger,c_000000066087||full,9411,No,NA,3,0,1,Not-determined,Genome-fragment,NA,NA,0,1,no viral genes detected,Ettinger_c_000000066087
Ettinger,c_000000067023||full,7132,No,NA,10,0,6,Not-determined,Genome-fragment,NA,NA,0,1,no viral genes detected,Ettinger_c_000000067023
Ettinger,c_000000067081||full,6760,No,NA,7,0,0,Not-determined,Genome-fragment,NA,NA,0,1,no viral genes detected,Ettinger_c_000000067081
Ettinger,c_000000069096||full,7534,No,NA,6,0,3,Not-determined,Genome-fragment,NA,NA,0,1,no viral genes detected,Ettinger_c_000000069096
Ettinger,c_000000072374||full,19327,Yes,13722,23,11,4,Low-quality,Genome-fragment,21.74,AAI-based (medium-confidence),29,1,low-confidence Provirus,Ettinger_c_000000072374
Ettinger,c_000000072560||full,6478,No,NA,4,0,3,Low-quality,Genome-fragment,8.43,AAI-based (medium-confidence),0,1,no viral genes detected,Ettinger_c_000000072560
Ettinger,c_000000073931||full,9874,No,NA,15,5,0,Low-quality,Genome-fragment,23.68,AAI-based (medium-confidence),0,1,NA,Ettinger_c_000000073931
Ettinger,c_000000074705||full,5005,No,NA,5,0,0,Not-determined,Genome-fragment,NA,NA,0,1,no viral genes detected,Ettinger_c_000000074705
Ettinger,c_000000076907||full,5279,No,NA,6,0,0,Not-determined,Genome-fragment,NA,NA,0,1,no viral genes detected,Ettinger_c_000000076907
Ettinger,c_000000078678||full,6306,No,NA,5,0,0,Low-quality,Genome-fragment,11.56,AAI-based (medium-confidence),0,1,no viral genes detected,Ettinger_c_000000078678
Ettinger,c_000000079204||full,7461,No,NA,3,0,3,Not-determined,Genome-fragment,NA,NA,0,1,no viral genes detected,Ettinger_c_000000079204
Ettinger,c_000000080041||full,8006,No,NA,11,2,2,Low-quality,Genome-fragment,5.28,AAI-based (medium-confidence),0,1,NA,Ettinger_c_000000080041
Ettinger,c_000000080392||full,6797,No,NA,6,0,2,Low-quality,Genome-fragment,4.6,AAI-based (medium-confidence),0,1,no viral genes detected,Ettinger_c_000000080392
Ettinger,c_000000080399||full,7591,No,NA,9,0,1,Not-determined,Genome-fragment,NA,NA,0,1,no viral genes detected,Ettinger_c_000000080399
Ettinger,c_000000080577||full,6401,No,NA,7,0,1,Not-determined,Genome-fragment,NA,NA,0,1,no viral genes detected,Ettinger_c_000000080577
Ettinger,c_000000080648||full,25884,No,NA,10,0,8,Not-determined,Genome-fragment,NA,NA,0,1,no viral genes detected,Ettinger_c_000000080648
Ettinger,c_000000081015||full,11980,No,NA,8,1,0,Low-quality,Genome-fragment,25.3,AAI-based (medium-confidence),0,1,NA,Ettinger_c_000000081015
Ettinger,c_000000083870||full,5042,No,NA,10,0,0,Low-quality,Genome-fragment,7.06,AAI-based (high-confidence),0,1,no viral genes detected,Ettinger_c_000000083870
Ettinger,c_000000086240||full,7218,No,NA,6,0,3,Not-determined,Genome-fragment,NA,NA,0,1,no viral genes detected,Ettinger_c_000000086240
Ettinger,c_000000087002||full,11438,No,NA,7,0,2,Not-determined,Genome-fragment,NA,NA,0,1,no viral genes detected,Ettinger_c_000000087002
Ettinger,c_000000088005||full,8639,No,NA,6,0,1,Not-determined,Genome-fragment,NA,NA,0,1,no viral genes detected,Ettinger_c_000000088005
Ettinger,c_000000088180||full,5662,No,NA,5,0,5,Not-determined,Genome-fragment,NA,NA,0,1,no viral genes detected,Ettinger_c_000000088180
Ettinger,c_000000091230||full,7777,No,NA,8,0,1,Low-quality,Genome-fragment,16.47,AAI-based (medium-confidence),0,1,no viral genes detected,Ettinger_c_000000091230
Ettinger,c_000000093374||full,8336,No,NA,7,0,4,Not-determined,Genome-fragment,NA,NA,0,1,no viral genes detected,Ettinger_c_000000093374
Ettinger,c_000000094056||full,9459,No,NA,7,0,2,Not-determined,Genome-fragment,NA,NA,0,1,no viral genes detected,Ettinger_c_000000094056
Ettinger,c_000000095594||full,7160,No,NA,10,0,1,Low-quality,Genome-fragment,12.71,AAI-based (high-confidence),0,1,no viral genes detected,Ettinger_c_000000095594
Ettinger,c_000000095732||full,10674,No,NA,5,1,0,Low-quality,Genome-fragment,9.08,AAI-based (medium-confidence),0,1,NA,Ettinger_c_000000095732
Ettinger,c_000000096161||full,7262,No,NA,20,0,0,Not-determined,Genome-fragment,NA,NA,0,1,no viral genes detected,Ettinger_c_000000096161
Ettinger,c_000000096769||full,7028,No,NA,10,0,1,Not-determined,Genome-fragment,NA,NA,0,1,no viral genes detected,Ettinger_c_000000096769
Ettinger,c_000000097399||full,6892,No,NA,8,0,6,Not-determined,Genome-fragment,NA,NA,0,1,no viral genes detected,Ettinger_c_000000097399
Ettinger,c_000000097555||full,6487,No,NA,7,1,0,Low-quality,Genome-fragment,18.14,AAI-based (medium-confidence),0,1,NA,Ettinger_c_000000097555
Ettinger,c_000000098432||full,10868,No,NA,7,0,4,Not-determined,Genome-fragment,NA,NA,0,1,no viral genes detected,Ettinger_c_000000098432
Ettinger,c_000000100056||full,7575,No,NA,7,0,3,Low-quality,Genome-fragment,1.31,AAI-based (medium-confidence),0,1,no viral genes detected,Ettinger_c_000000100056
Ettinger,c_000000100736||full,5805,No,NA,7,0,0,Not-determined,Genome-fragment,NA,NA,0,1,no viral genes detected; low-confidence ITR,Ettinger_c_000000100736
Ettinger,c_000000101933||full,5370,No,NA,6,2,0,Low-quality,Genome-fragment,1.6,AAI-based (high-confidence),0,1,NA,Ettinger_c_000000101933
Ettinger,c_000000102296||full,6510,No,NA,9,4,0,Low-quality,Genome-fragment,11.13,AAI-based (medium-confidence),0,1,NA,Ettinger_c_000000102296
Ettinger,c_000000102873||full,5701,No,NA,10,0,0,Not-determined,Genome-fragment,NA,NA,0,1,no viral genes detected,Ettinger_c_000000102873
Ettinger,c_000000103319||full,6285,No,NA,7,0,2,Not-determined,Genome-fragment,NA,NA,0,1,no viral genes detected,Ettinger_c_000000103319
Ettinger,c_000000103653||full,5296,No,NA,4,0,0,Not-determined,Genome-fragment,NA,NA,0,1,no viral genes detected,Ettinger_c_000000103653
Ettinger,c_000000104979||full,5934,No,NA,6,0,3,Not-determined,Genome-fragment,NA,NA,0,1,no viral genes detected,Ettinger_c_000000104979
Ettinger,c_000000105084||full,26979,No,NA,31,7,1,Low-quality,Genome-fragment,6.17,AAI-based (medium-confidence),0,1.01,NA,Ettinger_c_000000105084
Ettinger,c_000000105133||full,9479,Yes,7994,9,2,2,Low-quality,Genome-fragment,15.88,AAI-based (medium-confidence),15.67,1,NA,Ettinger_c_000000105133
Ettinger,c_000000105953||full,5703,No,NA,4,0,0,Not-determined,Genome-fragment,NA,NA,0,1,no viral genes detected,Ettinger_c_000000105953
Ettinger,c_000000107020||full,11390,No,NA,13,7,0,Low-quality,Genome-fragment,7.6,AAI-based (medium-confidence),0,1,NA,Ettinger_c_000000107020
Ettinger,c_000000107433||full,9893,Yes,2991,12,3,4,Low-quality,Genome-fragment,0.7,AAI-based (medium-confidence),69.77,1,NA,Ettinger_c_000000107433
Ettinger,c_000000107496||full,7957,No,NA,6,0,1,Low-quality,Genome-fragment,5.32,AAI-based (medium-confidence),0,1,no viral genes detected,Ettinger_c_000000107496
Ettinger,c_000000107826||full,20736,No,NA,19,1,1,Low-quality,Genome-fragment,4.6,HMM-based (lower-bound),0,1,NA,Ettinger_c_000000107826
Ettinger,c_000000108167||full,20147,No,NA,24,0,16,Not-determined,Genome-fragment,NA,NA,0,1,no viral genes detected,Ettinger_c_000000108167
Ettinger,c_000000109276||full,8816,No,NA,15,0,1,Not-determined,Genome-fragment,NA,NA,0,1,no viral genes detected,Ettinger_c_000000109276
Ettinger,c_000000109383||full,8543,Yes,5817,12,5,2,Low-quality,Genome-fragment,10.33,AAI-based (high-confidence),31.91,1,NA,Ettinger_c_000000109383
Ettinger,c_000000110907||full,11013,No,NA,18,3,0,Low-quality,Genome-fragment,26.61,AAI-based (medium-confidence),0,1,NA,Ettinger_c_000000110907
Ettinger,c_000000113014||full,12854,No,NA,12,0,3,Not-determined,Genome-fragment,NA,NA,0,1.01,no viral genes detected,Ettinger_c_000000113014
Ettinger,c_000000113600||full,5435,Yes,2308,7,1,2,Low-quality,Genome-fragment,3.78,HMM-based (lower-bound),57.53,1,NA,Ettinger_c_000000113600
Ettinger,c_000000114509||full,6094,Yes,3302,4,1,1,Low-quality,Genome-fragment,5.45,HMM-based (lower-bound),45.82,1,NA,Ettinger_c_000000114509
Ettinger,c_000000114528||full,10202,No,NA,15,5,0,Low-quality,Genome-fragment,19.28,AAI-based (high-confidence),0,1,NA,Ettinger_c_000000114528
Ettinger,c_000000115437||full,22457,No,NA,31,9,0,Low-quality,Genome-fragment,19.69,HMM-based (lower-bound),0,1,NA,Ettinger_c_000000115437
Ettinger,c_000000118560||full,5218,No,NA,7,0,0,Not-determined,Genome-fragment,NA,NA,0,1,no viral genes detected,Ettinger_c_000000118560
Ettinger,c_000000118651||full,5550,No,NA,4,0,0,Not-determined,Genome-fragment,NA,NA,0,1,no viral genes detected,Ettinger_c_000000118651
Ettinger,c_000000124353||full,6608,No,NA,2,0,1,Not-determined,Genome-fragment,NA,NA,0,1,no viral genes detected,Ettinger_c_000000124353
Ettinger,c_000000126005||full,7767,No,NA,7,0,6,Low-quality,Genome-fragment,15.35,AAI-based (medium-confidence),0,1,no viral genes detected,Ettinger_c_000000126005
Ettinger,c_000000126699||full,5116,No,NA,4,0,4,Not-determined,Genome-fragment,NA,NA,0,1,no viral genes detected,Ettinger_c_000000126699
Ettinger,c_000000126788||full,32898,No,NA,30,0,3,Not-determined,Genome-fragment,NA,NA,0,1.01,no viral genes detected,Ettinger_c_000000126788
Ettinger,c_000000127381||full,39371,No,NA,59,25,0,Medium-quality,Genome-fragment,73.11,AAI-based (medium-confidence),0,1,low-confidence DTR,Ettinger_c_000000127381
