gene	scaffold	gene_id	gene_description	category	header	subheader	module	auxiliary_score	amg_flags
k141_15711469__full-cat_2_2	k141_15711469__full-cat_2	K03937	NDUFS4; NADH dehydrogenase (ubiquinone) Fe-S protein 4	Energy	Electron transport Chain		NADH dehydrogenase (ubiquinone) Fe-S protein/flavoprotein complex, mitochondria	3	MKF
k141_15734476__full-cat_2_2	k141_15734476__full-cat_2							3	MKF
k141_15753169__full-cat_1_5	k141_15753169__full-cat_1							2	MKF
k141_15753169__full-cat_1_8	k141_15753169__full-cat_1	GT27	GT27 polypeptide alpha-N-acetylgalactosaminyltransferase (EC 2.4.1.41)	carbon utilization	CAZY		GlycosylTransferases	2	MF
k141_16175790__full-cat_1_47	k141_16175790__full-cat_1	GT2	GT2 cellulose synthase (EC 2.4.1.12); chitin synthase (EC 2.4.1.16); dolichyl-phosphate beta-D-mannosyltransferase (EC 2.4.1.83); dolichyl-phosphate beta-glucosyltransferase (EC 2.4.1.117); N-acetylglucosaminyltransferase (EC 2.4.1.-); N-acetylgalactosaminyltransferase (EC 2.4.1.-); hyaluronan synthase (EC 2.4.1.212); chitin oligosaccharide synthase (EC 2.4.1.-); beta-1,3-glucan synthase (EC 2.4.1.34); beta-1,4-mannan synthase (EC 2.4.1.-); beta-mannosylphosphodecaprenol-mannooligosaccharide alpha-1,6-mannosyltransferase (EC 2.4.1.199); UDP-Galf: rhamnopyranosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,4/1,5-galactofuranosyltransferase (EC 2.4.1.287); UDP-Galf: galactofuranosyl-galactofuranosyl-rhamnosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,5/1,6-galactofuranosyltransferase (EC 2.4.1.288); dTDP-L-Rha: N-acetylglucosaminyl-PP-decaprenol alpha-1,3-L-rhamnosyltransferase (EC 2.4.1.289)	carbon utilization	CAZY		GlycosylTransferases	2	MF
k141_16175790__full-cat_1_49	k141_16175790__full-cat_1	GT2	GT2 cellulose synthase (EC 2.4.1.12); chitin synthase (EC 2.4.1.16); dolichyl-phosphate beta-D-mannosyltransferase (EC 2.4.1.83); dolichyl-phosphate beta-glucosyltransferase (EC 2.4.1.117); N-acetylglucosaminyltransferase (EC 2.4.1.-); N-acetylgalactosaminyltransferase (EC 2.4.1.-); hyaluronan synthase (EC 2.4.1.212); chitin oligosaccharide synthase (EC 2.4.1.-); beta-1,3-glucan synthase (EC 2.4.1.34); beta-1,4-mannan synthase (EC 2.4.1.-); beta-mannosylphosphodecaprenol-mannooligosaccharide alpha-1,6-mannosyltransferase (EC 2.4.1.199); UDP-Galf: rhamnopyranosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,4/1,5-galactofuranosyltransferase (EC 2.4.1.287); UDP-Galf: galactofuranosyl-galactofuranosyl-rhamnosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,5/1,6-galactofuranosyltransferase (EC 2.4.1.288); dTDP-L-Rha: N-acetylglucosaminyl-PP-decaprenol alpha-1,3-L-rhamnosyltransferase (EC 2.4.1.289)	carbon utilization	CAZY		GlycosylTransferases	2	MF
k141_16305895__full-cat_2_4	k141_16305895__full-cat_2	K01586	diaminopimelate decarboxylase [EC:4.1.1.20] [RN:R00451]	Organic Nitrogen	Amino Acid		Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine	3	MF
k141_16305895__full-cat_2_4	k141_16305895__full-cat_2	K01586	diaminopimelate decarboxylase [EC:4.1.1.20] [RN:R00451]	Organic Nitrogen	Amino Acid		Lysine biosynthesis, acetyl-DAP pathway, aspartate => lysine	3	MF
k141_16305895__full-cat_2_4	k141_16305895__full-cat_2	K01586	diaminopimelate decarboxylase [EC:4.1.1.20] [RN:R00451]	Organic Nitrogen	Amino Acid		Lysine biosynthesis, DAP dehydrogenase pathway, aspartate => lysine	3	MF
k141_16305895__full-cat_2_4	k141_16305895__full-cat_2	K01586	diaminopimelate decarboxylase [EC:4.1.1.20] [RN:R00451]	Organic Nitrogen	Amino Acid		Lysine biosynthesis, DAP aminotransferase pathway, aspartate => lysine	3	MF
k141_17190871__full-cat_2_4	k141_17190871__full-cat_2	K00609	aspartate carbamoyltransferase [EC:2.1.3.2] [RN:R01397]	MISC	Information systems	Nucleotide	Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP	3	MKF
k141_17292065__full-cat_2_4	k141_17292065__full-cat_2							3	MKF
k141_17351860__full-cat_2_6	k141_17351860__full-cat_2	A31	Catlytic type: Aspartate; HycI endopeptidase releases a 32-residue C-terminal peptide by cleavage of an -Arg-Met- bond;HybD cleaves following the equivalent -His-Met- bond in hydrogenase 2, removing 15 residues; HycI and HybD are in the processing of the precursors of bacterial hydrogenases to their active forms	Organic Nitrogen	Peptidase		Endopeptidases	3	MF
k141_17486330__full-cat_1_7	k141_17486330__full-cat_1							2	MK
k141_17701726__full-cat_2_7	k141_17701726__full-cat_2							3	MKF
k141_17701726__full-cat_2_8	k141_17701726__full-cat_2							3	MKF
k141_17701726__full-cat_2_10	k141_17701726__full-cat_2							3	MKF
k141_18792931__full-cat_2_21	k141_18792931__full-cat_2							3	MKF
k141_18867755__full-cat_1_3	k141_18867755__full-cat_1							2	MKF
k141_19096819__full-cat_2_5	k141_19096819__full-cat_2	GT4	GT4 sucrose synthase (EC 2.4.1.13); sucrose-phosphate synthase (EC 2.4.1.14); alpha-glucosyltransferase (EC 2.4.1.52); lipopolysaccharide N-acetylglucosaminyltransferase (EC 2.4.1.56); phosphatidylinositol alpha-mannosyltransferase (EC 2.4.1.57); GDP-Man: Man1GlcNAc2-PP-dolichol alpha-1,3-mannosyltransferase (EC 2.4.1.132); GDP-Man: Man3GlcNAc2-PP-dolichol/Man4GlcNAc2-PP-dolichol alpha-1,2-mannosyltransferase (EC 2.4.1.131); digalactosyldiacylglycerol synthase (EC 2.4.1.141); 1,2-diacylglycerol 3-glucosyltransferase (EC 2.4.1.157); diglucosyl diacylglycerol synthase (EC 2.4.1.208); trehalose phosphorylase (EC 2.4.1.231); NDP-Glc: alpha-glucose alpha-glucosyltransferase / alpha,alpha-trehalose synthase (EC 2.4.1.245); GDP-Man: Man2GlcNAc2-PP-dolichol alpha-1,6-mannosyltransferase (EC 2.4.1.257); UDP-GlcNAc: 2-deoxystreptamine alpha-N-acetylglucosaminyltransferase (EC 2.4.1.283); UDP-GlcNAc: ribostamycin alpha-N-acetylglucosaminyltransferase (EC 2.4.1.285); UDP-Gal alpha-galactosyltransferase (EC 2.4.1.-); UDP-Xyl alpha-xylosyltransferase (EC 2.4.2.-); UDP-GlcA alpha-glucuronyltransferase (EC 2.4.1.-); UDP-Glc alpha-glucosyltransferase (EC 2.4.1.-); UDP-GalNAc: GalNAc-PP-Und alpha-1,3-N-acetylgalactosaminyltransferase (EC 2.4.1.306); UDP-GalNAc: N,N'-diacetylbacillosaminyl-PP-Und alpha-1,3-N-acetylgalactosaminyltransferase (EC 2.4.1.290); ADP-dependent alpha-maltose-1-phosphate synthase (2.4.1.342)	carbon utilization	CAZY		GlycosylTransferases	3	MKF
k141_19175629__full-cat_2_3	k141_19175629__full-cat_2							3	MKF
k141_19175629__full-cat_2_7	k141_19175629__full-cat_2							3	MKF
k141_20400532__full-cat_1_17	k141_20400532__full-cat_1							2	MKF
k141_20414720__full-cat_2_25	k141_20414720__full-cat_2							3	MKF
k141_20495459__full-cat_2_2	k141_20495459__full-cat_2							3	MKF
k141_20495459__full-cat_2_7	k141_20495459__full-cat_2	CE4	CE4 acetyl xylan esterase (EC 3.1.1.72); chitin deacetylase (EC 3.5.1.41); chitooligosaccharide deacetylase (EC 3.5.1.-); peptidoglycan GlcNAc deacetylase (EC 3.5.1.-); peptidoglycan N-acetylmuramic acid deacetylase (EC 3.5.1.-).	carbon utilization	CAZY	Chitin Oligo Cleavage	Carbohydrate Esterases	3	MF
k141_20773986__full-cat_1_12	k141_20773986__full-cat_1							2	MKF
k141_22089165__full-cat_2_2	k141_22089165__full-cat_2							3	MKF
k141_22158078__full-cat_2_3	k141_22158078__full-cat_2	K01886	QARS; glutaminyl-tRNA synthetase [EC:6.1.1.18]	MISC	Information systems		Aminoacyl-tRNA biosynthesis, eukaryotes	3	MKF
k141_22158078__full-cat_2_4	k141_22158078__full-cat_2	M96	Catlytic type: Metallo; N-terminal octapeptide is removed from the Wnt-3a protein, with cleavage occurring at at Leu+Ala bond	Organic Nitrogen	Peptidase		signaling peptidase	3	MF
k141_22346805__full-cat_1_3	k141_22346805__full-cat_1	K01939	adenylosuccinate synthase [EC:6.3.4.4] [RN:R01135]	MISC	Information systems	Nucleotide	Adenine ribonucleotide biosynthesis, IMP => ADP,ATP	2	MF
k141_23299960__full-cat_2_9	k141_23299960__full-cat_2							3	MK
k141_23299960__full-cat_2_12	k141_23299960__full-cat_2							3	MKF
k141_23503919__full-cat_2_5	k141_23503919__full-cat_2	GT2	GT2 cellulose synthase (EC 2.4.1.12); chitin synthase (EC 2.4.1.16); dolichyl-phosphate beta-D-mannosyltransferase (EC 2.4.1.83); dolichyl-phosphate beta-glucosyltransferase (EC 2.4.1.117); N-acetylglucosaminyltransferase (EC 2.4.1.-); N-acetylgalactosaminyltransferase (EC 2.4.1.-); hyaluronan synthase (EC 2.4.1.212); chitin oligosaccharide synthase (EC 2.4.1.-); beta-1,3-glucan synthase (EC 2.4.1.34); beta-1,4-mannan synthase (EC 2.4.1.-); beta-mannosylphosphodecaprenol-mannooligosaccharide alpha-1,6-mannosyltransferase (EC 2.4.1.199); UDP-Galf: rhamnopyranosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,4/1,5-galactofuranosyltransferase (EC 2.4.1.287); UDP-Galf: galactofuranosyl-galactofuranosyl-rhamnosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,5/1,6-galactofuranosyltransferase (EC 2.4.1.288); dTDP-L-Rha: N-acetylglucosaminyl-PP-decaprenol alpha-1,3-L-rhamnosyltransferase (EC 2.4.1.289)	carbon utilization	CAZY		GlycosylTransferases	3	MF
k141_24912531__full-cat_2_3	k141_24912531__full-cat_2	K01520	dUTP pyrophosphatase [EC:3.6.1.23] [RN:R02100]	MISC	Information systems	Nucleotide	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	3	MF
k141_2500152__full-cat_2_2	k141_2500152__full-cat_2	GT27	GT27 polypeptide alpha-N-acetylgalactosaminyltransferase (EC 2.4.1.41)	carbon utilization	CAZY		GlycosylTransferases	3	MKF
k141_2500152__full-cat_2_2	k141_2500152__full-cat_2	GT2	GT2 cellulose synthase (EC 2.4.1.12); chitin synthase (EC 2.4.1.16); dolichyl-phosphate beta-D-mannosyltransferase (EC 2.4.1.83); dolichyl-phosphate beta-glucosyltransferase (EC 2.4.1.117); N-acetylglucosaminyltransferase (EC 2.4.1.-); N-acetylgalactosaminyltransferase (EC 2.4.1.-); hyaluronan synthase (EC 2.4.1.212); chitin oligosaccharide synthase (EC 2.4.1.-); beta-1,3-glucan synthase (EC 2.4.1.34); beta-1,4-mannan synthase (EC 2.4.1.-); beta-mannosylphosphodecaprenol-mannooligosaccharide alpha-1,6-mannosyltransferase (EC 2.4.1.199); UDP-Galf: rhamnopyranosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,4/1,5-galactofuranosyltransferase (EC 2.4.1.287); UDP-Galf: galactofuranosyl-galactofuranosyl-rhamnosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,5/1,6-galactofuranosyltransferase (EC 2.4.1.288); dTDP-L-Rha: N-acetylglucosaminyl-PP-decaprenol alpha-1,3-L-rhamnosyltransferase (EC 2.4.1.289)	carbon utilization	CAZY		GlycosylTransferases	3	MKF
k141_25080221__full-cat_2_3	k141_25080221__full-cat_2							3	MKF
k141_25080221__full-cat_2_4	k141_25080221__full-cat_2							3	MKF
k141_26440796__full-cat_1_10	k141_26440796__full-cat_1							2	MKF
k141_27876548__full-cat_1_10	k141_27876548__full-cat_1	GT4	GT4 sucrose synthase (EC 2.4.1.13); sucrose-phosphate synthase (EC 2.4.1.14); alpha-glucosyltransferase (EC 2.4.1.52); lipopolysaccharide N-acetylglucosaminyltransferase (EC 2.4.1.56); phosphatidylinositol alpha-mannosyltransferase (EC 2.4.1.57); GDP-Man: Man1GlcNAc2-PP-dolichol alpha-1,3-mannosyltransferase (EC 2.4.1.132); GDP-Man: Man3GlcNAc2-PP-dolichol/Man4GlcNAc2-PP-dolichol alpha-1,2-mannosyltransferase (EC 2.4.1.131); digalactosyldiacylglycerol synthase (EC 2.4.1.141); 1,2-diacylglycerol 3-glucosyltransferase (EC 2.4.1.157); diglucosyl diacylglycerol synthase (EC 2.4.1.208); trehalose phosphorylase (EC 2.4.1.231); NDP-Glc: alpha-glucose alpha-glucosyltransferase / alpha,alpha-trehalose synthase (EC 2.4.1.245); GDP-Man: Man2GlcNAc2-PP-dolichol alpha-1,6-mannosyltransferase (EC 2.4.1.257); UDP-GlcNAc: 2-deoxystreptamine alpha-N-acetylglucosaminyltransferase (EC 2.4.1.283); UDP-GlcNAc: ribostamycin alpha-N-acetylglucosaminyltransferase (EC 2.4.1.285); UDP-Gal alpha-galactosyltransferase (EC 2.4.1.-); UDP-Xyl alpha-xylosyltransferase (EC 2.4.2.-); UDP-GlcA alpha-glucuronyltransferase (EC 2.4.1.-); UDP-Glc alpha-glucosyltransferase (EC 2.4.1.-); UDP-GalNAc: GalNAc-PP-Und alpha-1,3-N-acetylgalactosaminyltransferase (EC 2.4.1.306); UDP-GalNAc: N,N'-diacetylbacillosaminyl-PP-Und alpha-1,3-N-acetylgalactosaminyltransferase (EC 2.4.1.290); ADP-dependent alpha-maltose-1-phosphate synthase (2.4.1.342)	carbon utilization	CAZY		GlycosylTransferases	2	MKF
k141_27876548__full-cat_1_11	k141_27876548__full-cat_1							2	MKF
k141_27911154__full-cat_2_3	k141_27911154__full-cat_2	K01996	livF; branched-chain amino acid transport system ATP-binding protein	Transporters			Branched-chain amino acid transport system	3	MF
k141_27911154__full-cat_2_3	k141_27911154__full-cat_2	K01996	livF; branched-chain amino acid transport system ATP-binding protein	Transporters			Branched-chain amino acid transport system	3	MF
k141_27974452__full-cat_2_14	k141_27974452__full-cat_2	K00558	DNA (cytosine-5-)-methyltransferase [EC:2.1.1.37] [RN:R04858]	Organic Nitrogen	Amino Acid		Methionine degradation	3	MF
k141_29497345__full-cat_2_2	k141_29497345__full-cat_2	K02945	small subunit ribosomal protein S1	MISC	Information systems		Ribosome, bacteria	3	MF
k141_29620699__full-cat_2_10	k141_29620699__full-cat_2							3	MK
k141_29786472__full-cat_2_2	k141_29786472__full-cat_2							3	MKF
k141_31110365__full-cat_2_9	k141_31110365__full-cat_2	GH16	GH16 xyloglucan:xyloglucosyltransferase (EC 2.4.1.207); keratan-sulfate endo-1,4-beta-galactosidase (EC 3.2.1.103); endo-1,3-beta-glucanase / laminarinase (EC 3.2.1.39); endo-1,3(4)-beta-glucanase (EC 3.2.1.6); licheninase (EC 3.2.1.73); beta-agarase (EC 3.2.1.81); kappa;-carrageenase (EC 3.2.1.83); xyloglucanase (EC 3.2.1.151); endo-beta-1,3-galactanase (EC 3.2.1.181); [retaining] beta-porphyranase (EC 3.2.1.178); hyaluronidase (EC 3.2.1.35); endo-beta-1,4-galactosidase (EC 3.2.1.-); chitin beta-1,6-glucanosyltransferase (EC 2.4.1.-); beta-transglycosidase (EC 2.4.1.-); beta-glycosidase (EC 3.2.1.-); endo-beta-1,3-galactanase (EC 3.2.1.181)	carbon utilization	CAZY	Amorphous Cellulose Oligo Cleavage, Xyloglucan Backbone Cleavage (Hemicellulose), Mixed-Linkage glucans Backbone Cleavage (Hemicellulose), Mixed-Linkage glucans Oligo Cleavage (Hemicellulose), Sulf-Polysachharides Backbone Cleavage	Glycoside Hydrolases	3	MF
k141_31301249__full-cat_1_13	k141_31301249__full-cat_1	K00762	orotate phosphoribosyltransferase [EC:2.4.2.10] [RN:R01870]	MISC	Information systems	Nucleotide	Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP	2	MK
k141_31301249__full-cat_1_22	k141_31301249__full-cat_1							2	MK
k141_31301249__full-cat_1_35	k141_31301249__full-cat_1							2	MK
k141_31407565__full-cat_2_4	k141_31407565__full-cat_2							3	MKF
k141_31407565__full-cat_2_5	k141_31407565__full-cat_2							3	MKF
k141_31407565__full-cat_2_7	k141_31407565__full-cat_2							3	MKF
k141_32603880__full-cat_2_3	k141_32603880__full-cat_2							3	MKF
k141_32603880__full-cat_2_6	k141_32603880__full-cat_2							3	MKF
k141_34310163__full-cat_2_4	k141_34310163__full-cat_2	K01494	dCTP deaminase [EC:3.5.4.13] [RN:R02325]	MISC	Information systems	Nucleotide	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	3	MF
k141_34310378__full-cat_2_5	k141_34310378__full-cat_2							3	MKTF
k141_34349335__full-cat_2_6	k141_34349335__full-cat_2	PL31	PL31 endo-beta-1,4-glucuronan lyase (EC 4.2.2.14)	carbon utilization	CAZY		Polysaccharide Lyases	3	MF
k141_35709698__full-cat_2_7	k141_35709698__full-cat_2	GT4	GT4 sucrose synthase (EC 2.4.1.13); sucrose-phosphate synthase (EC 2.4.1.14); alpha-glucosyltransferase (EC 2.4.1.52); lipopolysaccharide N-acetylglucosaminyltransferase (EC 2.4.1.56); phosphatidylinositol alpha-mannosyltransferase (EC 2.4.1.57); GDP-Man: Man1GlcNAc2-PP-dolichol alpha-1,3-mannosyltransferase (EC 2.4.1.132); GDP-Man: Man3GlcNAc2-PP-dolichol/Man4GlcNAc2-PP-dolichol alpha-1,2-mannosyltransferase (EC 2.4.1.131); digalactosyldiacylglycerol synthase (EC 2.4.1.141); 1,2-diacylglycerol 3-glucosyltransferase (EC 2.4.1.157); diglucosyl diacylglycerol synthase (EC 2.4.1.208); trehalose phosphorylase (EC 2.4.1.231); NDP-Glc: alpha-glucose alpha-glucosyltransferase / alpha,alpha-trehalose synthase (EC 2.4.1.245); GDP-Man: Man2GlcNAc2-PP-dolichol alpha-1,6-mannosyltransferase (EC 2.4.1.257); UDP-GlcNAc: 2-deoxystreptamine alpha-N-acetylglucosaminyltransferase (EC 2.4.1.283); UDP-GlcNAc: ribostamycin alpha-N-acetylglucosaminyltransferase (EC 2.4.1.285); UDP-Gal alpha-galactosyltransferase (EC 2.4.1.-); UDP-Xyl alpha-xylosyltransferase (EC 2.4.2.-); UDP-GlcA alpha-glucuronyltransferase (EC 2.4.1.-); UDP-Glc alpha-glucosyltransferase (EC 2.4.1.-); UDP-GalNAc: GalNAc-PP-Und alpha-1,3-N-acetylgalactosaminyltransferase (EC 2.4.1.306); UDP-GalNAc: N,N'-diacetylbacillosaminyl-PP-Und alpha-1,3-N-acetylgalactosaminyltransferase (EC 2.4.1.290); ADP-dependent alpha-maltose-1-phosphate synthase (2.4.1.342)	carbon utilization	CAZY		GlycosylTransferases	3	MKF
k141_36022614__full-cat_2_2	k141_36022614__full-cat_2	GT1	GT1 UDP-glucuronosyltransferase (EC 2.4.1.17); zeatin O-beta-xylosyltransferase (EC 2.4.2.40); 2-hydroxyacylsphingosine 1-beta-galactosyltransferase (EC 2.4.1.45); N-acylsphingosine galactosyltransferase (EC 2.4.1.47); flavonol 3-O-glucosyltransferase (EC 2.4.1.91); anthocyanidin 3-O-glucosyltransferase (EC 2.4.1.115); sinapate 1-glucosyltransferase (EC 2.4.1.120); indole-3-acetate beta-glucosyltransferase (EC 2.4.1.121); flavonol L-rhamnosyltransferase (EC 2.4.1.159); sterol glucosyltransferase (EC 2.4.1.173); UDP-Glc: 4-hydroxybenzoate 4-O-beta-glucosyltransferase (EC 2.4.1.194); zeatin O-beta-glucosyltransferase (EC 2.4.1.203); limonoid glucosyltransferase (EC 2.4.1.210); UDP-GlcA: baicalein 7-O-beta-glucuronosyltransferase (EC 2.4.1.253); UDP-Glc: chalcone 4‚àö¬¢‚Äö√á¬®¬¨‚â§-O-beta-glucosyltransferase (EC 2.4.1.286); ecdysteroid UDP-glucosyltransferase (EC 2.4.1.-); salicylic acid beta-glucosyltransferase (EC 2.4.1.-); anthocyanin 3-O-galactosyltransferase (EC 2.4.1.-); anthocyanin 5-O-glucosyltransferase (EC 2.4.1.-); dTDP-beta-2-deoxy-L-fucose: alpha-L-2-deoxyfucosyltransferase (EC 2.4.1.-); UDP-beta-L-rhamnose: alpha-L-rhamnosyltransferase (EC 2.4.1.-); zeaxanthin glucosyltransferase (EC 2.4.1.-); flavone 8-C-glycosyltransferase	carbon utilization	CAZY		GlycosylTransferases	3	MF
k141_3628590__full-cat_2_10	k141_3628590__full-cat_2							2	MK
k141_3985508__full-cat_2_11	k141_3985508__full-cat_2							3	MK
k141_4041027__full-cat_2_4	k141_4041027__full-cat_2	K01733	threonine synthase [EC:4.2.3.1] [RN:R01466]	Organic Nitrogen	Amino Acid		Threonine biosynthesis, aspartate => homoserine => threonine	3	MKF
k141_4121020__full-cat_2_4	k141_4121020__full-cat_2	K01733	threonine synthase [EC:4.2.3.1] [RN:R01466]	Organic Nitrogen	Amino Acid		Threonine biosynthesis, aspartate => homoserine => threonine	3	MKF
k141_5150367__full-cat_2_8	k141_5150367__full-cat_2							3	MKF
k141_5150367__full-cat_2_12	k141_5150367__full-cat_2							3	MKF
k141_5150367__full-cat_2_13	k141_5150367__full-cat_2							3	MKF
k141_5210944__full-cat_2_12	k141_5210944__full-cat_2	GT11	GT11 GDP-L-Fuc: galactoside alpha-1,2-L-fucosyltransferase (EC 2.4.1.69); GDP-L-Fuc: beta-LacNac alpha-1,3-L-fucosyltransferase (EC 2.4.1.-)	carbon utilization	CAZY		GlycosylTransferases	3	M
