gene	scaffold	gene_id	gene_description	category	header	subheader	module	auxiliary_score	amg_flags
k141_109245__full-cat_1_11	k141_109245__full-cat_1	GT5	GT5 UDP-Glc: glycogen glucosyltransferase (EC 2.4.1.11); ADP-Glc: starch glucosyltransferase (EC 2.4.1.21); NDP-Glc: starch glucosyltransferase (EC 2.4.1.242); UDP-Glc: alpha-1,3-glucan synthase (EC 2.4.1.183) UDP-Glc: alpha-1,4-glucan synthase (EC 2.4.1.-)	carbon utilization	CAZY		GlycosylTransferases	2	MKF
k141_1101262__full-cat_2_6	k141_1101262__full-cat_2							3	MKTF
k141_1101262__full-cat_2_13	k141_1101262__full-cat_2							3	MKTF
k141_1118246__full-cat_1_7	k141_1118246__full-cat_1							2	MKE
k141_1125415__full-cat_2_2	k141_1125415__full-cat_2							3	MKF
k141_1125415__full-cat_2_4	k141_1125415__full-cat_2	GT2	GT2 cellulose synthase (EC 2.4.1.12); chitin synthase (EC 2.4.1.16); dolichyl-phosphate beta-D-mannosyltransferase (EC 2.4.1.83); dolichyl-phosphate beta-glucosyltransferase (EC 2.4.1.117); N-acetylglucosaminyltransferase (EC 2.4.1.-); N-acetylgalactosaminyltransferase (EC 2.4.1.-); hyaluronan synthase (EC 2.4.1.212); chitin oligosaccharide synthase (EC 2.4.1.-); beta-1,3-glucan synthase (EC 2.4.1.34); beta-1,4-mannan synthase (EC 2.4.1.-); beta-mannosylphosphodecaprenol-mannooligosaccharide alpha-1,6-mannosyltransferase (EC 2.4.1.199); UDP-Galf: rhamnopyranosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,4/1,5-galactofuranosyltransferase (EC 2.4.1.287); UDP-Galf: galactofuranosyl-galactofuranosyl-rhamnosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,5/1,6-galactofuranosyltransferase (EC 2.4.1.288); dTDP-L-Rha: N-acetylglucosaminyl-PP-decaprenol alpha-1,3-L-rhamnosyltransferase (EC 2.4.1.289)	carbon utilization	CAZY		GlycosylTransferases	3	MF
k141_1125415__full-cat_2_7	k141_1125415__full-cat_2	GT4	GT4 sucrose synthase (EC 2.4.1.13); sucrose-phosphate synthase (EC 2.4.1.14); alpha-glucosyltransferase (EC 2.4.1.52); lipopolysaccharide N-acetylglucosaminyltransferase (EC 2.4.1.56); phosphatidylinositol alpha-mannosyltransferase (EC 2.4.1.57); GDP-Man: Man1GlcNAc2-PP-dolichol alpha-1,3-mannosyltransferase (EC 2.4.1.132); GDP-Man: Man3GlcNAc2-PP-dolichol/Man4GlcNAc2-PP-dolichol alpha-1,2-mannosyltransferase (EC 2.4.1.131); digalactosyldiacylglycerol synthase (EC 2.4.1.141); 1,2-diacylglycerol 3-glucosyltransferase (EC 2.4.1.157); diglucosyl diacylglycerol synthase (EC 2.4.1.208); trehalose phosphorylase (EC 2.4.1.231); NDP-Glc: alpha-glucose alpha-glucosyltransferase / alpha,alpha-trehalose synthase (EC 2.4.1.245); GDP-Man: Man2GlcNAc2-PP-dolichol alpha-1,6-mannosyltransferase (EC 2.4.1.257); UDP-GlcNAc: 2-deoxystreptamine alpha-N-acetylglucosaminyltransferase (EC 2.4.1.283); UDP-GlcNAc: ribostamycin alpha-N-acetylglucosaminyltransferase (EC 2.4.1.285); UDP-Gal alpha-galactosyltransferase (EC 2.4.1.-); UDP-Xyl alpha-xylosyltransferase (EC 2.4.2.-); UDP-GlcA alpha-glucuronyltransferase (EC 2.4.1.-); UDP-Glc alpha-glucosyltransferase (EC 2.4.1.-); UDP-GalNAc: GalNAc-PP-Und alpha-1,3-N-acetylgalactosaminyltransferase (EC 2.4.1.306); UDP-GalNAc: N,N'-diacetylbacillosaminyl-PP-Und alpha-1,3-N-acetylgalactosaminyltransferase (EC 2.4.1.290); ADP-dependent alpha-maltose-1-phosphate synthase (2.4.1.342)	carbon utilization	CAZY		GlycosylTransferases	3	MKF
k141_1134543__full-cat_2_12	k141_1134543__full-cat_2							3	MKF
k141_1168325__full-cat_2_13	k141_1168325__full-cat_2	K01754	threonine dehydratase [EC:4.3.1.19] [RN:R00996]	Organic Nitrogen	Amino Acid		Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine	1	MKT
k141_1195552__full-cat_2_4	k141_1195552__full-cat_2							3	MKF
k141_1243610__full-cat_1_12	k141_1243610__full-cat_1	PL1	PL1 pectate lyase (EC 4.2.2.2); exo-pectate lyase (EC 4.2.2.9); pectin lyase (EC 4.2.2.10).	carbon utilization	CAZY	Pectin Backbone Cleavage	Polysaccharide Lyases	1	M
k141_12883__full-cat_2_8	k141_12883__full-cat_2	K02040	pstS; phosphate transport system substrate-binding protein	Transporters			Phosphate transport system	1	MKE
k141_1308412__full-cat_2_6	k141_1308412__full-cat_2	GH87	GH87 mycodextranase (EC 3.2.1.61); alpha-1,3-glucanase (EC 3.2.1.59)	carbon utilization	CAZY		Glycoside Hydrolases	3	MF
k141_1327315__full-cat_1_39	k141_1327315__full-cat_1	PL1	PL1 pectate lyase (EC 4.2.2.2); exo-pectate lyase (EC 4.2.2.9); pectin lyase (EC 4.2.2.10).	carbon utilization	CAZY	Pectin Backbone Cleavage	Polysaccharide Lyases	1	M
k141_1327315__full-cat_1_83	k141_1327315__full-cat_1	K01939	adenylosuccinate synthase [EC:6.3.4.4] [RN:R01135]	MISC	Information systems	Nucleotide	Adenine ribonucleotide biosynthesis, IMP => ADP,ATP	2	M
k141_1327315__full-cat_1_91	k141_1327315__full-cat_1							2	MK
k141_1426496__full-cat_1_9	k141_1426496__full-cat_1							2	MK
k141_1441503__full-cat_2_5	k141_1441503__full-cat_2							3	MKTF
k141_1441503__full-cat_2_6	k141_1441503__full-cat_2	K00441	coenzyme F420 hydrogenase subunit beta [EC:1.12.98.1]	Energy	Hydrogenases		hydrogenase	3	MTF
k141_1457349__full-cat_1_2	k141_1457349__full-cat_1	C82A	Catlytic type: Cysteine; hydrolyse the L-Lys(3)-D-Ala(4) bonds of bacterial cell wall components; protein showed cell-wall cross-linking activity	Organic Nitrogen	Peptidase		Hydrolase (and transfer) bacterial cell wall peptides	2	MF
k141_1475713__full-cat_2_5	k141_1475713__full-cat_2							3	MKF
k141_1517493__full-cat_2_4	k141_1517493__full-cat_2	K00558	DNA (cytosine-5-)-methyltransferase [EC:2.1.1.37] [RN:R04858]	Organic Nitrogen	Amino Acid		Methionine degradation	3	MF
k141_1572373__0_partial-cat_1_6	k141_1572373__0_partial-cat_1	K01784	GALE; UDP-Glc -> UDP-Gal [EC:5.1.3.2]	MISC	Information systems	Nucleotide	Nucleotide sugar biosynthesis, eukaryotes	1	MK
k141_1572373__0_partial-cat_1_6	k141_1572373__0_partial-cat_1	K01784	UDP-glucose 4-epimerase [EC:5.1.3.2] [RN:R00291]	carbon utilization	central carbon	glycolysis	Galactose degradation, Leloir pathway, galactose => alpha-D-glucose-1P	1	MK
k141_1572373__0_partial-cat_1_6	k141_1572373__0_partial-cat_1	K01784	UDP-glucose 4-epimerase	carbon utilization (Woodcroft)	sugar utilization (woodcroft)	galactose degradation	Galactose metabolism	1	MK
k141_1657006__full-cat_1_39	k141_1657006__full-cat_1							2	MK
k141_1739770__full-cat_1_13	k141_1739770__full-cat_1	K00558	DNA (cytosine-5-)-methyltransferase [EC:2.1.1.37] [RN:R04858]	Organic Nitrogen	Amino Acid		Methionine degradation	2	MF
k141_1760963__full-cat_2_3	k141_1760963__full-cat_2							3	MKF
k141_1765918__full-cat_1_3	k141_1765918__full-cat_1	K01610	phosphoenolpyruvate carboxykinase [EC:4.1.1.32 4.1.1.49] [RN:R00431 R00726 R00341]	carbon utilization	central carbon	glycolysis	Gluconeogenesis, oxaloacetate => fructose-6P	2	MKF
k141_1770553__full-cat_2_4	k141_1770553__full-cat_2	GH158	GH158 endo-beta-1,3-glucanase (EC 3.2.1.39)	carbon utilization	CAZY	Mixed-Linkage glucans Backbone Cleavage (Hemicellulose)	Glycoside Hydrolases	2	MF
k141_1770553__full-cat_2_22	k141_1770553__full-cat_2	GT27	GT27 polypeptide alpha-N-acetylgalactosaminyltransferase (EC 2.4.1.41)	carbon utilization	CAZY		GlycosylTransferases	2	M
k141_1770553__full-cat_2_22	k141_1770553__full-cat_2	GT2	GT2 cellulose synthase (EC 2.4.1.12); chitin synthase (EC 2.4.1.16); dolichyl-phosphate beta-D-mannosyltransferase (EC 2.4.1.83); dolichyl-phosphate beta-glucosyltransferase (EC 2.4.1.117); N-acetylglucosaminyltransferase (EC 2.4.1.-); N-acetylgalactosaminyltransferase (EC 2.4.1.-); hyaluronan synthase (EC 2.4.1.212); chitin oligosaccharide synthase (EC 2.4.1.-); beta-1,3-glucan synthase (EC 2.4.1.34); beta-1,4-mannan synthase (EC 2.4.1.-); beta-mannosylphosphodecaprenol-mannooligosaccharide alpha-1,6-mannosyltransferase (EC 2.4.1.199); UDP-Galf: rhamnopyranosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,4/1,5-galactofuranosyltransferase (EC 2.4.1.287); UDP-Galf: galactofuranosyl-galactofuranosyl-rhamnosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,5/1,6-galactofuranosyltransferase (EC 2.4.1.288); dTDP-L-Rha: N-acetylglucosaminyl-PP-decaprenol alpha-1,3-L-rhamnosyltransferase (EC 2.4.1.289)	carbon utilization	CAZY		GlycosylTransferases	2	M
k141_1770553__full-cat_2_24	k141_1770553__full-cat_2							2	MK
k141_1770553__full-cat_2_25	k141_1770553__full-cat_2							2	MK
k141_1770553__full-cat_2_27	k141_1770553__full-cat_2	GT2	GT2 cellulose synthase (EC 2.4.1.12); chitin synthase (EC 2.4.1.16); dolichyl-phosphate beta-D-mannosyltransferase (EC 2.4.1.83); dolichyl-phosphate beta-glucosyltransferase (EC 2.4.1.117); N-acetylglucosaminyltransferase (EC 2.4.1.-); N-acetylgalactosaminyltransferase (EC 2.4.1.-); hyaluronan synthase (EC 2.4.1.212); chitin oligosaccharide synthase (EC 2.4.1.-); beta-1,3-glucan synthase (EC 2.4.1.34); beta-1,4-mannan synthase (EC 2.4.1.-); beta-mannosylphosphodecaprenol-mannooligosaccharide alpha-1,6-mannosyltransferase (EC 2.4.1.199); UDP-Galf: rhamnopyranosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,4/1,5-galactofuranosyltransferase (EC 2.4.1.287); UDP-Galf: galactofuranosyl-galactofuranosyl-rhamnosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,5/1,6-galactofuranosyltransferase (EC 2.4.1.288); dTDP-L-Rha: N-acetylglucosaminyl-PP-decaprenol alpha-1,3-L-rhamnosyltransferase (EC 2.4.1.289)	carbon utilization	CAZY		GlycosylTransferases	2	M
k141_1770553__full-cat_2_29	k141_1770553__full-cat_2	GT4	GT4 sucrose synthase (EC 2.4.1.13); sucrose-phosphate synthase (EC 2.4.1.14); alpha-glucosyltransferase (EC 2.4.1.52); lipopolysaccharide N-acetylglucosaminyltransferase (EC 2.4.1.56); phosphatidylinositol alpha-mannosyltransferase (EC 2.4.1.57); GDP-Man: Man1GlcNAc2-PP-dolichol alpha-1,3-mannosyltransferase (EC 2.4.1.132); GDP-Man: Man3GlcNAc2-PP-dolichol/Man4GlcNAc2-PP-dolichol alpha-1,2-mannosyltransferase (EC 2.4.1.131); digalactosyldiacylglycerol synthase (EC 2.4.1.141); 1,2-diacylglycerol 3-glucosyltransferase (EC 2.4.1.157); diglucosyl diacylglycerol synthase (EC 2.4.1.208); trehalose phosphorylase (EC 2.4.1.231); NDP-Glc: alpha-glucose alpha-glucosyltransferase / alpha,alpha-trehalose synthase (EC 2.4.1.245); GDP-Man: Man2GlcNAc2-PP-dolichol alpha-1,6-mannosyltransferase (EC 2.4.1.257); UDP-GlcNAc: 2-deoxystreptamine alpha-N-acetylglucosaminyltransferase (EC 2.4.1.283); UDP-GlcNAc: ribostamycin alpha-N-acetylglucosaminyltransferase (EC 2.4.1.285); UDP-Gal alpha-galactosyltransferase (EC 2.4.1.-); UDP-Xyl alpha-xylosyltransferase (EC 2.4.2.-); UDP-GlcA alpha-glucuronyltransferase (EC 2.4.1.-); UDP-Glc alpha-glucosyltransferase (EC 2.4.1.-); UDP-GalNAc: GalNAc-PP-Und alpha-1,3-N-acetylgalactosaminyltransferase (EC 2.4.1.306); UDP-GalNAc: N,N'-diacetylbacillosaminyl-PP-Und alpha-1,3-N-acetylgalactosaminyltransferase (EC 2.4.1.290); ADP-dependent alpha-maltose-1-phosphate synthase (2.4.1.342)	carbon utilization	CAZY		GlycosylTransferases	2	MK
k141_1770553__full-cat_2_29	k141_1770553__full-cat_2	GT5	GT5 UDP-Glc: glycogen glucosyltransferase (EC 2.4.1.11); ADP-Glc: starch glucosyltransferase (EC 2.4.1.21); NDP-Glc: starch glucosyltransferase (EC 2.4.1.242); UDP-Glc: alpha-1,3-glucan synthase (EC 2.4.1.183) UDP-Glc: alpha-1,4-glucan synthase (EC 2.4.1.-)	carbon utilization	CAZY		GlycosylTransferases	2	MK
k141_1770553__full-cat_2_32	k141_1770553__full-cat_2							2	MK
k141_1770553__full-cat_2_33	k141_1770553__full-cat_2	GT26	GT26 UDP-ManNAcA: beta-N-acetyl mannosaminuronyltransferase (EC 2.4.1.-); UDP-ManNAc: beta-N-acetyl-mannosaminyltransferase (EC 2.4.1.-); UDP-Glc: beta-1,4-glucosyltransferase (EC 2.4.1.-); beta-1,4-galactosyltransferase (EC 2.4.1.-)	carbon utilization	CAZY		GlycosylTransferases	2	M
k141_1886979__full-cat_2_3	k141_1886979__full-cat_2	K01992	ABC-2.P; ABC-2 type transport system permease protein	Transporters			ABC-2 type transport system	3	MF
k141_1902370__full-cat_2_9	k141_1902370__full-cat_2	M36	Catlytic type: Metallo; hydrolyses laminins, elastin and collagen, with a preference for cleavage on the amino side of hydrophobic residues with bulky side-chains; a member is funalysin	Organic Nitrogen	Peptidase		Endopeptidases	3	MF
k141_19124__full-cat_1_13	k141_19124__full-cat_1	K01738	cysteine synthase [EC:2.5.1.47] [RN:R00897]	Organic Nitrogen	Amino Acid		Cysteine biosynthesis, serine => cysteine	2	MK
k141_19124__full-cat_1_20	k141_19124__full-cat_1	K01057	6-phosphogluconolactonase [EC:3.1.1.31] [RN:R02035]	carbon utilization	central carbon	pentose pathway	Pentose phosphate pathway (Pentose phosphate cycle)	2	MK
k141_19124__full-cat_1_20	k141_19124__full-cat_1	K01057	6-phosphogluconolactonase [EC:3.1.1.31] [RN:R02035]	carbon utilization	central carbon	pentose pathway	Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P	2	MK
k141_19124__full-cat_1_20	k141_19124__full-cat_1	K01057	6-phosphogluconolactonase [EC:3.1.1.31] [RN:R02035]	carbon utilization	central carbon	glycolysis	Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate	2	MK
k141_19124__full-cat_1_31	k141_19124__full-cat_1	K01520	dUTP pyrophosphatase [EC:3.6.1.23] [RN:R02100]	MISC	Information systems	Nucleotide	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	2	MF
k141_1935672__full-cat_2_17	k141_1935672__full-cat_2	K02004	ABC.CD.P;	Transporters			Putative ABC transport system	3	MF
k141_193922__full-cat_2_9	k141_193922__full-cat_2	CE6	CE6 acetyl xylan esterase (EC 3.1.1.72).	carbon utilization	CAZY		Carbohydrate Esterases	3	M
k141_1952480__full-cat_2_2	k141_1952480__full-cat_2	K09690	ABC-2.LPSE.P; lipopolysaccharide transport system permease protein	Transporters			Lipopolysaccharide transport system	3	MF
k141_1952480__full-cat_2_3	k141_1952480__full-cat_2	K09691	ABC-2.LPSE.A; lipopolysaccharide transport system ATP-binding protein	Transporters			Lipopolysaccharide transport system	3	MF
k141_1953879__full-cat_2_4	k141_1953879__full-cat_2	K00134	glyceraldehyde 3-phosphate dehydrogenase [EC:1.2.1.12 1.2.1.59] [RN:R01061 R01063]	carbon utilization	central carbon	glycolysis	Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate	3	MKF
k141_1953879__full-cat_2_4	k141_1953879__full-cat_2	K00134	glyceraldehyde 3-phosphate dehydrogenase [EC:1.2.1.12 1.2.1.59] [RN:R01061 R01063]	carbon utilization	central carbon	glycolysis	Glycolysis, core module involving three-carbon compounds	3	MKF
k141_1953879__full-cat_2_4	k141_1953879__full-cat_2	K00134	glyceraldehyde 3-phosphate dehydrogenase [EC:1.2.1.12 1.2.1.59] [RN:R01061 R01063]	carbon utilization	central carbon	glycolysis	Gluconeogenesis, oxaloacetate => fructose-6P	3	MKF
k141_1953879__full-cat_2_4	k141_1953879__full-cat_2	K00134	glyceraldehyde 3-phosphate dehydrogenase [EC:1.2.1.12] [RN:R01061]	carbon utilization	central carbon	glycolysis	Semi-phosphorylative Entner-Doudoroff pathway, gluconate => glycerate-3P	3	MKF
k141_1953879__full-cat_2_4	k141_1953879__full-cat_2	K00134	glyceraldehyde 3-phosphate dehydrogenase [EC:1.2.1.12] [RN:R01061]	carbon utilization	central carbon	glycolysis	D-galactonate degradation, De Ley-Doudoroff pathway, D-galactonate => glycerate-3P	3	MKF
k141_1953879__full-cat_2_4	k141_1953879__full-cat_2	K00134	glyceraldehyde-3-phosphate dehydrogenase (phosphorylating) [EC:1.2.1.13 1.2.1.59 1.2.1.12] [RN:R01061 R01063]	Energy	C1		Reductive pentose phosphate cycle (Calvin cycle)	3	MKF
k141_1953879__full-cat_2_4	k141_1953879__full-cat_2	K00134	glyceraldehyde-3-phosphate dehydrogenase (phosphorylating) [EC:1.2.1.13 1.2.1.59 1.2.1.12] [RN:R01061 R01063]	Energy	C1		Reductive pentose phosphate cycle, ribulose-5P => glyceraldehyde-3P	3	MKF
k141_1957448__full-cat_2_7	k141_1957448__full-cat_2	GT2	GT2 cellulose synthase (EC 2.4.1.12); chitin synthase (EC 2.4.1.16); dolichyl-phosphate beta-D-mannosyltransferase (EC 2.4.1.83); dolichyl-phosphate beta-glucosyltransferase (EC 2.4.1.117); N-acetylglucosaminyltransferase (EC 2.4.1.-); N-acetylgalactosaminyltransferase (EC 2.4.1.-); hyaluronan synthase (EC 2.4.1.212); chitin oligosaccharide synthase (EC 2.4.1.-); beta-1,3-glucan synthase (EC 2.4.1.34); beta-1,4-mannan synthase (EC 2.4.1.-); beta-mannosylphosphodecaprenol-mannooligosaccharide alpha-1,6-mannosyltransferase (EC 2.4.1.199); UDP-Galf: rhamnopyranosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,4/1,5-galactofuranosyltransferase (EC 2.4.1.287); UDP-Galf: galactofuranosyl-galactofuranosyl-rhamnosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,5/1,6-galactofuranosyltransferase (EC 2.4.1.288); dTDP-L-Rha: N-acetylglucosaminyl-PP-decaprenol alpha-1,3-L-rhamnosyltransferase (EC 2.4.1.289)	carbon utilization	CAZY		GlycosylTransferases	3	MF
k141_1965191__full-cat_2_6	k141_1965191__full-cat_2							3	MKF
k141_2019822__full-cat_2_6	k141_2019822__full-cat_2	CBM32	CBM32 Binding to galactose and lactose has been demonstrated for the module of Micromonospora viridifaciens sialidase (PMID: 16239725). Binding to polygalacturonic acid has been shown for a Yersinia member (PMID: 17292916). Binding to LacNAc (beta-D-galactosyl-1,4-beta-D-N-acetylglucosamine) has been shown for an N-acetylglucosaminidase from Clostridium perfingens (PMID: 16990278).	carbon utilization	CAZY		Carbohydrate-Binding Modules	3	MF
k141_2038333__full-cat_2_12	k141_2038333__full-cat_2							3	MK
k141_2038333__full-cat_2_13	k141_2038333__full-cat_2	A31	Catlytic type: Aspartate; HycI endopeptidase releases a 32-residue C-terminal peptide by cleavage of an -Arg-Met- bond;HybD cleaves following the equivalent -His-Met- bond in hydrogenase 2, removing 15 residues; HycI and HybD are in the processing of the precursors of bacterial hydrogenases to their active forms	Organic Nitrogen	Peptidase		Endopeptidases	3	M
k141_2038333__full-cat_2_21	k141_2038333__full-cat_2							3	MK
k141_2066096__full-cat_2_2	k141_2066096__full-cat_2							3	MKF
k141_2076393__full-cat_2_13	k141_2076393__full-cat_2	PL31	PL31 endo-beta-1,4-glucuronan lyase (EC 4.2.2.14)	carbon utilization	CAZY		Polysaccharide Lyases	3	M
k141_2076393__full-cat_2_13	k141_2076393__full-cat_2	CBM32	CBM32 Binding to galactose and lactose has been demonstrated for the module of Micromonospora viridifaciens sialidase (PMID: 16239725). Binding to polygalacturonic acid has been shown for a Yersinia member (PMID: 17292916). Binding to LacNAc (beta-D-galactosyl-1,4-beta-D-N-acetylglucosamine) has been shown for an N-acetylglucosaminidase from Clostridium perfingens (PMID: 16990278).	carbon utilization	CAZY		Carbohydrate-Binding Modules	3	M
k141_2076393__full-cat_2_16	k141_2076393__full-cat_2	M26	Catlytic type: Metallo; cleaves the heavy chain of human IgA1 at the Pro227-Thr228 bond; tightly associated with the bacterial cell surface	Organic Nitrogen	Peptidase		Endopeptidases	3	M
k141_2102303__full-cat_1_55	k141_2102303__full-cat_1	U69	Self-processing occurs at the Ser846|+|Ala bond.	Organic Nitrogen	Peptidase		Self-processing peptidases	1	M
k141_2108948__full-cat_2_4	k141_2108948__full-cat_2	M19	Catlytic type: Metallo; cleaves dipeptides and beta-lactams; cleaves dipeptides with D-amino acids in the P1 position; often membrane localized	Organic Nitrogen	Peptidase		Dipeptidases	3	MF
k141_2123491__full-cat_2_2	k141_2123491__full-cat_2							3	MKF
k141_2161266__full-cat_2_4	k141_2161266__full-cat_2							3	MKF
k141_2163823__full-cat_1_10	k141_2163823__full-cat_1	K00036	glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49 1.1.1.363 1.1.1.388] [RN:R02736 R10907]	carbon utilization	central carbon	pentose pathway	Pentose phosphate pathway (Pentose phosphate cycle)	2	MKEF
k141_2163823__full-cat_1_10	k141_2163823__full-cat_1	K00036	glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49 1.1.1.363 1.1.1.388] [RN:R02736 R10907]	carbon utilization	central carbon	pentose pathway	Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P	2	MKEF
k141_2163823__full-cat_1_10	k141_2163823__full-cat_1	K00036	glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49 1.1.1.363] [RN:R02736 R10907]	carbon utilization	central carbon	glycolysis	Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate	2	MKEF
k141_2163823__full-cat_1_11	k141_2163823__full-cat_1	K01057	6-phosphogluconolactonase [EC:3.1.1.31] [RN:R02035]	carbon utilization	central carbon	pentose pathway	Pentose phosphate pathway (Pentose phosphate cycle)	2	MKF
