	VIRSorter category	Circular	Prophage	Gene count	Strand switches	potential AMG count	Transposase present	Possible Non-Viral Contig	Viral hypothetical genes	Viral genes with unknown function	Viral genes with host benefits	Viral replication genes	Viral structure genes	Viral genes with viral benefits
k141_11457016__full-cat_1	1	False	False	29	4	0	False	0.0	27	1.0	0.0	1.0	0.0	0.0
k141_11463645__full-cat_1	1	False	False	17	0	0	False	0.0	9	5.0	0.0	1.0	2.0	0.0
k141_11463859__full-cat_2	2	False	False	10	3	0	False	0.0	10	0.0	0.0	0.0	0.0	0.0
k141_11466473__full-cat_2	2	False	False	5	3	0	False	0.2	4	0.0	1.0	0.0	0.0	0.0
k141_11475778__full-cat_2	2	False	False	4	1	0	False	0.0	4	0.0	0.0	0.0	0.0	0.0
k141_11483639__full-cat_2	2	False	False	4	2	0	False	0.0	4	0.0	0.0	0.0	0.0	0.0
k141_11485036__full-cat_2	2	False	False	7	0	1	False	0.0	6	1.0	0.0	0.0	0.0	0.0
k141_11495381__full-cat_2	2	False	False	5	2	0	False	0.0	4	1.0	0.0	0.0	0.0	0.0
k141_11495837__full-cat_2	2	False	False	6	2	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
k141_11496972__full-cat_2	2	False	False	6	3	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
k141_11499308__full-cat_2	2	False	False	4	0	0	False	0.25	2	1.0	1.0	0.0	0.0	0.0
k141_11520951__full-cat_2	2	False	False	13	5	0	False	0.0	12	0.0	1.0	0.0	0.0	0.0
k141_11522443__full-cat_2	2	False	False	7	2	0	False	0.0	7	0.0	0.0	0.0	0.0	0.0
k141_11525280__full-cat_2	2	False	False	11	4	1	False	0.0	10	1.0	0.0	0.0	0.0	0.0
k141_11525980__full-cat_1	1	False	False	5	0	0	False	0.0	3	0.0	1.0	1.0	0.0	0.0
k141_11537947__full-cat_2	2	False	False	4	2	0	False	0.0	4	0.0	0.0	0.0	0.0	0.0
k141_12692867__full-cat_2	2	False	False	6	2	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
k141_12693572__full-cat_1	1	False	False	13	0	0	False	0.0	12	0.0	1.0	0.0	0.0	0.0
k141_12698191__full-cat_2	2	False	False	6	1	0	False	0.16666666666666666	5	0.0	1.0	0.0	0.0	0.0
k141_12704376__full-cat_2	2	False	False	4	1	0	False	0.0	4	0.0	0.0	0.0	0.0	0.0
k141_12705779__full-cat_2	2	False	False	6	2	0	False	0.0	5	1.0	0.0	0.0	0.0	0.0
k141_12706169__full-cat_2	2	False	False	7	3	0	False	0.0	7	0.0	0.0	0.0	0.0	0.0
k141_12706514__full-cat_2	2	False	False	9	6	1	False	0.1111111111111111	8	0.0	1.0	0.0	0.0	0.0
k141_12709484__full-cat_1	1	False	False	48	2	0	False	0.020833333333333332	42	2.0	3.0	1.0	0.0	0.0
k141_12709692__full-cat_2	2	False	False	5	2	0	False	0.2	3	0.0	2.0	0.0	0.0	0.0
k141_12709965__full-cat_2	2	False	False	9	3	0	True	0.0	8	0.0	0.0	1.0	0.0	0.0
k141_12712992__full-cat_2	2	False	False	5	3	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
k141_12725377__full-cat_2	2	False	False	17	0	0	False	0.0	17	0.0	0.0	0.0	0.0	0.0
k141_12730569__full-cat_2	2	False	False	5	2	0	True	0.0	4	1.0	0.0	0.0	0.0	0.0
k141_12730974__full-cat_2	2	False	False	6	2	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
k141_12736120__full-cat_2	2	False	False	7	3	0	False	0.0	7	0.0	0.0	0.0	0.0	0.0
k141_12745934__full-cat_2	2	False	False	7	0	0	False	0.0	7	0.0	0.0	0.0	0.0	0.0
k141_12764635__full-cat_2	2	False	False	5	1	0	False	0.2	4	0.0	1.0	0.0	0.0	0.0
k141_12765257__full-cat_1	1	False	False	22	2	0	False	0.0	19	2.0	0.0	0.0	1.0	0.0
k141_12771167__full-cat_2	2	False	False	6	3	0	False	0.0	5	1.0	0.0	0.0	0.0	0.0
k141_12774363__full-cat_2	2	False	False	7	2	0	False	0.14285714285714285	6	0.0	1.0	0.0	0.0	0.0
k141_12782542__full-cat_2	2	False	False	6	1	0	False	0.0	5	1.0	0.0	0.0	0.0	0.0
k141_12786995__full-cat_1	1	False	False	12	0	0	False	0.0	10	0.0	2.0	0.0	0.0	0.0
k141_12788362__full-cat_2	2	False	False	5	0	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
k141_12790991__full-cat_2	2	False	False	10	4	0	False	0.0	10	0.0	0.0	0.0	0.0	0.0
k141_12801428__full-cat_2	2	False	False	6	0	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
k141_12801802__full-cat_1	1	False	False	59	2	0	False	0.0	49	3.0	3.0	2.0	2.0	0.0
k141_12807699__full-cat_2	2	False	False	13	5	0	False	0.23076923076923078	10	0.0	3.0	0.0	0.0	0.0
k141_12834316__full-cat_2	2	False	False	6	0	1	False	0.0	5	1.0	0.0	0.0	0.0	0.0
k141_12834883__full-cat_2	2	False	False	9	6	0	False	0.1111111111111111	7	1.0	1.0	0.0	0.0	0.0
k141_12835773__full-cat_2	2	False	False	6	3	0	False	0.0	5	0.0	1.0	0.0	0.0	0.0
k141_12835965__full-cat_1	1	False	False	34	3	1	False	0.0	26	5.0	3.0	0.0	0.0	0.0
k141_12854471__full-cat_2	2	False	False	31	1	0	False	0.03225806451612903	27	3.0	1.0	0.0	0.0	0.0
k141_12857516__full-cat_1	1	False	False	13	1	1	False	0.07692307692307693	11	1.0	1.0	0.0	0.0	0.0
k141_12860447__full-cat_2	2	False	False	6	0	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
k141_12869390__full-cat_2	2	False	False	18	1	0	False	0.05555555555555555	15	1.0	2.0	0.0	0.0	0.0
k141_12872334__full-cat_2	2	False	False	11	0	0	False	0.0	10	1.0	0.0	0.0	0.0	0.0
k141_12892106__full-cat_2	2	False	False	5	1	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
k141_12900219__full-cat_1	1	False	False	13	0	0	False	0.0	13	0.0	0.0	0.0	0.0	0.0
k141_12903324__full-cat_2	2	False	False	6	1	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
k141_12903882__full-cat_2	2	False	False	8	2	0	False	0.0	8	0.0	0.0	0.0	0.0	0.0
k141_12912380__full-cat_2	2	False	False	6	4	0	False	0.16666666666666666	5	0.0	1.0	0.0	0.0	0.0
k141_12915237__full-cat_2	2	False	False	14	5	0	False	0.0	12	0.0	1.0	1.0	0.0	0.0
k141_12915770__full-cat_2	2	False	False	7	0	0	False	0.0	7	0.0	0.0	0.0	0.0	0.0
k141_14080486__full-cat_2	2	False	False	6	2	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
k141_14081228__full-cat_2	2	False	False	4	3	0	False	0.0	4	0.0	0.0	0.0	0.0	0.0
k141_14086572__full-cat_2	2	False	False	9	2	1	False	0.0	8	0.0	0.0	0.0	1.0	0.0
k141_14094602__full-cat_2	2	False	False	4	0	0	False	0.0	4	0.0	0.0	0.0	0.0	0.0
k141_14106384__full-cat_2	2	False	False	4	2	0	False	0.0	4	0.0	0.0	0.0	0.0	0.0
k141_14108128__full-cat_1	1	False	False	13	0	0	False	0.0	11	2.0	0.0	0.0	0.0	0.0
k141_14112266__full-cat_2	2	False	False	7	0	0	False	0.14285714285714285	6	0.0	1.0	0.0	0.0	0.0
k141_14120886__full-cat_2	2	False	False	6	2	0	False	0.0	5	0.0	1.0	0.0	0.0	0.0
k141_14123838__full-cat_2	2	False	False	3	2	0	False	0.3333333333333333	2	0.0	1.0	0.0	0.0	0.0
k141_14124631__full-cat_2	2	False	False	9	4	0	False	0.0	9	0.0	0.0	0.0	0.0	0.0
k141_14129313__full-cat_2	2	False	False	3	0	0	False	0.0	3	0.0	0.0	0.0	0.0	0.0
k141_14129817__full-cat_1	1	False	False	40	2	0	False	0.025	35	2.0	2.0	0.0	1.0	0.0
k141_14131939__full-cat_2	2	False	False	11	2	0	False	0.09090909090909091	10	0.0	1.0	0.0	0.0	0.0
k141_14140630__full-cat_2	2	False	False	8	1	0	False	0.125	6	1.0	1.0	0.0	0.0	0.0
k141_14141383__full-cat_1	1	False	False	13	0	0	False	0.0	8	0.0	4.0	1.0	0.0	0.0
k141_14145204__full-cat_2	2	False	False	4	2	0	False	0.0	2	2.0	0.0	0.0	0.0	0.0
k141_14149530__full-cat_2	2	False	False	4	0	0	False	0.0	4	0.0	0.0	0.0	0.0	0.0
k141_14151211__full-cat_2	2	False	False	6	2	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
k141_14151467__full-cat_1	1	False	False	7	0	0	False	0.0	2	1.0	2.0	1.0	1.0	0.0
k141_14153442__full-cat_2	2	False	False	7	3	0	False	0.0	7	0.0	0.0	0.0	0.0	0.0
k141_14160369__full-cat_2	2	False	False	6	0	0	False	0.0	5	0.0	1.0	0.0	0.0	0.0
k141_14185707__full-cat_2	2	False	False	7	3	0	False	0.0	6	1.0	0.0	0.0	0.0	0.0
k141_14187306__full-cat_2	2	False	False	3	1	0	False	0.0	3	0.0	0.0	0.0	0.0	0.0
k141_14187652__full-cat_2	2	False	False	7	2	0	False	0.0	7	0.0	0.0	0.0	0.0	0.0
k141_14187774__full-cat_2	2	False	False	9	0	0	False	0.0	9	0.0	0.0	0.0	0.0	0.0
k141_14190429__full-cat_2	2	False	False	16	7	0	False	0.0	15	1.0	0.0	0.0	0.0	0.0
k141_14196715__full-cat_1	1	False	False	13	0	0	True	0.0	12	0.0	0.0	1.0	0.0	0.0
k141_14196964__full-cat_1	1	False	False	5	0	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
k141_14212605__full-cat_2	2	False	False	8	2	0	False	0.0	8	0.0	0.0	0.0	0.0	0.0
k141_14213391__full-cat_2	2	False	False	5	2	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
k141_14217366__full-cat_1	1	False	False	5	2	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
k141_14220966__full-cat_2	2	False	False	7	2	0	False	0.14285714285714285	5	0.0	1.0	1.0	0.0	0.0
k141_14222179__full-cat_1	1	False	False	30	2	0	False	0.0	28	1.0	0.0	1.0	0.0	0.0
k141_14223918__full-cat_2	2	False	False	8	4	0	False	0.0	6	1.0	0.0	0.0	0.0	1.0
k141_14231419__full-cat_2	2	False	False	12	2	1	False	0.0	10	0.0	2.0	0.0	0.0	0.0
k141_14233713__full-cat_1	1	False	False	28	4	0	False	0.0	25	1.0	2.0	0.0	0.0	0.0
k141_14236295__full-cat_2	2	False	False	17	2	0	False	0.0	17	0.0	0.0	0.0	0.0	0.0
k141_14240264__full-cat_2	2	False	False	11	5	0	False	0.09090909090909091	10	0.0	1.0	0.0	0.0	0.0
k141_14245709__full-cat_2	2	False	False	7	3	0	False	0.0	7	0.0	0.0	0.0	0.0	0.0
k141_14248975__full-cat_2	2	False	False	8	2	0	False	0.0	8	0.0	0.0	0.0	0.0	0.0
k141_14250594__full-cat_2	2	False	False	6	0	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
k141_14262313__full-cat_2	2	False	False	5	0	1	False	0.0	5	0.0	0.0	0.0	0.0	0.0
k141_14290828__full-cat_1	1	False	False	6	0	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
k141_14294127__full-cat_2	2	False	False	7	1	0	False	0.0	7	0.0	0.0	0.0	0.0	0.0
k141_14313546__full-cat_2	2	False	False	3	0	0	False	0.0	2	1.0	0.0	0.0	0.0	0.0
k141_14315899__full-cat_2	2	False	False	6	3	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
k141_14319473__full-cat_1	1	False	False	7	1	1	True	0.14285714285714285	4	1.0	2.0	0.0	0.0	0.0
k141_15474020__full-cat_2	2	False	False	5	1	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
k141_15474153__full-cat_2	2	False	False	7	4	0	False	0.0	7	0.0	0.0	0.0	0.0	0.0
k141_15474248__full-cat_2	2	False	False	8	2	0	False	0.0	8	0.0	0.0	0.0	0.0	0.0
k141_15481911__full-cat_2	2	False	False	14	0	0	False	0.14285714285714285	11	1.0	2.0	0.0	0.0	0.0
k141_15484625__full-cat_2	2	False	False	20	3	0	False	0.0	18	1.0	1.0	0.0	0.0	0.0
k141_15484860__full-cat_2	2	False	False	8	3	0	False	0.0	8	0.0	0.0	0.0	0.0	0.0
k141_15485032__full-cat_2	2	False	False	8	0	0	False	0.0	8	0.0	0.0	0.0	0.0	0.0
k141_15489859__full-cat_2	2	False	False	7	2	0	False	0.0	7	0.0	0.0	0.0	0.0	0.0
k141_15492189__full-cat_2	2	False	False	6	2	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
k141_15492519__full-cat_2	2	False	False	9	0	0	True	0.0	7	1.0	0.0	1.0	0.0	0.0
k141_15494074__full-cat_1	1	False	False	4	0	0	False	0.0	3	0.0	0.0	1.0	0.0	0.0
k141_15497865__full-cat_2	2	False	False	8	2	0	False	0.125	7	0.0	1.0	0.0	0.0	0.0
k141_15498714__full-cat_2	2	False	False	6	2	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
k141_15499185__full-cat_1	1	False	False	9	3	0	False	0.1111111111111111	8	0.0	1.0	0.0	0.0	0.0
k141_15501446__full-cat_2	2	False	False	8	3	0	False	0.125	5	1.0	2.0	0.0	0.0	0.0
k141_15511024__full-cat_2	2	False	False	15	0	0	False	0.13333333333333333	10	2.0	3.0	0.0	0.0	0.0
k141_15511620__full-cat_1	1	False	False	49	4	0	False	0.0	43	4.0	1.0	1.0	0.0	0.0
k141_15513670__full-cat_2	2	False	False	5	0	0	False	0.0	4	0.0	1.0	0.0	0.0	0.0
k141_15526984__full-cat_1	1	False	False	14	1	0	False	0.0	12	1.0	1.0	0.0	0.0	0.0
k141_15527150__full-cat_1	1	False	False	9	1	0	False	0.0	7	1.0	1.0	0.0	0.0	0.0
k141_15532022__full-cat_2	2	False	False	8	3	0	False	0.0	7	0.0	1.0	0.0	0.0	0.0
k141_15539162__full-cat_2	2	False	False	6	1	1	False	0.3333333333333333	4	0.0	2.0	0.0	0.0	0.0
k141_15553848__full-cat_1	1	False	False	4	0	0	False	0.0	4	0.0	0.0	0.0	0.0	0.0
k141_15556451__full-cat_1	1	False	False	9	0	1	False	0.1111111111111111	6	1.0	2.0	0.0	0.0	0.0
k141_15557499__full-cat_2	2	False	False	7	1	0	False	0.0	7	0.0	0.0	0.0	0.0	0.0
k141_15575486__full-cat_2	2	False	False	6	3	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
k141_15591264__full-cat_1	1	False	False	13	0	0	False	0.0	10	1.0	2.0	0.0	0.0	0.0
k141_15594457__full-cat_2	2	False	False	19	0	0	False	0.10526315789473684	13	3.0	2.0	1.0	0.0	0.0
k141_15606108__full-cat_1	1	False	False	14	2	0	False	0.0	12	1.0	1.0	0.0	0.0	0.0
k141_15607439__full-cat_2	2	False	False	6	2	0	False	0.0	5	0.0	1.0	0.0	0.0	0.0
k141_15616971__full-cat_2	2	False	False	70	2	1	False	0.014285714285714285	62	3.0	4.0	0.0	0.0	1.0
k141_15625868__full-cat_2	2	False	False	3	0	0	False	0.0	3	0.0	0.0	0.0	0.0	0.0
k141_15625959__full-cat_2	2	False	False	7	4	0	False	0.0	6	1.0	0.0	0.0	0.0	0.0
k141_15629129__full-cat_2	2	False	False	17	1	0	False	0.0	16	0.0	1.0	0.0	0.0	0.0
k141_15638861__full-cat_2	2	False	False	9	4	0	False	0.0	8	1.0	0.0	0.0	0.0	0.0
k141_15641125__full-cat_2	2	False	False	6	0	0	False	0.0	2	3.0	1.0	0.0	0.0	0.0
k141_15641136__full-cat_2	2	False	False	81	5	0	False	0.012345679012345678	70	9.0	2.0	0.0	0.0	0.0
k141_15653057__full-cat_2	2	False	False	6	0	0	False	0.16666666666666666	5	0.0	1.0	0.0	0.0	0.0
k141_15657142__full-cat_1	1	False	False	30	1	0	False	0.0	27	1.0	1.0	0.0	1.0	0.0
k141_15657699__full-cat_2	2	False	False	5	4	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
k141_15662434__full-cat_2	2	False	False	16	2	0	False	0.0	14	2.0	0.0	0.0	0.0	0.0
k141_15665484__full-cat_2	2	False	False	8	1	0	False	0.375	5	0.0	3.0	0.0	0.0	0.0
k141_15668404__full-cat_2	2	False	False	8	3	0	False	0.0	8	0.0	0.0	0.0	0.0	0.0
k141_15669131__full-cat_2	2	False	False	6	2	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
k141_15676536__full-cat_2	2	False	False	11	1	0	False	0.0	10	1.0	0.0	0.0	0.0	0.0
k141_15677287__full-cat_2	2	False	False	6	0	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
k141_15686095__full-cat_1	1	False	False	8	2	2	False	0.0	6	2.0	0.0	0.0	0.0	0.0
k141_15692547__full-cat_2	2	False	False	7	3	0	False	0.0	7	0.0	0.0	0.0	0.0	0.0
k141_15699107__full-cat_2	2	False	False	5	1	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
k141_15699395__full-cat_1	1	False	False	8	0	0	False	0.0	8	0.0	0.0	0.0	0.0	0.0
k141_15703405__full-cat_2	2	False	False	13	7	0	False	0.0	13	0.0	0.0	0.0	0.0	0.0
k141_15703752__full-cat_2	2	False	False	4	0	0	False	0.0	3	1.0	0.0	0.0	0.0	0.0
k141_15704500__full-cat_2	2	False	False	34	4	0	False	0.0	33	0.0	1.0	0.0	0.0	0.0
k141_15709019__full-cat_2	2	False	False	9	2	0	False	0.2222222222222222	6	1.0	2.0	0.0	0.0	0.0
k141_1591453__full-cat_2	2	False	False	8	2	0	False	0.0	8	0.0	0.0	0.0	0.0	0.0
k141_1598937__full-cat_2	2	False	False	7	0	0	False	0.14285714285714285	6	0.0	1.0	0.0	0.0	0.0
k141_1600778__full-cat_2	2	False	False	6	1	0	False	0.0	4	2.0	0.0	0.0	0.0	0.0
k141_1605249__full-cat_2	2	False	False	16	0	0	False	0.0	13	3.0	0.0	0.0	0.0	0.0
k141_1608732__full-cat_2	2	False	False	7	2	0	True	0.0	6	1.0	0.0	0.0	0.0	0.0
k141_1614494__full-cat_2	2	False	False	12	0	0	False	0.0	12	0.0	0.0	0.0	0.0	0.0
k141_1614799__full-cat_1	1	False	False	31	0	1	False	0.03225806451612903	25	1.0	4.0	0.0	0.0	1.0
k141_1617453__full-cat_1	1	False	False	8	0	0	False	0.0	3	2.0	2.0	1.0	0.0	0.0
k141_1623918__full-cat_2	2	False	False	17	1	0	False	0.0	13	4.0	0.0	0.0	0.0	0.0
k141_1633340__full-cat_2	2	False	False	5	2	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
k141_1633823__full-cat_2	2	False	False	8	0	0	False	0.0	8	0.0	0.0	0.0	0.0	0.0
k141_1634651__full-cat_2	2	False	False	6	4	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
k141_1646251__full-cat_2	2	False	False	6	3	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
k141_1653798__full-cat_2	2	False	False	13	0	0	False	0.0	12	1.0	0.0	0.0	0.0	0.0
k141_1653982__full-cat_2	2	False	False	7	3	0	False	0.0	7	0.0	0.0	0.0	0.0	0.0
k141_1655800__full-cat_2	2	False	False	4	2	0	False	0.25	3	0.0	1.0	0.0	0.0	0.0
k141_1658422__full-cat_1	1	False	False	11	2	0	False	0.0	10	1.0	0.0	0.0	0.0	0.0
k141_1669529__full-cat_2	2	False	False	4	2	0	False	0.0	4	0.0	0.0	0.0	0.0	0.0
k141_1671928__full-cat_2	2	False	False	3	2	0	False	0.0	3	0.0	0.0	0.0	0.0	0.0
k141_1672608__full-cat_2	2	False	False	8	3	0	False	0.125	7	0.0	1.0	0.0	0.0	0.0
k141_1673686__full-cat_2	2	False	False	4	1	0	False	0.25	3	0.0	1.0	0.0	0.0	0.0
k141_1677956__full-cat_2	2	False	False	8	0	0	False	0.125	7	0.0	1.0	0.0	0.0	0.0
k141_1678614__full-cat_2	2	False	False	9	5	0	True	0.0	7	0.0	1.0	1.0	0.0	0.0
k141_1683354__full-cat_2	2	False	False	9	3	0	False	0.0	9	0.0	0.0	0.0	0.0	0.0
k141_1686107__full-cat_2	2	False	False	7	1	0	False	0.0	7	0.0	0.0	0.0	0.0	0.0
k141_16872870__full-cat_2	2	False	False	6	4	0	False	0.16666666666666666	5	0.0	1.0	0.0	0.0	0.0
k141_16874053__full-cat_1	1	False	False	12	6	0	False	0.0	11	1.0	0.0	0.0	0.0	0.0
k141_16875382__full-cat_2	2	False	False	5	2	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
k141_16888358__full-cat_1	1	False	False	6	0	0	False	0.0	3	1.0	1.0	1.0	0.0	0.0
k141_16892897__full-cat_2	2	False	False	9	0	0	False	0.0	9	0.0	0.0	0.0	0.0	0.0
k141_16901657__full-cat_1	1	False	False	8	0	0	False	0.0	6	0.0	1.0	1.0	0.0	0.0
k141_1690449__full-cat_2	2	False	False	32	4	0	False	0.03125	29	2.0	1.0	0.0	0.0	0.0
k141_16914242__full-cat_2	2	False	False	4	1	0	False	0.0	4	0.0	0.0	0.0	0.0	0.0
k141_16916076__full-cat_2	2	False	False	31	0	0	False	0.06451612903225806	26	3.0	2.0	0.0	0.0	0.0
k141_16917662__full-cat_2	2	False	False	4	1	0	False	0.0	4	0.0	0.0	0.0	0.0	0.0
k141_16919050__full-cat_2	2	False	False	5	3	0	False	0.2	2	1.0	2.0	0.0	0.0	0.0
k141_16920548__full-cat_1	1	False	False	11	0	0	False	0.0	10	1.0	0.0	0.0	0.0	0.0
k141_16933774__full-cat_2	2	False	False	8	0	0	False	0.0	7	1.0	0.0	0.0	0.0	0.0
k141_16938415__full-cat_2	2	False	False	9	1	0	False	0.2222222222222222	7	0.0	2.0	0.0	0.0	0.0
k141_16951999__full-cat_2	2	False	False	19	7	1	False	0.0	17	2.0	0.0	0.0	0.0	0.0
