gene	scaffold	gene_id	gene_description	category	header	subheader	module	auxiliary_score	amg_flags
c_000000107496__full-cat_2_2	c_000000107496__full-cat_2	K00525	ribonucleoside-diphosphate reductase [EC:1.17.4.1] [RN:R02024]	MISC	Information systems	Nucleotide	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	3	MKEF
c_000000108167__full-cat_2_8	c_000000108167__full-cat_2	K06861	lptB; lipopolysaccharide export system ATP-binding protein [EC:3.6.3.-]	Transporters			Lipopolysaccharide export system	2	M
c_000000108167__full-cat_2_18	c_000000108167__full-cat_2	K00762	orotate phosphoribosyltransferase [EC:2.4.2.10] [RN:R01870]	MISC	Information systems	Nucleotide	Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP	1	MK
c_000000109383__full_1-cat_1_2	c_000000109383__full_1-cat_1							2	MKF
c_000000115437__full-cat_1_16	c_000000115437__full-cat_1							1	MK
c_000000138834__full-cat_2_11	c_000000138834__full-cat_2	GH13	GH13 alpha-amylase (EC 3.2.1.1); pullulanase (EC 3.2.1.41); cyclomaltodextrin glucanotransferase (EC 2.4.1.19); cyclomaltodextrinase (EC 3.2.1.54); trehalose-6-phosphate hydrolase (EC 3.2.1.93); oligo-alpha-glucosidase (EC 3.2.1.10); maltogenic amylase (EC 3.2.1.133); neopullulanase (EC 3.2.1.135); alpha-glucosidase (EC 3.2.1.20); maltotetraose-forming alpha-amylase (EC 3.2.1.60); isoamylase (EC 3.2.1.68); glucodextranase (EC 3.2.1.70); maltohexaose-forming alpha-amylase (EC 3.2.1.98); maltotriose-forming alpha-amylase (EC 3.2.1.116); branching enzyme (EC 2.4.1.18); trehalose synthase (EC 5.4.99.16); 4-alpha-glucanotransferase (EC 2.4.1.25); maltopentaose-forming alpha-amylase (EC 3.2.1.-) ; amylosucrase (EC 2.4.1.4) ; sucrose phosphorylase (EC 2.4.1.7); malto-oligosyltrehalose trehalohydrolase (EC 3.2.1.141); isomaltulose synthase (EC 5.4.99.11); malto-oligosyltrehalose synthase (EC 5.4.99.15); amylo-alpha-1,6-glucosidase (EC 3.2.1.33); alpha-1,4-glucan: phosphate alpha-maltosyltransferase (EC 2.4.99.16); 6'-P-sucrose phosphorylase (EC 2.4.1.-); amino acid transporter	carbon utilization	CAZY	Starch Backbone Cleavage	Glycoside Hydrolases	3	M
c_000000141126__full-cat_1_9	c_000000141126__full-cat_1	K01992	ABC-2.P; ABC-2 type transport system permease protein	Transporters			ABC-2 type transport system	3	M
c_000000147296__full-cat_2_6	c_000000147296__full-cat_2							3	MKF
c_000000159889__full-cat_1_11	c_000000159889__full-cat_1	K01520	dUTP pyrophosphatase [EC:3.6.1.23] [RN:R02100]	MISC	Information systems	Nucleotide	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	1	M
c_000000170150__full-cat_2_5	c_000000170150__full-cat_2							3	MKF
c_000000183925__full-cat_2_2	c_000000183925__full-cat_2	K01653	acetolactate synthase [EC:2.2.1.6] [RN:R00226 R08648]	Organic Nitrogen	Amino Acid		Valine/isoleucine biosynthesis, pyruvate => valine / 2-oxobutanoate => isoleucine	3	MF
c_000000183925__full-cat_2_2	c_000000183925__full-cat_2	K01653	acetolactate synthase [EC:2.2.1.6] [RN:R08648]	Organic Nitrogen	Amino Acid		Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine	3	MF
c_000000230925__full-cat_2_4	c_000000230925__full-cat_2	K00939	adenylate kinase [EC:2.7.4.3] [RN:R00127]	MISC	Information systems	Nucleotide	Adenine ribonucleotide biosynthesis, IMP => ADP,ATP	3	MKF
c_000000233975__full-cat_2_3	c_000000233975__full-cat_2							3	MKF
c_000000237852__full-cat_2_6	c_000000237852__full-cat_2							3	MK
c_000000237852__full-cat_2_7	c_000000237852__full-cat_2	K00529	3-phenylpropionate/cinnamic acid dioxygenase [EC:1.14.12.19] [RN:R06783]	carbon utilization	hydrocarbon degradation		Trans-cinnamate degradation, trans-cinnamate => acetyl-CoA	3	M
c_000000240103__full-cat_2_4	c_000000240103__full-cat_2	K01784	GALE; UDP-Glc -> UDP-Gal [EC:5.1.3.2]	MISC	Information systems	Nucleotide	Nucleotide sugar biosynthesis, eukaryotes	3	MKF
c_000000240103__full-cat_2_4	c_000000240103__full-cat_2	K01784	UDP-glucose 4-epimerase [EC:5.1.3.2] [RN:R00291]	carbon utilization	central carbon	glycolysis	Galactose degradation, Leloir pathway, galactose => alpha-D-glucose-1P	3	MKF
c_000000240103__full-cat_2_4	c_000000240103__full-cat_2	K01784	UDP-glucose 4-epimerase	carbon utilization (Woodcroft)	sugar utilization (woodcroft)	galactose degradation	Galactose metabolism	3	MKF
c_000000241119__full-cat_2_3	c_000000241119__full-cat_2							3	MKF
c_000000279667__full-cat_2_6	c_000000279667__full-cat_2							3	MKF
c_000000287338__full-cat_2_3	c_000000287338__full-cat_2	K00826	branched-chain amino acid aminotransferase [EC:2.6.1.42] [RN:R01214 R02199]	Organic Nitrogen	Amino Acid		Valine/isoleucine biosynthesis, pyruvate => valine / 2-oxobutanoate => isoleucine	3	MF
c_000000287338__full-cat_2_3	c_000000287338__full-cat_2	K00826	branched-chain amino acid aminotransferase [EC:2.6.1.42] [RN:R01090]	Organic Nitrogen	Amino Acid		Leucine degradation, leucine => acetoacetate + acetyl-CoA	3	MF
c_000000287338__full-cat_2_3	c_000000287338__full-cat_2	K00826	branched-chain amino acid aminotransferase [EC:2.6.1.42] [RN:R02199]	Organic Nitrogen	Amino Acid		Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine	3	MF
c_000000290099__full-cat_2_9	c_000000290099__full-cat_2							3	MKF
c_000000290099__full-cat_2_10	c_000000290099__full-cat_2	GT25	GT25 lipopolysaccharide beta-1,4-galactosyltransferase (EC 2.4.1.-); beta-1,3-glucosyltransferase (EC 2.4.1.-); beta-1,2-glucosyltransferase (EC 2.4.1.-); beta-1,2-galactosyltransferase (EC 2.4.1.-); LPS beta-1,4-galactosyltransferase (EC 2.4.1.-); occidiofungin beta-xylosyltransferase (EC 2.4.2.-); UDP-Gal:procollagen beta-galactosyltransferase (EC 2.4.1.50)	carbon utilization	CAZY		GlycosylTransferases	3	MKF
c_000000290099__full-cat_2_15	c_000000290099__full-cat_2							3	MKF
c_000000296404__full-cat_1_33	c_000000296404__full-cat_1	M26	Catlytic type: Metallo; cleaves the heavy chain of human IgA1 at the Pro227-Thr228 bond; tightly associated with the bacterial cell surface	Organic Nitrogen	Peptidase		Endopeptidases	2	MF
c_000000297968__full-cat_2_3	c_000000297968__full-cat_2							3	MKF
c_000000304512__full-cat_1_2	c_000000304512__full-cat_1	K02705	psbC; photosystem II CP43 chlorophyll apoprotein	Energy	Photosynthesis		Photosystem II	2	MKF
c_000000304512__full-cat_1_9	c_000000304512__full-cat_1	K02033	ABC.PE.P; peptide/nickel transport system permease protein	Transporters			Peptides/nickel transport system	2	MF
c_000000310576__full-cat_1_6	c_000000310576__full-cat_1	K00891	shikimate kinase [EC:2.7.1.71] [RN:R02412]	Organic Nitrogen	Amino Acid		Shikimate pathway, phosphoenolpyruvate + erythrose-4P => chorismate	2	MTF
c_000000310576__full-cat_1_7	c_000000310576__full-cat_1	K01735	3-dehydroquinate synthase [EC:4.2.3.4] [RN:R03083]	Organic Nitrogen	Amino Acid		Shikimate pathway, phosphoenolpyruvate + erythrose-4P => chorismate	2	MKTF
c_000000313970__full-cat_2_7	c_000000313970__full-cat_2							3	MKF
c_000000380791__full-cat_2_6	c_000000380791__full-cat_2	K01591	orotidine-5'-phosphate decarboxylase [EC:4.1.1.23] [RN:R00965]	MISC	Information systems	Nucleotide	Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP	3	M
c_000000381423__full-cat_2_2	c_000000381423__full-cat_2	K01754	threonine dehydratase [EC:4.3.1.19] [RN:R00996]	Organic Nitrogen	Amino Acid		Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine	3	MKF
c_000000415374__full-cat_2_5	c_000000415374__full-cat_2	K00088	IMP dehydrogenase [EC:1.1.1.205] [RN:R01130]	MISC	Information systems	Nucleotide	Guanine ribonucleotide biosynthesis IMP => GDP,GTP	3	MF
c_000000415374__full-cat_2_12	c_000000415374__full-cat_2							3	MK
c_000000439184__full-cat_2_2	c_000000439184__full-cat_2	K00254	dihydroorotate dehydrogenase [EC:1.3.5.2] [RN:R01868]	MISC	Information systems	Nucleotide	Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP	3	MF
c_000000439184__full-cat_2_3	c_000000439184__full-cat_2							3	MKF
c_000000454796__full-cat_1_3	c_000000454796__full-cat_1	K00228	coproporphyrinogen III oxidase [EC:1.3.3.3] [RN:R03220]	MISC	MISC		Heme biosynthesis, animals and fungi, glycine => heme	2	MKF
c_000000471441__full-cat_2_7	c_000000471441__full-cat_2	K02884	large subunit ribosomal protein L19	MISC	Information systems		Ribosome, bacteria	3	M
c_000000471989__full-cat_1_28	c_000000471989__full-cat_1							2	MK
c_000000471989__full-cat_1_37	c_000000471989__full-cat_1							2	MK
c_000000471989__full-cat_1_41	c_000000471989__full-cat_1							2	MK
c_000000486590__full-cat_1_61	c_000000486590__full-cat_1							1	MK
c_000000486590__full-cat_1_77	c_000000486590__full-cat_1	CBM32	CBM32 Binding to galactose and lactose has been demonstrated for the module of Micromonospora viridifaciens sialidase (PMID: 16239725). Binding to polygalacturonic acid has been shown for a Yersinia member (PMID: 17292916). Binding to LacNAc (beta-D-galactosyl-1,4-beta-D-N-acetylglucosamine) has been shown for an N-acetylglucosaminidase from Clostridium perfingens (PMID: 16990278).	carbon utilization	CAZY		Carbohydrate-Binding Modules	2	M
c_000000486590__full-cat_1_84	c_000000486590__full-cat_1	K01520	dUTP pyrophosphatase [EC:3.6.1.23] [RN:R02100]	MISC	Information systems	Nucleotide	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	2	M
c_000000486590__full-cat_1_87	c_000000486590__full-cat_1							2	MK
c_000000486590__full-cat_1_88	c_000000486590__full-cat_1							2	MKE
c_000000495370__full-cat_2_5	c_000000495370__full-cat_2	K01826	5-carboxymethyl-2-hydroxymuconate isomerase [EC:5.3.3.10][RN:R04379]	carbon utilization	hydrocarbon degradation		Homoprotocatechuate degradation, homoprotocatechuate => 2-oxohept-3-enedioate	3	MF
c_000000498036__full-cat_1_4	c_000000498036__full-cat_1	K01990	ABC-2.A; ABC-2 type transport system ATP-binding protein	Transporters			ABC-2 type transport system	2	MF
c_000000501348__full-cat_2_7	c_000000501348__full-cat_2	K01520	dUTP pyrophosphatase [EC:3.6.1.23] [RN:R02100]	MISC	Information systems	Nucleotide	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	3	MF
c_000000524178__full-cat_2_4	c_000000524178__full-cat_2							3	MKF
c_000000524178__full-cat_2_5	c_000000524178__full-cat_2							3	MKF
c_000000536048__full-cat_2_14	c_000000536048__full-cat_2	GT2	GT2 cellulose synthase (EC 2.4.1.12); chitin synthase (EC 2.4.1.16); dolichyl-phosphate beta-D-mannosyltransferase (EC 2.4.1.83); dolichyl-phosphate beta-glucosyltransferase (EC 2.4.1.117); N-acetylglucosaminyltransferase (EC 2.4.1.-); N-acetylgalactosaminyltransferase (EC 2.4.1.-); hyaluronan synthase (EC 2.4.1.212); chitin oligosaccharide synthase (EC 2.4.1.-); beta-1,3-glucan synthase (EC 2.4.1.34); beta-1,4-mannan synthase (EC 2.4.1.-); beta-mannosylphosphodecaprenol-mannooligosaccharide alpha-1,6-mannosyltransferase (EC 2.4.1.199); UDP-Galf: rhamnopyranosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,4/1,5-galactofuranosyltransferase (EC 2.4.1.287); UDP-Galf: galactofuranosyl-galactofuranosyl-rhamnosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,5/1,6-galactofuranosyltransferase (EC 2.4.1.288); dTDP-L-Rha: N-acetylglucosaminyl-PP-decaprenol alpha-1,3-L-rhamnosyltransferase (EC 2.4.1.289)	carbon utilization	CAZY		GlycosylTransferases	2	MT
c_000000540300__full-cat_2_6	c_000000540300__full-cat_2	K08151	tetA; MFS transporter, DHA1 family, tetracycline resistance protein	Transporters			Tetracycline resistance, TetA transporter	3	MF
c_000000540300__full-cat_2_7	c_000000540300__full-cat_2							3	MKF
c_000000542335__full-cat_1_10	c_000000542335__full-cat_1	GT2	GT2 cellulose synthase (EC 2.4.1.12); chitin synthase (EC 2.4.1.16); dolichyl-phosphate beta-D-mannosyltransferase (EC 2.4.1.83); dolichyl-phosphate beta-glucosyltransferase (EC 2.4.1.117); N-acetylglucosaminyltransferase (EC 2.4.1.-); N-acetylgalactosaminyltransferase (EC 2.4.1.-); hyaluronan synthase (EC 2.4.1.212); chitin oligosaccharide synthase (EC 2.4.1.-); beta-1,3-glucan synthase (EC 2.4.1.34); beta-1,4-mannan synthase (EC 2.4.1.-); beta-mannosylphosphodecaprenol-mannooligosaccharide alpha-1,6-mannosyltransferase (EC 2.4.1.199); UDP-Galf: rhamnopyranosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,4/1,5-galactofuranosyltransferase (EC 2.4.1.287); UDP-Galf: galactofuranosyl-galactofuranosyl-rhamnosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,5/1,6-galactofuranosyltransferase (EC 2.4.1.288); dTDP-L-Rha: N-acetylglucosaminyl-PP-decaprenol alpha-1,3-L-rhamnosyltransferase (EC 2.4.1.289)	carbon utilization	CAZY		GlycosylTransferases	2	MT
c_000000542335__full-cat_1_14	c_000000542335__full-cat_1	GH5	GH5 endo-beta-1,4-glucanase / cellulase (EC 3.2.1.4); endo-beta-1,4-xylanase (EC 3.2.1.8); beta-glucosidase (EC 3.2.1.21); beta-mannosidase (EC 3.2.1.25); beta-glucosylceramidase (EC 3.2.1.45); glucan beta-1,3-glucosidase (EC 3.2.1.58); licheninase (EC 3.2.1.73); exo-beta-1,4-glucanase / cellodextrinase (EC 3.2.1.74); glucan endo-1,6-beta-glucosidase (EC 3.2.1.75); mannan endo-beta-1,4-mannosidase (EC 3.2.1.78); cellulose beta-1,4-cellobiosidase (EC 3.2.1.91); steryl beta-glucosidase (EC 3.2.1.104); endoglycoceramidase (EC 3.2.1.123); chitosanase (EC 3.2.1.132); beta-primeverosidase (EC 3.2.1.149); xyloglucan-specific endo-beta-1,4-glucanase (EC 3.2.1.151); endo-beta-1,6-galactanase (EC 3.2.1.164); hesperidin 6-O-alpha-L-rhamnosyl-beta-glucosidase (EC 3.2.1.168); beta-1,3-mannanase (EC 3.2.1.-); arabinoxylan-specific endo-beta-1,4-xylanase (EC 3.2.1.-); mannan transglycosylase (EC 2.4.1.-); lichenase / endo-beta-1,3-1,4-glucanase (EC 3.2.1.73); beta-glycosidase (EC 3.2.1.-); endo-beta-1,3-glucanase / laminarinase (EC 3.2.1.39); beta-N-acetylhexosaminidase (EC 3.2.1.52); chitosanase (EC 3.2.1.132); beta-D-galactofuranosidase (EC 3.2.1.146);	carbon utilization	CAZY	Amorphous Cellulose Backbone Cleavage, Amorphous Cellulose Oligo Cleavage, Xyloglucan Backbone Cleavage (Hemicellulose), Xylan Backbone Cleavage (Hemicellulose), Beta-mannan Backbone Cleavage (Hemicellulose), Mixed-Linkage glucans Backbone Cleavage (Hemicellulose), Chitin Oligo Cleavage	Glycoside Hydrolases	2	MKET
c_000000542335__full-cat_1_14	c_000000542335__full-cat_1	GH148	GH148 beta-1,3-glucanase (EC 3.2.1.-)	carbon utilization	CAZY		Glycoside Hydrolases	2	MKET
c_000000542335__full-cat_1_18	c_000000542335__full-cat_1							2	MKT
c_000000542335__full-cat_1_19	c_000000542335__full-cat_1							2	MKT
c_000000557925__full-cat_2_5	c_000000557925__full-cat_2							3	MK
c_000000557925__full-cat_2_6	c_000000557925__full-cat_2							3	MK
c_000000557925__full-cat_2_13	c_000000557925__full-cat_2							3	MK
c_000000558820__full-cat_1_3	c_000000558820__full-cat_1							2	MKF
c_000000570028__full-cat_2_4	c_000000570028__full-cat_2	K00956	sulfate adenylyltransferase [EC:2.7.7.4] [RN:R00529]	Energy	Sulfur		Assimilatory sulfate reduction, sulfate => H2S	3	MF
c_000000570028__full-cat_2_4	c_000000570028__full-cat_2	K00956	sulfate adenylyltransferase [EC:2.7.7.4] [RN:R00529]	Energy	Sulfur		Dissimilatory sulfate reduction, sulfate => H2S	3	MF
c_000000570028__full-cat_2_5	c_000000570028__full-cat_2	K00957	sulfate adenylyltransferase [EC:2.7.7.4] [RN:R00529]	Energy	Sulfur		Assimilatory sulfate reduction, sulfate => H2S	3	MF
c_000000570028__full-cat_2_5	c_000000570028__full-cat_2	K00957	sulfate adenylyltransferase [EC:2.7.7.4] [RN:R00529]	Energy	Sulfur		Dissimilatory sulfate reduction, sulfate => H2S	3	MF
c_000000604066__full-cat_1_44	c_000000604066__full-cat_1							2	MK
c_000000606042__full-cat_1_4	c_000000606042__full-cat_1	AA3	AA3 cellobiose dehydrogenase (EC 1.1.99.18); glucose 1-oxidase (EC 1.1.3.4); aryl alcohol oxidase (EC 1.1.3.7); alcohol oxidase (EC 1.1.3.13); pyranose oxidase (EC 1.1.3.10)	carbon utilization	CAZY		Auxiliary Activities	2	MF
c_000000609003__0_partial-cat_1_8	c_000000609003__0_partial-cat_1	K01520	dUTP pyrophosphatase [EC:3.6.1.23] [RN:R02100]	MISC	Information systems	Nucleotide	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	2	MF
c_000000615121__full-cat_2_11	c_000000615121__full-cat_2	GT2	GT2 cellulose synthase (EC 2.4.1.12); chitin synthase (EC 2.4.1.16); dolichyl-phosphate beta-D-mannosyltransferase (EC 2.4.1.83); dolichyl-phosphate beta-glucosyltransferase (EC 2.4.1.117); N-acetylglucosaminyltransferase (EC 2.4.1.-); N-acetylgalactosaminyltransferase (EC 2.4.1.-); hyaluronan synthase (EC 2.4.1.212); chitin oligosaccharide synthase (EC 2.4.1.-); beta-1,3-glucan synthase (EC 2.4.1.34); beta-1,4-mannan synthase (EC 2.4.1.-); beta-mannosylphosphodecaprenol-mannooligosaccharide alpha-1,6-mannosyltransferase (EC 2.4.1.199); UDP-Galf: rhamnopyranosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,4/1,5-galactofuranosyltransferase (EC 2.4.1.287); UDP-Galf: galactofuranosyl-galactofuranosyl-rhamnosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,5/1,6-galactofuranosyltransferase (EC 2.4.1.288); dTDP-L-Rha: N-acetylglucosaminyl-PP-decaprenol alpha-1,3-L-rhamnosyltransferase (EC 2.4.1.289)	carbon utilization	CAZY		GlycosylTransferases	3	M
c_000000615441__full-cat_2_6	c_000000615441__full-cat_2							3	MK
c_000000615441__full-cat_2_13	c_000000615441__full-cat_2							3	MK
c_000000627401__full-cat_2_5	c_000000627401__full-cat_2	GT2	GT2 cellulose synthase (EC 2.4.1.12); chitin synthase (EC 2.4.1.16); dolichyl-phosphate beta-D-mannosyltransferase (EC 2.4.1.83); dolichyl-phosphate beta-glucosyltransferase (EC 2.4.1.117); N-acetylglucosaminyltransferase (EC 2.4.1.-); N-acetylgalactosaminyltransferase (EC 2.4.1.-); hyaluronan synthase (EC 2.4.1.212); chitin oligosaccharide synthase (EC 2.4.1.-); beta-1,3-glucan synthase (EC 2.4.1.34); beta-1,4-mannan synthase (EC 2.4.1.-); beta-mannosylphosphodecaprenol-mannooligosaccharide alpha-1,6-mannosyltransferase (EC 2.4.1.199); UDP-Galf: rhamnopyranosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,4/1,5-galactofuranosyltransferase (EC 2.4.1.287); UDP-Galf: galactofuranosyl-galactofuranosyl-rhamnosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,5/1,6-galactofuranosyltransferase (EC 2.4.1.288); dTDP-L-Rha: N-acetylglucosaminyl-PP-decaprenol alpha-1,3-L-rhamnosyltransferase (EC 2.4.1.289)	carbon utilization	CAZY		GlycosylTransferases	3	MF
c_000000639478__full-cat_2_5	c_000000639478__full-cat_2							3	MKF
c_000000660524__0_partial-cat_1_6	c_000000660524__0_partial-cat_1							2	MK
c_000000660524__0_partial-cat_1_9	c_000000660524__0_partial-cat_1	GT5	GT5 UDP-Glc: glycogen glucosyltransferase (EC 2.4.1.11); ADP-Glc: starch glucosyltransferase (EC 2.4.1.21); NDP-Glc: starch glucosyltransferase (EC 2.4.1.242); UDP-Glc: alpha-1,3-glucan synthase (EC 2.4.1.183) UDP-Glc: alpha-1,4-glucan synthase (EC 2.4.1.-)	carbon utilization	CAZY		GlycosylTransferases	2	MKF
