	VIRSorter category	Circular	Prophage	Gene count	Strand switches	potential AMG count	Transposase present	Possible Non-Viral Contig	Viral hypothetical genes	Viral genes with unknown function	Viral replication genes	Viral genes with host benefits	Viral genes with viral benefits	Viral structure genes
k141_10246664__full-cat_2	2	False	False	6	2	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
k141_10252716__full-cat_2	2	False	False	3	0	0	False	0.0	2	1.0	0.0	0.0	0.0	0.0
k141_10255092__full-cat_2	2	False	False	5	0	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
k141_10255176__full-cat_2	2	False	False	5	0	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
k141_10258054__full-cat_2	2	False	False	6	0	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
k141_10260503__full-cat_2	2	False	False	16	1	0	False	0.0625	15	0.0	0.0	1.0	0.0	0.0
k141_10262550__full-cat_1	1	False	False	7	0	0	False	0.0	5	0.0	1.0	1.0	0.0	0.0
k141_10271261__full-cat_2	2	False	False	5	3	0	False	0.2	4	0.0	0.0	1.0	0.0	0.0
k141_10299254__full-cat_1	1	False	False	13	2	0	False	0.0	7	2.0	1.0	3.0	0.0	0.0
k141_10300810__full-cat_1	1	False	False	25	4	2	False	0.12	19	0.0	0.0	6.0	0.0	0.0
k141_10316684__full-cat_2	2	False	False	10	0	0	False	0.0	9	1.0	0.0	0.0	0.0	0.0
k141_10318166__full-cat_1	1	False	False	22	0	0	False	0.0	21	0.0	0.0	1.0	0.0	0.0
k141_10327189__full-cat_2	2	False	False	7	5	0	False	0.14285714285714285	6	0.0	0.0	1.0	0.0	0.0
k141_10348819__full-cat_2	2	False	False	6	2	0	False	0.16666666666666666	4	1.0	0.0	1.0	0.0	0.0
k141_10362521__full-cat_1	1	False	False	7	1	0	False	0.0	6	1.0	0.0	0.0	0.0	0.0
k141_10367632__full-cat_2	2	False	False	7	2	0	False	0.0	6	1.0	0.0	0.0	0.0	0.0
k141_10369685__full-cat_2	2	False	False	4	1	0	False	0.25	3	0.0	0.0	1.0	0.0	0.0
k141_10375851__full-cat_2	2	False	False	5	2	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
k141_10379031__full-cat_1	1	False	False	8	0	0	False	0.0	7	0.0	1.0	0.0	0.0	0.0
k141_10379256__full-cat_2	2	False	False	5	1	0	False	0.0	3	0.0	0.0	1.0	1.0	0.0
k141_10381670__full-cat_2	2	False	False	5	3	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
k141_10384058__full-cat_2	2	False	False	3	0	0	False	0.0	3	0.0	0.0	0.0	0.0	0.0
k141_10391512__full-cat_2	2	False	False	13	3	0	False	0.0	13	0.0	0.0	0.0	0.0	0.0
k141_10394302__full-cat_2	2	False	False	6	0	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
k141_10402675__full-cat_1	1	False	False	9	0	1	False	0.0	5	2.0	0.0	1.0	0.0	1.0
k141_10410749__full-cat_2	2	False	False	8	2	0	False	0.0	7	1.0	0.0	0.0	0.0	0.0
k141_10414230__full-cat_2	2	False	False	6	1	0	False	0.0	5	1.0	0.0	0.0	0.0	0.0
k141_10438503__full-cat_1	1	False	False	6	0	0	False	0.0	3	2.0	0.0	1.0	0.0	0.0
k141_10444459__full-cat_2	2	False	False	9	4	0	False	0.1111111111111111	7	0.0	0.0	2.0	0.0	0.0
k141_11547679__full-cat_2	2	False	False	11	1	1	False	0.18181818181818182	7	1.0	0.0	3.0	0.0	0.0
k141_11571058__full-cat_2	2	False	False	7	2	2	True	0.14285714285714285	6	0.0	0.0	1.0	0.0	0.0
k141_11571605__full-cat_2	2	False	False	10	4	0	True	0.0	9	0.0	0.0	1.0	0.0	0.0
k141_11576320__full-cat_2	2	False	False	14	0	0	False	0.07142857142857142	8	3.0	0.0	3.0	0.0	0.0
k141_11585364__full-cat_2	2	False	False	7	3	1	False	0.14285714285714285	6	0.0	0.0	1.0	0.0	0.0
k141_11585382__full-cat_2	2	False	False	3	1	0	False	0.0	2	0.0	0.0	1.0	0.0	0.0
k141_11593959__full-cat_2	2	False	False	4	2	0	False	0.0	4	0.0	0.0	0.0	0.0	0.0
k141_11594219__full-cat_1	1	False	False	9	0	0	False	0.0	8	0.0	0.0	1.0	0.0	0.0
k141_11595121__full-cat_2	2	False	False	7	1	0	False	0.0	6	1.0	0.0	0.0	0.0	0.0
k141_11602730__full-cat_2	2	False	False	7	3	0	False	0.14285714285714285	6	0.0	0.0	1.0	0.0	0.0
k141_11606430__full-cat_1	1	False	False	9	0	0	False	0.0	8	1.0	0.0	0.0	0.0	0.0
k141_11610278__full-cat_2	2	False	False	6	2	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
k141_11611377__full-cat_2	2	False	False	6	2	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
k141_11615727__full-cat_2	2	False	False	8	2	0	False	0.0	7	0.0	0.0	1.0	0.0	0.0
k141_11616692__full-cat_1	1	False	False	17	0	0	False	0.0	16	1.0	0.0	0.0	0.0	0.0
k141_11628658__full-cat_2	2	False	False	4	1	0	False	0.0	4	0.0	0.0	0.0	0.0	0.0
k141_11631673__full-cat_2	2	False	False	8	0	0	False	0.125	7	0.0	0.0	1.0	0.0	0.0
k141_11640753__full-cat_2	2	False	False	8	3	2	False	0.125	7	0.0	0.0	1.0	0.0	0.0
k141_11661957__full-cat_2	2	False	False	6	1	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
k141_11674898__full-cat_2	2	False	False	17	1	0	False	0.0	15	1.0	1.0	0.0	0.0	0.0
k141_11676192__full-cat_1	1	False	False	8	0	0	False	0.0	7	0.0	0.0	0.0	0.0	1.0
k141_11686334__full-cat_2	2	False	False	5	0	0	False	0.0	3	2.0	0.0	0.0	0.0	0.0
k141_11694200__full-cat_2	2	False	False	6	3	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
k141_11702088__full-cat_2	2	False	False	5	3	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
k141_11708836__full-cat_2	2	False	False	5	1	0	False	0.0	4	1.0	0.0	0.0	0.0	0.0
k141_11723364__full-cat_2	2	False	False	6	0	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
k141_11725780__full-cat_1	1	False	False	9	0	0	False	0.0	4	2.0	1.0	1.0	0.0	1.0
k141_11728576__full-cat_1	1	False	False	31	1	0	False	0.0	26	2.0	2.0	1.0	0.0	0.0
k141_11730070__full-cat_2	2	False	False	5	1	0	False	0.0	4	0.0	0.0	1.0	0.0	0.0
k141_11730984__full-cat_1	1	False	False	10	0	0	False	0.0	7	3.0	0.0	0.0	0.0	0.0
k141_11736208__full-cat_2	2	False	False	11	1	0	False	0.0	11	0.0	0.0	0.0	0.0	0.0
k141_11737320__full-cat_2	2	False	False	9	0	0	False	0.0	9	0.0	0.0	0.0	0.0	0.0
k141_11750446__full-cat_2	2	False	False	4	1	0	False	0.0	3	0.0	0.0	1.0	0.0	0.0
k141_11753045__full-cat_1	1	False	False	11	0	1	False	0.0	11	0.0	0.0	0.0	0.0	0.0
k141_11794560__full-cat_2	2	False	False	5	2	0	False	0.2	4	0.0	0.0	1.0	0.0	0.0
k141_11794920__full-cat_2	2	False	False	6	1	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
k141_11797319__full-cat_2	2	False	False	6	0	0	False	0.0	5	1.0	0.0	0.0	0.0	0.0
k141_11802287__full-cat_1	1	False	False	33	3	0	False	0.0	28	2.0	2.0	1.0	0.0	0.0
k141_11807389__full-cat_1	1	False	False	7	0	0	False	0.0	6	0.0	1.0	0.0	0.0	0.0
k141_11813093__full-cat_2	2	False	False	9	3	0	False	0.0	8	0.0	0.0	1.0	0.0	0.0
k141_11816384__full-cat_2	2	False	False	11	4	0	False	0.18181818181818182	9	0.0	0.0	2.0	0.0	0.0
k141_11820028__full-cat_2	2	False	False	6	2	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
k141_11828315__full-cat_2	2	False	False	6	1	0	False	0.0	4	0.0	0.0	2.0	0.0	0.0
k141_12934422__full-cat_1	1	False	False	21	0	0	False	0.0	15	1.0	1.0	4.0	0.0	0.0
k141_12937239__full-cat_2	2	False	False	5	2	0	False	0.0	4	0.0	1.0	0.0	0.0	0.0
k141_12943047__full-cat_2	2	False	False	22	2	0	False	0.0	16	5.0	0.0	1.0	0.0	0.0
k141_12964003__full-cat_2	2	False	False	7	3	0	False	0.14285714285714285	6	0.0	0.0	1.0	0.0	0.0
k141_12971273__full-cat_1	1	False	False	10	0	0	False	0.0	8	1.0	0.0	1.0	0.0	0.0
k141_12992638__full-cat_1	1	False	False	16	0	0	False	0.0625	14	1.0	0.0	1.0	0.0	0.0
k141_12998393__full-cat_2	2	False	False	3	0	0	False	0.0	3	0.0	0.0	0.0	0.0	0.0
k141_13008731__full-cat_2	2	False	False	7	2	0	False	0.0	7	0.0	0.0	0.0	0.0	0.0
k141_13017701__full-cat_2	2	False	False	6	1	0	False	0.16666666666666666	3	2.0	0.0	1.0	0.0	0.0
k141_13017853__full-cat_2	2	False	False	6	0	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
k141_13019235__full-cat_2	2	False	False	6	0	0	False	0.0	5	1.0	0.0	0.0	0.0	0.0
k141_13020594__full-cat_2	2	False	False	12	0	0	False	0.0	12	0.0	0.0	0.0	0.0	0.0
k141_13025461__full-cat_1	1	False	False	13	0	0	False	0.0	9	3.0	0.0	1.0	0.0	0.0
k141_13057539__full-cat_2	2	False	False	7	0	0	False	0.0	7	0.0	0.0	0.0	0.0	0.0
k141_13085976__full-cat_1	1	False	False	8	1	0	False	0.0	8	0.0	0.0	0.0	0.0	0.0
k141_13089319__full-cat_2	2	False	False	6	3	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
k141_13097160__full-cat_2	2	False	False	5	1	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
k141_13101226__full-cat_2	2	False	False	15	3	0	False	0.0	15	0.0	0.0	0.0	0.0	0.0
k141_13106922__full-cat_2	2	False	False	17	2	0	False	0.058823529411764705	14	0.0	0.0	3.0	0.0	0.0
k141_13115833__full-cat_1	1	False	False	21	2	0	False	0.0	16	2.0	1.0	1.0	0.0	1.0
k141_13117078__full-cat_1	1	False	False	7	0	0	False	0.0	6	0.0	1.0	0.0	0.0	0.0
k141_13131732__full-cat_2	2	False	False	7	4	0	True	0.0	6	0.0	0.0	1.0	0.0	0.0
k141_13147849__full-cat_2	2	False	False	7	2	0	False	0.0	7	0.0	0.0	0.0	0.0	0.0
k141_13153329__full-cat_2	2	False	False	9	5	2	False	0.2222222222222222	7	0.0	0.0	2.0	0.0	0.0
k141_13166271__full-cat_2	2	False	False	5	0	0	False	0.2	4	0.0	0.0	1.0	0.0	0.0
k141_13167328__full-cat_2	2	False	False	8	5	0	False	0.0	8	0.0	0.0	0.0	0.0	0.0
k141_13173475__full-cat_2	2	False	False	9	1	0	False	0.0	9	0.0	0.0	0.0	0.0	0.0
k141_13179409__full-cat_2	2	False	False	5	2	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
k141_13183881__full-cat_1	1	False	False	7	1	0	False	0.0	7	0.0	0.0	0.0	0.0	0.0
k141_13198069__full-cat_1	1	False	False	11	0	0	False	0.0	7	0.0	1.0	2.0	0.0	1.0
k141_13203549__full-cat_1	1	False	False	9	0	0	False	0.0	7	0.0	0.0	2.0	0.0	0.0
k141_14325932__full-cat_1	1	False	False	7	0	0	False	0.0	5	1.0	1.0	0.0	0.0	0.0
k141_14331424__full-cat_2	2	False	False	6	4	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
k141_14331843__full-cat_2	2	False	False	7	0	0	False	0.0	7	0.0	0.0	0.0	0.0	0.0
k141_14350545__full-cat_1	1	False	False	61	5	2	False	0.01639344262295082	54	4.0	0.0	3.0	0.0	0.0
k141_14367490__full-cat_2	2	False	False	15	8	0	False	0.0	15	0.0	0.0	0.0	0.0	0.0
k141_14370054__full-cat_2	2	False	False	5	1	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
k141_14373424__full-cat_2	2	False	False	13	2	0	False	0.0	13	0.0	0.0	0.0	0.0	0.0
k141_14374579__full-cat_2	2	False	False	6	0	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
k141_14379224__full-cat_2	2	False	False	8	5	0	False	0.0	8	0.0	0.0	0.0	0.0	0.0
k141_14389985__full-cat_2	2	False	False	9	3	0	False	0.1111111111111111	8	0.0	0.0	1.0	0.0	0.0
k141_14396816__full-cat_2	2	False	False	7	0	0	False	0.0	7	0.0	0.0	0.0	0.0	0.0
k141_14399189__full-cat_2	2	False	False	9	3	0	False	0.0	9	0.0	0.0	0.0	0.0	0.0
k141_14401443__full-cat_2	2	False	False	4	0	0	False	0.5	2	0.0	0.0	2.0	0.0	0.0
k141_14405591__full-cat_2	2	False	False	5	2	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
k141_14405670__full-cat_1	1	False	False	16	0	0	False	0.0	14	1.0	1.0	0.0	0.0	0.0
k141_14420026__full-cat_1	1	False	False	28	4	0	False	0.0	24	3.0	0.0	1.0	0.0	0.0
k141_14420216__full-cat_2	2	False	False	7	3	0	False	0.0	5	2.0	0.0	0.0	0.0	0.0
k141_14431432__full-cat_2	2	False	False	4	1	0	False	0.0	4	0.0	0.0	0.0	0.0	0.0
k141_14451759__full-cat_2	2	False	False	4	1	0	False	0.0	4	0.0	0.0	0.0	0.0	0.0
k141_14452803__full-cat_1	1	False	False	29	0	0	False	0.034482758620689655	23	3.0	1.0	2.0	0.0	0.0
k141_14478055__full-cat_2	2	False	False	22	1	0	False	0.0	21	1.0	0.0	0.0	0.0	0.0
k141_14479372__full-cat_1	1	False	False	22	0	0	False	0.0	20	0.0	1.0	0.0	0.0	1.0
k141_14500397__full-cat_2	2	False	False	7	1	1	False	0.0	6	1.0	0.0	0.0	0.0	0.0
k141_14508520__full-cat_1	1	False	False	46	2	2	False	0.021739130434782608	38	4.0	2.0	2.0	0.0	0.0
k141_14516149__full-cat_2	2	False	False	7	2	0	False	0.0	6	1.0	0.0	0.0	0.0	0.0
k141_14520637__full-cat_2	2	False	False	4	1	0	False	0.25	3	0.0	0.0	1.0	0.0	0.0
k141_14527274__full-cat_2	2	False	False	5	0	0	False	0.0	4	1.0	0.0	0.0	0.0	0.0
k141_14533430__full-cat_2	2	False	False	5	2	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
k141_14534600__full-cat_2	2	False	False	8	3	0	False	0.0	7	1.0	0.0	0.0	0.0	0.0
k141_14536456__full-cat_1	1	False	False	25	1	0	False	0.04	23	1.0	0.0	1.0	0.0	0.0
k141_14547242__full-cat_1	1	False	False	8	0	0	False	0.0	4	3.0	1.0	0.0	0.0	0.0
k141_14566896__full-cat_1	1	False	False	5	2	0	False	0.2	4	0.0	0.0	1.0	0.0	0.0
k141_14569914__full-cat_1	1	False	False	19	5	0	False	0.0	14	3.0	0.0	1.0	0.0	1.0
k141_14576229__full-cat_2	2	False	False	6	1	0	False	0.16666666666666666	5	0.0	0.0	1.0	0.0	0.0
k141_14583173__full-cat_2	2	False	False	6	0	0	False	0.16666666666666666	5	0.0	0.0	1.0	0.0	0.0
k141_14590502__full-cat_2	2	False	False	9	2	0	False	0.1111111111111111	7	1.0	0.0	1.0	0.0	0.0
k141_14592035__full-cat_2	2	False	False	5	1	0	False	0.2	3	1.0	0.0	1.0	0.0	0.0
k141_14595686__full-cat_1	1	False	False	7	1	0	False	0.0	6	1.0	0.0	0.0	0.0	0.0
k141_14599887__full-cat_2	2	False	False	6	1	0	False	0.0	5	1.0	0.0	0.0	0.0	0.0
k141_15710628__full-cat_2	2	False	False	8	3	2	False	0.0	7	1.0	0.0	0.0	0.0	0.0
k141_15712107__full-cat_1	1	False	False	12	2	0	False	0.0	12	0.0	0.0	0.0	0.0	0.0
k141_15712901__full-cat_2	2	False	False	6	1	0	False	0.16666666666666666	4	1.0	0.0	1.0	0.0	0.0
k141_15714607__full-cat_2	2	False	False	6	0	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
k141_15723913__full-cat_2	2	False	False	6	2	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
k141_15723983__full-cat_2	2	False	False	7	3	0	False	0.14285714285714285	6	0.0	0.0	1.0	0.0	0.0
k141_15732215__full-cat_2	2	False	False	13	1	0	False	0.0	10	1.0	0.0	1.0	1.0	0.0
k141_15743651__full-cat_2	2	False	False	12	0	0	False	0.0	11	1.0	0.0	0.0	0.0	0.0
k141_15753811__full-cat_2	2	False	False	14	0	0	False	0.0	14	0.0	0.0	0.0	0.0	0.0
k141_15770663__full-cat_2	2	False	False	16	3	0	False	0.0625	13	1.0	0.0	2.0	0.0	0.0
k141_15783500__full-cat_2	2	False	False	11	2	0	False	0.09090909090909091	9	1.0	0.0	1.0	0.0	0.0
k141_15784497__full-cat_2	2	False	False	14	2	0	False	0.0	11	3.0	0.0	0.0	0.0	0.0
k141_15785065__full-cat_1	1	False	False	47	4	2	False	0.0425531914893617	36	7.0	1.0	3.0	0.0	0.0
k141_15799625__full-cat_1	1	False	False	3	2	0	False	0.3333333333333333	2	0.0	0.0	1.0	0.0	0.0
k141_15800126__full-cat_2	2	False	False	8	3	0	False	0.0	8	0.0	0.0	0.0	0.0	0.0
k141_15809816__full-cat_2	2	False	False	10	6	0	False	0.1	8	1.0	0.0	1.0	0.0	0.0
k141_15810334__full-cat_2	2	False	False	12	5	0	False	0.0	11	0.0	0.0	0.0	1.0	0.0
k141_15814402__full-cat_2	2	False	False	7	2	0	False	0.2857142857142857	5	0.0	0.0	2.0	0.0	0.0
k141_15830506__full-cat_2	2	False	False	3	2	0	False	0.6666666666666666	1	0.0	0.0	2.0	0.0	0.0
k141_15836710__full-cat_2	2	False	False	9	2	0	False	0.0	8	0.0	0.0	1.0	0.0	0.0
k141_15844072__full-cat_2	2	False	False	7	0	0	False	0.2857142857142857	5	0.0	0.0	2.0	0.0	0.0
k141_15854285__full-cat_1	1	False	False	10	0	0	False	0.0	9	0.0	0.0	1.0	0.0	0.0
k141_15861385__full-cat_2	2	False	False	2	1	0	False	0.0	1	0.0	0.0	1.0	0.0	0.0
k141_15871178__full-cat_1	1	False	False	39	1	0	False	0.02564102564102564	30	7.0	0.0	2.0	0.0	0.0
k141_15874015__full-cat_1	1	False	False	8	0	0	False	0.0	8	0.0	0.0	0.0	0.0	0.0
k141_15874059__full-cat_1	1	False	False	11	2	0	False	0.0	7	2.0	0.0	2.0	0.0	0.0
k141_15874312__full-cat_2	2	False	False	4	1	0	False	0.25	3	0.0	0.0	1.0	0.0	0.0
k141_15875107__full-cat_1	1	False	False	3	0	0	False	0.0	3	0.0	0.0	0.0	0.0	0.0
k141_15882484__full-cat_2	2	False	False	13	4	0	False	0.0	9	4.0	0.0	0.0	0.0	0.0
k141_15883527__full-cat_2	2	False	False	3	1	0	False	0.3333333333333333	2	0.0	0.0	1.0	0.0	0.0
k141_15885372__full-cat_1	1	False	False	25	0	0	False	0.0	19	3.0	1.0	2.0	0.0	0.0
k141_15887035__full-cat_1	1	False	False	11	0	0	False	0.0	9	1.0	1.0	0.0	0.0	0.0
k141_15887143__full-cat_2	2	False	False	6	0	0	False	0.0	5	0.0	1.0	0.0	0.0	0.0
k141_15913491__full-cat_2	2	False	False	7	0	0	False	0.0	7	0.0	0.0	0.0	0.0	0.0
k141_15927666__full-cat_2	2	False	False	11	1	0	False	0.0	11	0.0	0.0	0.0	0.0	0.0
k141_15948265__full-cat_2	2	False	False	4	0	0	False	0.0	3	1.0	0.0	0.0	0.0	0.0
k141_15949613__full-cat_2	2	False	False	5	1	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
k141_15951222__full-cat_1	1	False	False	11	0	0	False	0.0	10	0.0	0.0	1.0	0.0	0.0
k141_15952424__full-cat_1	1	False	False	30	4	0	False	0.0	27	1.0	1.0	1.0	0.0	0.0
k141_15956186__full-cat_1	1	False	False	9	0	0	False	0.0	5	3.0	0.0	1.0	0.0	0.0
k141_15962321__full-cat_2	2	False	False	4	1	0	False	0.0	4	0.0	0.0	0.0	0.0	0.0
k141_15970446__full-cat_2	2	False	False	6	1	0	False	0.16666666666666666	5	0.0	0.0	1.0	0.0	0.0
k141_15972515__full-cat_2	2	False	False	6	1	1	False	0.0	5	0.0	0.0	0.0	1.0	0.0
k141_15975235__full-cat_2	2	False	False	8	4	0	False	0.0	7	0.0	0.0	1.0	0.0	0.0
k141_15985942__full-cat_2	2	False	False	7	1	0	False	0.0	7	0.0	0.0	0.0	0.0	0.0
k141_17104496__full-cat_2	2	False	False	9	3	0	False	0.0	9	0.0	0.0	0.0	0.0	0.0
k141_17105343__full-cat_2	2	False	False	17	1	0	False	0.0	13	4.0	0.0	0.0	0.0	0.0
k141_17109305__full-cat_2	2	False	False	8	5	0	False	0.0	8	0.0	0.0	0.0	0.0	0.0
k141_17130444__full-cat_2	2	False	False	7	4	0	False	0.0	6	0.0	0.0	1.0	0.0	0.0
k141_17135494__full-cat_2	2	False	False	4	3	0	False	0.25	2	1.0	0.0	1.0	0.0	0.0
k141_17148638__full-cat_2	2	False	False	9	1	0	False	0.0	8	0.0	0.0	1.0	0.0	0.0
k141_17159067__full-cat_2	2	False	False	9	4	0	True	0.0	8	0.0	0.0	1.0	0.0	0.0
k141_17164930__full-cat_1	1	False	False	9	0	0	False	0.0	3	2.0	1.0	3.0	0.0	0.0
k141_17167322__full-cat_1	1	False	False	7	0	0	False	0.0	6	1.0	0.0	0.0	0.0	0.0
k141_17170433__full-cat_1	1	False	False	7	0	0	False	0.0	6	1.0	0.0	0.0	0.0	0.0
k141_17171918__full-cat_2	2	False	False	11	4	0	False	0.09090909090909091	10	0.0	0.0	1.0	0.0	0.0
k141_17185592__full-cat_2	2	False	False	7	1	0	False	0.0	5	0.0	0.0	2.0	0.0	0.0
k141_17187254__full-cat_2	2	False	False	7	4	0	False	0.14285714285714285	6	0.0	0.0	1.0	0.0	0.0
k141_17193836__full-cat_2	2	False	False	6	1	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
k141_17197166__full-cat_2	2	False	False	7	3	0	False	0.0	6	0.0	0.0	1.0	0.0	0.0
k141_17198120__full-cat_2	2	False	False	28	0	1	False	0.03571428571428571	25	2.0	0.0	1.0	0.0	0.0
k141_17211528__full-cat_2	2	False	False	13	0	0	False	0.0	10	1.0	0.0	2.0	0.0	0.0
k141_17211546__full-cat_2	2	False	False	10	3	0	False	0.0	10	0.0	0.0	0.0	0.0	0.0
k141_17214328__full-cat_2	2	False	False	6	2	0	False	0.16666666666666666	5	0.0	0.0	1.0	0.0	0.0
k141_17221051__full-cat_1	1	False	False	10	0	0	False	0.0	6	3.0	0.0	0.0	0.0	1.0
k141_17222781__full-cat_1	1	False	False	7	0	0	False	0.0	7	0.0	0.0	0.0	0.0	0.0
k141_17224267__full-cat_2	2	False	False	3	1	0	False	0.0	3	0.0	0.0	0.0	0.0	0.0
k141_17224677__full-cat_1	1	False	False	23	0	0	False	0.0	22	0.0	0.0	1.0	0.0	0.0
k141_17227307__full-cat_1	1	False	False	54	0	3	False	0.07407407407407407	45	3.0	1.0	4.0	0.0	1.0
k141_17229836__full-cat_1	1	False	False	7	3	0	False	0.14285714285714285	6	0.0	0.0	1.0	0.0	0.0
k141_17247459__full-cat_2	2	False	False	12	5	0	False	0.08333333333333333	9	2.0	0.0	1.0	0.0	0.0
k141_17270816__full-cat_1	1	False	False	6	0	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
k141_17287672__full-cat_2	2	False	False	14	0	0	False	0.07142857142857142	13	0.0	0.0	1.0	0.0	0.0
k141_17297900__full-cat_1	1	False	False	11	2	0	False	0.0	6	5.0	0.0	0.0	0.0	0.0
k141_17318575__full-cat_2	2	False	False	10	0	0	False	0.0	8	0.0	0.0	1.0	0.0	1.0
k141_17333907__full-cat_2	2	False	False	20	0	0	False	0.1	17	1.0	0.0	2.0	0.0	0.0
k141_17334511__full-cat_2	2	False	False	5	1	0	False	0.2	4	0.0	0.0	1.0	0.0	0.0
k141_17340093__full-cat_1	1	False	False	3	1	0	False	0.3333333333333333	2	0.0	0.0	1.0	0.0	0.0
k141_17342278__full-cat_2	2	False	False	5	1	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
k141_17346146__full-cat_1	1	False	False	7	0	0	False	0.0	7	0.0	0.0	0.0	0.0	0.0
k141_17350418__full-cat_2	2	False	False	5	3	0	False	0.0	4	0.0	0.0	1.0	0.0	0.0
k141_17351036__full-cat_2	2	False	False	6	2	0	False	0.16666666666666666	5	0.0	0.0	1.0	0.0	0.0
k141_17352843__full-cat_2	2	False	False	9	3	0	False	0.0	9	0.0	0.0	0.0	0.0	0.0
k141_17359189__full-cat_2	2	False	False	4	1	0	False	0.0	3	1.0	0.0	0.0	0.0	0.0
k141_17364946__full-cat_2	2	False	False	4	0	0	False	0.0	4	0.0	0.0	0.0	0.0	0.0
k141_1826295__full-cat_2	2	False	False	4	1	0	False	0.0	4	0.0	0.0	0.0	0.0	0.0
k141_1827503__full-cat_2	2	False	False	8	2	0	False	0.0	8	0.0	0.0	0.0	0.0	0.0
