gene	scaffold	gene_id	gene_description	category	header	subheader	module	auxiliary_score	amg_flags
c_000003694400__full-cat_1_10	c_000003694400__full-cat_1	K01735	3-dehydroquinate synthase [EC:4.2.3.4] [RN:R03083]	Organic Nitrogen	Amino Acid		Shikimate pathway, phosphoenolpyruvate + erythrose-4P => chorismate	2	MKTF
c_000003727387__full-cat_1_6	c_000003727387__full-cat_1	K01735	3-dehydroquinate synthase [EC:4.2.3.4] [RN:R03083]	Organic Nitrogen	Amino Acid		Shikimate pathway, phosphoenolpyruvate + erythrose-4P => chorismate	2	MKTF
c_000003727387__full-cat_1_7	c_000003727387__full-cat_1	K00891	shikimate kinase [EC:2.7.1.71] [RN:R02412]	Organic Nitrogen	Amino Acid		Shikimate pathway, phosphoenolpyruvate + erythrose-4P => chorismate	2	MTF
c_000003748832__full-cat_2_7	c_000003748832__full-cat_2	M17	Catlytic type: Metallo; any N-terminal amino acid can be released from dipeptides and polypeptides, although there is a preference for leucine; bonds with proline in P1 are not cleaved; maximally active between pH 9 and 9.5	Organic Nitrogen	Peptidase		Aminopeptidases	3	MF
c_000003767286__full-cat_2_3	c_000003767286__full-cat_2							3	MKF
c_000003779792__full-cat_2_5	c_000003779792__full-cat_2	K02959	small subunit ribosomal protein S16	MISC	Information systems		Ribosome, bacteria	3	M
c_000003779792__full-cat_2_6	c_000003779792__full-cat_2	K02986	small subunit ribosomal protein S4	MISC	Information systems		Ribosome, bacteria	3	M
c_000003779792__full-cat_2_6	c_000003779792__full-cat_2	K02986	small subunit ribosomal protein S4	MISC	Information systems		Ribosome, archaea	3	M
c_000003799736__full-cat_2_6	c_000003799736__full-cat_2							3	MKF
c_000003799736__full-cat_2_8	c_000003799736__full-cat_2							3	MK
c_000003799736__full-cat_2_10	c_000003799736__full-cat_2							3	MK
c_000003799736__full-cat_2_12	c_000003799736__full-cat_2							3	MK
c_000003799736__full-cat_2_14	c_000003799736__full-cat_2							3	MKF
c_000003799736__full-cat_2_15	c_000003799736__full-cat_2							3	MKF
c_000003810799__full-cat_2_6	c_000003810799__full-cat_2	S10	Catlytic type: Serine; preference for hydrophobic residues in positions P1 and P1 OR  preference for the basic amino acids either side of the scissile bond	Organic Nitrogen	Peptidase		Carboxypeptidases	3	MF
c_000003832137__full-cat_1_6	c_000003832137__full-cat_1							2	MKF
c_000003840989__full-cat_2_9	c_000003840989__full-cat_2							3	MKF
c_000003871950__full-cat_2_2	c_000003871950__full-cat_2	GT41	GT41 UDP-GlcNAc: peptide beta-N-acetylglucosaminyltransferase (EC 2.4.1.255); UDP-Glc: peptide N-beta-glucosyltransferase (EC 2.4.1.-)	carbon utilization	CAZY		GlycosylTransferases	3	MF
c_000003884901__full-cat_2_4	c_000003884901__full-cat_2	M28D	Catlytic type: Metallo; able to release a variety of N-terminal amino acids	Organic Nitrogen	Peptidase		Aminopeptidases and carboxypeptidases	3	MF
c_000003918635__full-cat_2_3	c_000003918635__full-cat_2							3	MKF
c_000003948664__full-cat_2_5	c_000003948664__full-cat_2	CE4	CE4 acetyl xylan esterase (EC 3.1.1.72); chitin deacetylase (EC 3.5.1.41); chitooligosaccharide deacetylase (EC 3.5.1.-); peptidoglycan GlcNAc deacetylase (EC 3.5.1.-); peptidoglycan N-acetylmuramic acid deacetylase (EC 3.5.1.-).	carbon utilization	CAZY	Chitin Oligo Cleavage	Carbohydrate Esterases	3	MF
c_000003950135__full-cat_1_5	c_000003950135__full-cat_1	K10107	ABC-2.CPSE.P1; capsular polysaccharide transport system permease protein	Transporters			Capsular polysaccharide transport system	2	MF
c_000003979442__full-cat_1_9	c_000003979442__full-cat_1							1	MK
c_000003986105__full-cat_1_3	c_000003986105__full-cat_1	K01990	ABC-2.A; ABC-2 type transport system ATP-binding protein	Transporters			ABC-2 type transport system	2	MF
c_000003988753__full-cat_1_10	c_000003988753__full-cat_1	K02945	small subunit ribosomal protein S1	MISC	Information systems		Ribosome, bacteria	2	M
c_000003988753__full-cat_1_13	c_000003988753__full-cat_1	K00945	cytidylate kinase [EC:2.7.4.14] [RN:R00158]	MISC	Information systems	Nucleotide	Pyrimidine ribonucleotide biosynthesis, UMP => UDP/UTP,CDP/CTP	2	MK
c_000004063153__full-cat_1_4	c_000004063153__full-cat_1	K02050	ABC.SN.P; sulfonate/nitrate/taurine transport system permease protein	Transporters			NitT/TauT family transport system	2	MF
c_000004063153__full-cat_1_5	c_000004063153__full-cat_1	K02051	ABC.SN.S; sulfonate/nitrate/taurine transport system substrate-binding protein	Transporters			NitT/TauT family transport system	2	MF
c_000004063153__full-cat_1_23	c_000004063153__full-cat_1							2	MK
c_000004072021__full-cat_2_4	c_000004072021__full-cat_2	GT68	GT68 GDP-Fuc: protein O-alpha-fucosyltransferase (EC 2.4.1.-)	carbon utilization	CAZY		GlycosylTransferases	3	MF
c_000004074312__full-cat_2_2	c_000004074312__full-cat_2	K00615	transketolase [EC:2.2.1.1] [RN:R01641]	carbon utilization	central carbon	pentose pathway	Pentose phosphate pathway (Pentose phosphate cycle)	3	MKF
c_000004074312__full-cat_2_2	c_000004074312__full-cat_2	K00615	transketolase [EC:2.2.1.1] [RN:R01830 R01641]	carbon utilization	central carbon	pentose pathway	Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P	3	MKF
c_000004074312__full-cat_2_2	c_000004074312__full-cat_2	K00615	transketolase [EC:2.2.1.1] [RN:R01067 R01641]	Energy	C1		Reductive pentose phosphate cycle (Calvin cycle)	3	MKF
c_000004074312__full-cat_2_2	c_000004074312__full-cat_2	K00615	transketolase [EC:2.2.1.1] [RN:R01067 R01641]	Energy	C1		Reductive pentose phosphate cycle, glyceraldehyde-3P => ribulose-5P	3	MKF
c_000004074312__full-cat_2_3	c_000004074312__full-cat_2	K00615	transketolase [EC:2.2.1.1] [RN:R01641]	carbon utilization	central carbon	pentose pathway	Pentose phosphate pathway (Pentose phosphate cycle)	3	MKF
c_000004074312__full-cat_2_3	c_000004074312__full-cat_2	K00615	transketolase [EC:2.2.1.1] [RN:R01830 R01641]	carbon utilization	central carbon	pentose pathway	Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P	3	MKF
c_000004074312__full-cat_2_3	c_000004074312__full-cat_2	K00615	transketolase [EC:2.2.1.1] [RN:R01067 R01641]	Energy	C1		Reductive pentose phosphate cycle (Calvin cycle)	3	MKF
c_000004074312__full-cat_2_3	c_000004074312__full-cat_2	K00615	transketolase [EC:2.2.1.1] [RN:R01067 R01641]	Energy	C1		Reductive pentose phosphate cycle, glyceraldehyde-3P => ribulose-5P	3	MKF
c_000004077416__full-cat_2_3	c_000004077416__full-cat_2	GT2	GT2 cellulose synthase (EC 2.4.1.12); chitin synthase (EC 2.4.1.16); dolichyl-phosphate beta-D-mannosyltransferase (EC 2.4.1.83); dolichyl-phosphate beta-glucosyltransferase (EC 2.4.1.117); N-acetylglucosaminyltransferase (EC 2.4.1.-); N-acetylgalactosaminyltransferase (EC 2.4.1.-); hyaluronan synthase (EC 2.4.1.212); chitin oligosaccharide synthase (EC 2.4.1.-); beta-1,3-glucan synthase (EC 2.4.1.34); beta-1,4-mannan synthase (EC 2.4.1.-); beta-mannosylphosphodecaprenol-mannooligosaccharide alpha-1,6-mannosyltransferase (EC 2.4.1.199); UDP-Galf: rhamnopyranosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,4/1,5-galactofuranosyltransferase (EC 2.4.1.287); UDP-Galf: galactofuranosyl-galactofuranosyl-rhamnosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,5/1,6-galactofuranosyltransferase (EC 2.4.1.288); dTDP-L-Rha: N-acetylglucosaminyl-PP-decaprenol alpha-1,3-L-rhamnosyltransferase (EC 2.4.1.289)	carbon utilization	CAZY		GlycosylTransferases	3	MF
c_000004098824__full-cat_1_5	c_000004098824__full-cat_1	K00891	shikimate kinase [EC:2.7.1.71] [RN:R02412]	Organic Nitrogen	Amino Acid		Shikimate pathway, phosphoenolpyruvate + erythrose-4P => chorismate	2	MTF
c_000004098824__full-cat_1_6	c_000004098824__full-cat_1	K01735	3-dehydroquinate synthase [EC:4.2.3.4] [RN:R03083]	Organic Nitrogen	Amino Acid		Shikimate pathway, phosphoenolpyruvate + erythrose-4P => chorismate	2	MKTF
c_000004131116__full-cat_2_3	c_000004131116__full-cat_2							3	MKF
c_000004131116__full-cat_2_6	c_000004131116__full-cat_2	GT2	GT2 cellulose synthase (EC 2.4.1.12); chitin synthase (EC 2.4.1.16); dolichyl-phosphate beta-D-mannosyltransferase (EC 2.4.1.83); dolichyl-phosphate beta-glucosyltransferase (EC 2.4.1.117); N-acetylglucosaminyltransferase (EC 2.4.1.-); N-acetylgalactosaminyltransferase (EC 2.4.1.-); hyaluronan synthase (EC 2.4.1.212); chitin oligosaccharide synthase (EC 2.4.1.-); beta-1,3-glucan synthase (EC 2.4.1.34); beta-1,4-mannan synthase (EC 2.4.1.-); beta-mannosylphosphodecaprenol-mannooligosaccharide alpha-1,6-mannosyltransferase (EC 2.4.1.199); UDP-Galf: rhamnopyranosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,4/1,5-galactofuranosyltransferase (EC 2.4.1.287); UDP-Galf: galactofuranosyl-galactofuranosyl-rhamnosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,5/1,6-galactofuranosyltransferase (EC 2.4.1.288); dTDP-L-Rha: N-acetylglucosaminyl-PP-decaprenol alpha-1,3-L-rhamnosyltransferase (EC 2.4.1.289)	carbon utilization	CAZY		GlycosylTransferases	3	MF
c_000004131116__full-cat_2_7	c_000004131116__full-cat_2	GT2	GT2 cellulose synthase (EC 2.4.1.12); chitin synthase (EC 2.4.1.16); dolichyl-phosphate beta-D-mannosyltransferase (EC 2.4.1.83); dolichyl-phosphate beta-glucosyltransferase (EC 2.4.1.117); N-acetylglucosaminyltransferase (EC 2.4.1.-); N-acetylgalactosaminyltransferase (EC 2.4.1.-); hyaluronan synthase (EC 2.4.1.212); chitin oligosaccharide synthase (EC 2.4.1.-); beta-1,3-glucan synthase (EC 2.4.1.34); beta-1,4-mannan synthase (EC 2.4.1.-); beta-mannosylphosphodecaprenol-mannooligosaccharide alpha-1,6-mannosyltransferase (EC 2.4.1.199); UDP-Galf: rhamnopyranosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,4/1,5-galactofuranosyltransferase (EC 2.4.1.287); UDP-Galf: galactofuranosyl-galactofuranosyl-rhamnosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,5/1,6-galactofuranosyltransferase (EC 2.4.1.288); dTDP-L-Rha: N-acetylglucosaminyl-PP-decaprenol alpha-1,3-L-rhamnosyltransferase (EC 2.4.1.289)	carbon utilization	CAZY		GlycosylTransferases	3	MF
c_000004132545__full-cat_2_3	c_000004132545__full-cat_2							3	MKF
c_000004132545__full-cat_2_5	c_000004132545__full-cat_2	CE1	CE1 acetyl xylan esterase (EC 3.1.1.72); cinnamoyl esterase (EC 3.1.1.-); feruloyl esterase (EC 3.1.1.73); carboxylesterase (EC 3.1.1.1); S-formylglutathione hydrolase (EC 3.1.2.12); diacylglycerol O-acyltransferase (EC 2.3.1.20); trehalose 6-O-mycolyltransferase (EC 2.3.1.122)	carbon utilization	CAZY		Carbohydrate Esterases	3	MF
c_000004133341__full-cat_2_3	c_000004133341__full-cat_2	K01755	argininosuccinate lyase [EC:4.3.2.1] [RN:R01086]	Organic Nitrogen	Amino Acid		Urea cycle	3	MKF
c_000004140436__full-cat_2_5	c_000004140436__full-cat_2							3	MKF
c_000004191343__full-cat_2_6	c_000004191343__full-cat_2	K02913	large subunit ribosomal protein L33	MISC	Information systems		Ribosome, bacteria	3	MF
c_000004219347__full-cat_2_2	c_000004219347__full-cat_2	GT2	GT2 cellulose synthase (EC 2.4.1.12); chitin synthase (EC 2.4.1.16); dolichyl-phosphate beta-D-mannosyltransferase (EC 2.4.1.83); dolichyl-phosphate beta-glucosyltransferase (EC 2.4.1.117); N-acetylglucosaminyltransferase (EC 2.4.1.-); N-acetylgalactosaminyltransferase (EC 2.4.1.-); hyaluronan synthase (EC 2.4.1.212); chitin oligosaccharide synthase (EC 2.4.1.-); beta-1,3-glucan synthase (EC 2.4.1.34); beta-1,4-mannan synthase (EC 2.4.1.-); beta-mannosylphosphodecaprenol-mannooligosaccharide alpha-1,6-mannosyltransferase (EC 2.4.1.199); UDP-Galf: rhamnopyranosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,4/1,5-galactofuranosyltransferase (EC 2.4.1.287); UDP-Galf: galactofuranosyl-galactofuranosyl-rhamnosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,5/1,6-galactofuranosyltransferase (EC 2.4.1.288); dTDP-L-Rha: N-acetylglucosaminyl-PP-decaprenol alpha-1,3-L-rhamnosyltransferase (EC 2.4.1.289)	carbon utilization	CAZY		GlycosylTransferases	3	MTF
c_000004219347__full-cat_2_3	c_000004219347__full-cat_2							3	MKTF
c_000004219347__full-cat_2_5	c_000004219347__full-cat_2							3	MKTF
c_000004237915__full-cat_2_2	c_000004237915__full-cat_2							3	MKF
c_000004241413__full-cat_2_2	c_000004241413__full-cat_2	K00254	dihydroorotate dehydrogenase [EC:1.3.5.2] [RN:R01868]	MISC	Information systems	Nucleotide	Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP	3	MF
c_000004241413__full-cat_2_3	c_000004241413__full-cat_2	K01640	hydroxymethylglutaryl-CoA lyase [EC:4.1.3.4] [RN:R01360]	Organic Nitrogen	Amino Acid		Leucine degradation, leucine => acetoacetate + acetyl-CoA	3	MKF
c_000004260014__full-cat_2_25	c_000004260014__full-cat_2	K01006	pyruvate,orthophosphate dikinase [EC:2.7.9.1] [RN:R00206]	Energy	C1		Reductive citrate cycle (Arnon-Buchanan cycle)	3	MKF
c_000004283924__full-cat_2_4	c_000004283924__full-cat_2	K01591	orotidine-5'-phosphate decarboxylase [EC:4.1.1.23] [RN:R00965]	MISC	Information systems	Nucleotide	Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP	3	MF
c_000004308178__full-cat_2_4	c_000004308178__full-cat_2	K01653	acetolactate synthase [EC:2.2.1.6] [RN:R00226 R08648]	Organic Nitrogen	Amino Acid		Valine/isoleucine biosynthesis, pyruvate => valine / 2-oxobutanoate => isoleucine	3	MF
c_000004308178__full-cat_2_4	c_000004308178__full-cat_2	K01653	acetolactate synthase [EC:2.2.1.6] [RN:R08648]	Organic Nitrogen	Amino Acid		Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine	3	MF
c_000004331955__full-cat_1_7	c_000004331955__full-cat_1							2	MK
c_000004339325__full-cat_2_4	c_000004339325__full-cat_2	GT4	GT4 sucrose synthase (EC 2.4.1.13); sucrose-phosphate synthase (EC 2.4.1.14); alpha-glucosyltransferase (EC 2.4.1.52); lipopolysaccharide N-acetylglucosaminyltransferase (EC 2.4.1.56); phosphatidylinositol alpha-mannosyltransferase (EC 2.4.1.57); GDP-Man: Man1GlcNAc2-PP-dolichol alpha-1,3-mannosyltransferase (EC 2.4.1.132); GDP-Man: Man3GlcNAc2-PP-dolichol/Man4GlcNAc2-PP-dolichol alpha-1,2-mannosyltransferase (EC 2.4.1.131); digalactosyldiacylglycerol synthase (EC 2.4.1.141); 1,2-diacylglycerol 3-glucosyltransferase (EC 2.4.1.157); diglucosyl diacylglycerol synthase (EC 2.4.1.208); trehalose phosphorylase (EC 2.4.1.231); NDP-Glc: alpha-glucose alpha-glucosyltransferase / alpha,alpha-trehalose synthase (EC 2.4.1.245); GDP-Man: Man2GlcNAc2-PP-dolichol alpha-1,6-mannosyltransferase (EC 2.4.1.257); UDP-GlcNAc: 2-deoxystreptamine alpha-N-acetylglucosaminyltransferase (EC 2.4.1.283); UDP-GlcNAc: ribostamycin alpha-N-acetylglucosaminyltransferase (EC 2.4.1.285); UDP-Gal alpha-galactosyltransferase (EC 2.4.1.-); UDP-Xyl alpha-xylosyltransferase (EC 2.4.2.-); UDP-GlcA alpha-glucuronyltransferase (EC 2.4.1.-); UDP-Glc alpha-glucosyltransferase (EC 2.4.1.-); UDP-GalNAc: GalNAc-PP-Und alpha-1,3-N-acetylgalactosaminyltransferase (EC 2.4.1.306); UDP-GalNAc: N,N'-diacetylbacillosaminyl-PP-Und alpha-1,3-N-acetylgalactosaminyltransferase (EC 2.4.1.290); ADP-dependent alpha-maltose-1-phosphate synthase (2.4.1.342)	carbon utilization	CAZY		GlycosylTransferases	3	MKF
c_000004339325__full-cat_2_4	c_000004339325__full-cat_2	GT5	GT5 UDP-Glc: glycogen glucosyltransferase (EC 2.4.1.11); ADP-Glc: starch glucosyltransferase (EC 2.4.1.21); NDP-Glc: starch glucosyltransferase (EC 2.4.1.242); UDP-Glc: alpha-1,3-glucan synthase (EC 2.4.1.183) UDP-Glc: alpha-1,4-glucan synthase (EC 2.4.1.-)	carbon utilization	CAZY		GlycosylTransferases	3	MKF
c_000004346718__full-cat_2_4	c_000004346718__full-cat_2	K01647	citrate synthase [EC:2.3.3.1] [RN:R00351]	carbon utilization	central carbon	TCA	Citrate cycle (TCA cycle, Krebs cycle)	3	MF
c_000004346718__full-cat_2_4	c_000004346718__full-cat_2	K01647	citrate synthase [EC:2.3.3.1] [RN:R00351]	carbon utilization	central carbon	TCA	Citrate cycle, first carbon oxidation, oxaloacetate => 2-oxoglutarate	3	MF
c_000004346718__full-cat_2_4	c_000004346718__full-cat_2	K01647	citrate synthase [EC:2.3.3.1] [RN:R00351]	carbon utilization	central carbon	glycolysis	Glyoxylate cycle	3	MF
c_000004346718__full-cat_2_4	c_000004346718__full-cat_2	K01647	citrate synthase [EC:2.3.3.1] [RN:R00351]	Organic Nitrogen	Amino Acid		Methylaspartate cycle	3	MF
c_000004346718__full-cat_2_6	c_000004346718__full-cat_2	K00164	2-oxoglutarate dehydrogenase complex [EC:1.2.4.2 2.3.1.61 1.8.1.4] [RN:R00621 R03316 R02570 R07618]	carbon utilization	central carbon	TCA	Citrate cycle (TCA cycle, Krebs cycle)	3	MKF
c_000004346718__full-cat_2_6	c_000004346718__full-cat_2	K00164	2-oxoglutarate dehydrogenase [EC:1.2.4.2 2.3.1.61 1.8.1.4] [RN:R00621 R03316 R02570 R07618]	carbon utilization	central carbon	TCA	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate	3	MKF
c_000004346718__full-cat_2_8	c_000004346718__full-cat_2	K00658	2-oxoglutarate dehydrogenase complex [EC:1.2.4.2 2.3.1.61 1.8.1.4] [RN:R00621 R03316 R02570 R07618]	carbon utilization	central carbon	TCA	Citrate cycle (TCA cycle, Krebs cycle)	3	MF
c_000004346718__full-cat_2_8	c_000004346718__full-cat_2	K00658	2-oxoglutarate dehydrogenase [EC:1.2.4.2 2.3.1.61 1.8.1.4] [RN:R00621 R03316 R02570 R07618]	carbon utilization	central carbon	TCA	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate	3	MF
c_000004346718__full-cat_2_8	c_000004346718__full-cat_2	K00658	2-oxoglutarate dehydrogenase E2 component (dihydrolipoamide [EC:2.3.1.61] [RN:R01933]	Organic Nitrogen	Amino Acid		Lysine degradation, lysine => saccharopine => acetoacetyl-CoA	3	MF
c_000004351524__full-cat_2_6	c_000004351524__full-cat_2	K01772	protoporphyrin/coproporphyrin ferrochelatase [EC:4.99.1.1] [RN:R00310]	MISC	MISC		Heme biosynthesis, animals and fungi, glycine => heme	3	MTF
c_000004351524__full-cat_2_7	c_000004351524__full-cat_2	K01599	uroporphyrinogen decarboxylase [EC:4.1.1.37] [RN:R03197]	MISC	MISC		Heme biosynthesis, animals and fungi, glycine => heme	3	MKTF
c_000004360837__full-cat_2_3	c_000004360837__full-cat_2	M28E	Catlytic type: Metallo; able to release a variety of N-terminal amino acids	Organic Nitrogen	Peptidase		Aminopeptidases and carboxypeptidases	3	MF
c_000004375003__full-cat_1_4	c_000004375003__full-cat_1							2	MKF
c_000004375003__full-cat_1_5	c_000004375003__full-cat_1							2	MKF
c_000004375003__full-cat_1_7	c_000004375003__full-cat_1							2	MKF
c_000004400511__full-cat_2_5	c_000004400511__full-cat_2							3	MKF
c_000004401989__full-cat_2_3	c_000004401989__full-cat_2							3	MKF
c_000004401989__full-cat_2_4	c_000004401989__full-cat_2	C56	Catlytic type: Cysteine; acts only on peptides of less than 20 amino acids; a preference for bulky, hydrophobic P1 residues	Organic Nitrogen	Peptidase		PfpI endopeptidase of {Pyrococcus furiosus}	3	MF
c_000004406829__full-cat_2_2	c_000004406829__full-cat_2	M19	Catlytic type: Metallo; cleaves dipeptides and beta-lactams; cleaves dipeptides with D-amino acids in the P1 position; often membrane localized	Organic Nitrogen	Peptidase		Dipeptidases	3	MF
c_000004406829__full-cat_2_3	c_000004406829__full-cat_2	M19	Catlytic type: Metallo; cleaves dipeptides and beta-lactams; cleaves dipeptides with D-amino acids in the P1 position; often membrane localized	Organic Nitrogen	Peptidase		Dipeptidases	3	MF
c_000004407274__full-cat_2_4	c_000004407274__full-cat_2	M19	Catlytic type: Metallo; cleaves dipeptides and beta-lactams; cleaves dipeptides with D-amino acids in the P1 position; often membrane localized	Organic Nitrogen	Peptidase		Dipeptidases	3	MF
c_000004408177__full-cat_2_7	c_000004408177__full-cat_2							3	MKF
c_000004422834__full-cat_2_4	c_000004422834__full-cat_2							3	MKF
c_000004432612__full-cat_1_3	c_000004432612__full-cat_1							2	MKF
