contig_id	contig_length	provirus	proviral_length	gene_count	viral_genes	host_genes	checkv_quality	miuvig_quality	completeness	completeness_method	contamination	kmer_freq	warnings
k141_915628||0_partial	9732	No	NA	7	0	5	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_6637256||0_partial	16050	No	NA	15	1	6	Low-quality	Genome-fragment	11.05	HMM-based (lower-bound)	0.0	1.0	
k141_5494744||0_partial	7371	No	NA	10	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_365473||0_partial	7992	No	NA	9	0	6	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_4659628||0_partial	22203	No	NA	18	0	9	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_4952299||0_partial	24882	Yes	14274	29	12	9	Low-quality	Genome-fragment	22.55	AAI-based (medium-confidence)	42.63	1.0	low-confidence Provirus
k141_1538914||0_partial	25434	Yes	16071	29	2	8	Low-quality	Genome-fragment	28.86	HMM-based (lower-bound)	36.81	1.0	low-confidence Provirus
k141_108176||0_partial	13118	No	NA	18	7	1	Low-quality	Genome-fragment	37.45	AAI-based (medium-confidence)	0.0	1.0	
k141_1540370||0_partial	15537	No	NA	9	1	0	Low-quality	Genome-fragment	22.63	HMM-based (lower-bound)	0.0	1.0	
k141_109459||0_partial	26041	Yes	13554	25	12	9	Low-quality	Genome-fragment	21.59	AAI-based (medium-confidence)	47.95	1.0	low-confidence Provirus
k141_972917||0_partial	17084	Yes	4422	23	4	13	Low-quality	Genome-fragment	10.11	AAI-based (medium-confidence)	74.12	1.0	
k141_1551352||0_partial	14560	No	NA	13	0	4	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_5268850||0_partial	18835	Yes	15987	15	2	3	Low-quality	Genome-fragment	8.32	HMM-based (lower-bound)	15.12	1.0	
k141_1572373||0_partial	26799	No	NA	23	0	16	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_3877866||0_partial	12799	No	NA	10	0	6	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_2737468||0_partial	21878	No	NA	13	0	6	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_1903425||0_partial	27451	Yes	19036	23	7	4	Low-quality	Genome-fragment	35.81	HMM-based (lower-bound)	30.65	1.0	
k141_4790834||0_partial	52280	Yes	34027	54	11	7	Medium-quality	Genome-fragment	51.0	HMM-based (lower-bound)	34.91	1.0	
k141_795987||0_partial	31951	No	NA	27	1	8	Low-quality	Genome-fragment	25.57	HMM-based (lower-bound)	0.0	1.0	
k141_4803579||0_partial	14183	No	NA	14	0	4	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_2827307||0_partial	25705	Yes	13641	29	11	7	Low-quality	Genome-fragment	27.23	AAI-based (medium-confidence)	46.93	1.0	low-confidence Provirus
k141_541147||0_partial	14585	No	NA	5	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_4272867||0_partial	14425	No	NA	15	1	6	Low-quality	Genome-fragment	8.75	HMM-based (lower-bound)	0.0	1.0	
k141_5138988||0_partial	17746	No	NA	17	0	5	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_2001471||full	10195	No	NA	8	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_6004363||full	5609	No	NA	4	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_3145206||full	5823	No	NA	7	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_153||full	6483	No	NA	10	6	0	Low-quality	Genome-fragment	8.22	HMM-based (lower-bound)	0.0	1.0	
k141_857931||full	5138	No	NA	11	0	0	Low-quality	Genome-fragment	12.01	AAI-based (medium-confidence)	0.0	1.02	no viral genes detected
k141_4003187||full	7226	No	NA	7	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_3145411||full	5861	No	NA	5	1	0	Low-quality	Genome-fragment	8.44	AAI-based (medium-confidence)	0.0	1.0	
k141_1429890||full	5658	No	NA	5	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_2573597||full	5882	No	NA	14	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_1430047||full	6961	No	NA	7	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_3431631||full	5200	No	NA	3	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_1715985||full	5598	No	NA	5	0	4	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_5719064||full	9437	No	NA	3	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.02	no viral genes detected
k141_3145898||full	27136	No	NA	19	0	6	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_3432002||full	13894	No	NA	6	0	5	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_286818||full	7584	No	NA	9	0	5	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_6291257||full	18851	No	NA	36	8	0	Low-quality	Genome-fragment	46.24	AAI-based (medium-confidence)	0.0	1.0	
k141_846||full	32060	No	NA	46	11	0	Low-quality	Genome-fragment	33.72	HMM-based (lower-bound)	0.0	1.0	
k141_4289628||full	14424	No	NA	13	5	1	Low-quality	Genome-fragment	15.25	HMM-based (lower-bound)	0.0	1.0	
k141_2860172||full	6837	No	NA	7	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_286975||full	5197	No	NA	4	0	4	Not-determined	Genome-fragment	NA	NA	0.0	1.01	no viral genes detected
k141_3146290||full	5254	No	NA	6	0	5	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_4289869||full	6163	No	NA	4	0	4	Low-quality	Genome-fragment	1.8	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
k141_287046||full	10997	No	NA	19	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_3146516||full	11442	No	NA	6	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.02	no viral genes detected
k141_1430906||full	16480	No	NA	11	0	5	Low-quality	Genome-fragment	9.06	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
k141_6577578||full	14811	No	NA	12	1	9	Low-quality	Genome-fragment	18.57	HMM-based (lower-bound)	0.0	1.0	
k141_287142||full	64477	No	NA	97	13	0	Medium-quality	Genome-fragment	72.12	HMM-based (lower-bound)	0.0	1.0	low-confidence DTR
k141_859351||full	12785	No	NA	11	0	6	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_6577693||full	7949	No	NA	19	4	0	Low-quality	Genome-fragment	10.26	HMM-based (lower-bound)	0.0	1.0	
k141_6577707||full	7906	No	NA	6	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_287349||full	6199	No	NA	11	5	0	Low-quality	Genome-fragment	11.0	HMM-based (lower-bound)	0.0	1.0	
k141_5148407||full	8243	No	NA	10	4	0	Low-quality	Genome-fragment	20.24	AAI-based (medium-confidence)	0.0	1.0	
k141_2860574||full	5107	No	NA	5	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_3718883||full	43571	No	NA	80	29	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
k141_2860629||full	5609	No	NA	7	0	4	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_4004721||full	9406	No	NA	16	1	0	Low-quality	Genome-fragment	4.24	HMM-based (lower-bound)	0.0	1.0	
k141_3147168||full	8140	No	NA	7	1	0	Low-quality	Genome-fragment	17.24	AAI-based (medium-confidence)	0.0	1.0	
k141_5720248||full	5917	No	NA	6	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_6578191||full	11239	Yes	2723	9	1	5	Low-quality	Genome-fragment	2.52	HMM-based (lower-bound)	75.77	1.0	
k141_6292285||full	6721	No	NA	6	0	4	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_3147401||full	10966	No	NA	9	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_860302||full	8969	No	NA	15	1	0	Low-quality	Genome-fragment	0.72	HMM-based (lower-bound)	0.0	1.0	
k141_2102||full	10039	No	NA	15	4	0	Low-quality	Genome-fragment	21.42	AAI-based (medium-confidence)	0.0	1.0	
k141_6006777||full	10260	No	NA	11	2	0	Low-quality	Genome-fragment	26.18	AAI-based (medium-confidence)	0.0	1.0	
k141_1431804||full	10119	No	NA	12	6	0	Low-quality	Genome-fragment	13.56	HMM-based (lower-bound)	0.0	1.0	
k141_2575432||full	14547	No	NA	3	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_5720870||full	7627	No	NA	8	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.02	no viral genes detected
k141_4863706||full	5333	No	NA	5	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_4291415||full	11224	No	NA	17	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_5435266||full	7407	No	NA	8	1	4	Low-quality	Genome-fragment	4.05	AAI-based (medium-confidence)	0.0	1.0	
k141_2575742||full	44919	No	NA	60	15	0	High-quality	High-quality	100.0	AAI-based (medium-confidence)	0.0	1.0	
k141_5149847||full	6826	No	NA	5	3	0	Low-quality	Genome-fragment	4.83	HMM-based (lower-bound)	0.0	1.0	
k141_4291584||full	16546	No	NA	21	3	0	Low-quality	Genome-fragment	35.32	AAI-based (high-confidence)	0.0	1.0	
k141_2575954||full	13872	No	NA	23	2	0	Low-quality	Genome-fragment	16.56	HMM-based (lower-bound)	0.0	1.0	
k141_3434162||full	5913	No	NA	4	0	4	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_4005867||full	5965	No	NA	17	3	0	Low-quality	Genome-fragment	4.13	HMM-based (lower-bound)	0.0	1.0	
k141_3720554||full	12752	No	NA	10	0	4	Not-determined	Genome-fragment	NA	NA	0.0	1.01	no viral genes detected
k141_5435987||full	10376	No	NA	12	3	0	Low-quality	Genome-fragment	13.51	HMM-based (lower-bound)	0.0	1.0	
k141_1718643||full	5744	No	NA	5	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_4578166||full	6211	No	NA	12	8	0	Low-quality	Genome-fragment	12.09	HMM-based (lower-bound)	0.0	1.0	
k141_3434384||full	5555	No	NA	5	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_1432922||full	11467	No	NA	15	6	0	Low-quality	Genome-fragment	19.02	AAI-based (medium-confidence)	0.0	1.0	
k141_6579946||full	9056	No	NA	5	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_4578407||full	6540	No	NA	9	0	5	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_6294265||full	5422	No	NA	6	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_4865049||full	8099	No	NA	8	0	5	Low-quality	Genome-fragment	1.22	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
k141_1147314||full	5084	No	NA	8	2	0	Low-quality	Genome-fragment	0.41	HMM-based (lower-bound)	0.0	1.06	
k141_3975||full	5570	No	NA	6	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_575724||full	13292	No	NA	12	1	1	Low-quality	Genome-fragment	6.13	HMM-based (lower-bound)	0.0	1.0	
k141_289895||full	5308	No	NA	4	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_862481||full	8013	No	NA	10	6	0	Low-quality	Genome-fragment	17.07	AAI-based (medium-confidence)	0.0	1.0	
k141_4865443||full	20228	No	NA	26	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.03	no viral genes detected
k141_2006029||full	5954	No	NA	17	3	0	Low-quality	Genome-fragment	6.29	HMM-based (lower-bound)	0.0	1.0	
k141_2577218||full	35032	No	NA	41	10	0	Medium-quality	Genome-fragment	84.71	AAI-based (medium-confidence)	0.0	1.0	
k141_3150099||full	15492	No	NA	13	0	9	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_1434047||full	38220	No	NA	37	11	1	Low-quality	Genome-fragment	34.11	HMM-based (lower-bound)	0.0	1.0	
k141_5151683||full	5795	No	NA	6	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.01	no viral genes detected
k141_1719590||full	6001	No	NA	6	0	0	Low-quality	Genome-fragment	3.72	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
k141_2291855||full	10144	No	NA	10	0	9	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_2577437||full	6344	No	NA	7	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_863112||full	5788	No	NA	3	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_5211||full	12143	No	NA	16	1	0	Low-quality	Genome-fragment	0.98	HMM-based (lower-bound)	0.0	1.0	
k141_4866376||full	8420	No	NA	13	1	0	Low-quality	Genome-fragment	1.83	HMM-based (lower-bound)	0.0	1.01	
k141_576640||full	5296	No	NA	4	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_576646||full	7797	No	NA	4	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_5272||full	9105	No	NA	12	3	0	Low-quality	Genome-fragment	12.64	HMM-based (lower-bound)	0.0	1.0	
k141_6581720||full	6238	No	NA	5	0	5	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_291192||full	9875	No	NA	13	1	1	Low-quality	Genome-fragment	16.58	AAI-based (medium-confidence)	0.0	1.0	
k141_5411||full	6030	No	NA	5	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_576824||full	5477	No	NA	5	2	0	Low-quality	Genome-fragment	11.19	AAI-based (medium-confidence)	0.0	1.0	
k141_4580096||full	12161	No	NA	16	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_2578257||full	9099	No	NA	7	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_863537||full	5727	No	NA	3	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_2007256||full	48783	No	NA	95	8	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
k141_5724280||full	6422	No	NA	6	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_2007348||full	5313	No	NA	4	0	4	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_5152685||full	6281	No	NA	3	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_2292845||full	7943	Yes	5759	8	4	1	Low-quality	Genome-fragment	13.86	AAI-based (medium-confidence)	27.5	1.0	
k141_2007426||full	14485	No	NA	25	5	0	Low-quality	Genome-fragment	29.59	AAI-based (medium-confidence)	0.0	1.0	
k141_3151502||full	5798	No	NA	3	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_6296542||full	6111	No	NA	6	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_4867159||full	8588	No	NA	5	4	0	Low-quality	Genome-fragment	19.58	AAI-based (medium-confidence)	0.0	1.0	
k141_3437264||full	11447	No	NA	15	1	0	Low-quality	Genome-fragment	14.18	AAI-based (high-confidence)	0.0	1.0	
k141_4294370||full	7656	No	NA	3	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_4867428||full	5751	No	NA	4	0	4	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_1721237||full	7817	No	NA	7	5	0	Low-quality	Genome-fragment	10.23	HMM-based (lower-bound)	0.0	1.0	
k141_4867667||full	13586	No	NA	12	3	1	Low-quality	Genome-fragment	13.79	HMM-based (lower-bound)	0.0	1.0	
k141_3724247||full	7055	No	NA	9	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_2865783||full	6726	No	NA	11	3	0	Low-quality	Genome-fragment	3.65	HMM-based (lower-bound)	0.0	1.0	
k141_5725252||full	8527	No	NA	7	0	4	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_2865916||full	9315	No	NA	13	1	3	Low-quality	Genome-fragment	6.41	HMM-based (lower-bound)	0.0	1.0	
k141_4581475||full	5029	No	NA	18	2	0	Low-quality	Genome-fragment	2.9	HMM-based (lower-bound)	0.0	1.0	
k141_4581540||full	5208	No	NA	4	0	4	Not-determined	Genome-fragment	NA	NA	0.0	1.03	no viral genes detected
k141_4295320||full	40254	No	NA	83	18	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
k141_5725671||full	5382	No	NA	5	1	0	Low-quality	Genome-fragment	0.81	HMM-based (lower-bound)	0.0	1.03	
k141_4868421||full	6842	No	NA	5	0	5	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_5154182||full	15163	No	NA	11	2	7	Low-quality	Genome-fragment	15.19	AAI-based (medium-confidence)	0.0	1.0	
k141_2008806||full	5650	No	NA	3	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_3152841||full	8953	No	NA	8	2	0	Low-quality	Genome-fragment	0.72	HMM-based (lower-bound)	0.0	1.03	
k141_3724888||full	6115	No	NA	3	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_3725099||full	12907	No	NA	13	1	0	Low-quality	Genome-fragment	1.04	HMM-based (lower-bound)	0.0	1.02	
k141_3438770||full	11701	No	NA	10	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_4295883||full	8505	No	NA	14	9	0	Low-quality	Genome-fragment	19.6	AAI-based (medium-confidence)	0.0	1.0	
k141_6012214||full	7302	No	NA	7	0	6	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_578995||full	13057	No	NA	21	8	0	Low-quality	Genome-fragment	30.48	AAI-based (medium-confidence)	0.0	1.0	
k141_6298054||full	5766	No	NA	9	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_2009388||full	5063	No	NA	7	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_3439022||full	5893	No	NA	7	1	0	Low-quality	Genome-fragment	0.47	HMM-based (lower-bound)	0.0	1.01	
k141_4296190||full	6625	No	NA	8	0	5	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_579168||full	11573	No	NA	10	0	7	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_6584320||full	7490	No	NA	10	2	0	Low-quality	Genome-fragment	0.84	HMM-based (lower-bound)	0.0	1.0	
k141_1437150||full	5081	No	NA	10	0	0	Low-quality	Genome-fragment	12.57	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
k141_4296254||full	10448	No	NA	12	1	5	Low-quality	Genome-fragment	4.82	HMM-based (lower-bound)	0.0	1.0	
k141_3725549||full	8259	No	NA	6	4	0	Low-quality	Genome-fragment	14.9	HMM-based (lower-bound)	0.0	1.0	
k141_3725569||full	6773	No	NA	5	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_4296452||full	5204	No	NA	3	0	3	Low-quality	Genome-fragment	5.52	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
k141_5440325||full	8205	No	NA	7	0	5	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_2009787||full	10752	No	NA	4	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.01	no viral genes detected
k141_3153806||full	7756	No	NA	8	0	4	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_4869820||full	5118	No	NA	4	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_5155109||full	5611	No	NA	4	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_1437887||full	7376	No	NA	11	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.01	no viral genes detected
k141_1151664||full	9302	No	NA	14	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.01	no viral genes detected
k141_579892||full	7991	No	NA	17	0	0	Low-quality	Genome-fragment	12.58	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
k141_5727888||full	18072	No	NA	17	0	10	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_2296152||full	7643	No	NA	7	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_2581548||full	5289	No	NA	7	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_5155890||full	12454	No	NA	15	7	0	Low-quality	Genome-fragment	1.21	HMM-based (lower-bound)	0.0	1.01	
k141_867273||full	7298	No	NA	7	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_6299510||full	50272	No	NA	78	22	1	High-quality	High-quality	100.0	AAI-based (medium-confidence)	0.0	1.0	
k141_3727356||full	6254	No	NA	4	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_6299537||full	6775	No	NA	5	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_3155235||full	7116	No	NA	5	0	5	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_3155452||full	7127	No	NA	5	0	5	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_4584423||full	11813	No	NA	20	3	0	Low-quality	Genome-fragment	29.39	AAI-based (medium-confidence)	0.0	1.0	
k141_3727937||full	5141	No	NA	11	2	0	Low-quality	Genome-fragment	10.69	AAI-based (high-confidence)	0.0	1.0	
k141_2011336||full	7019	No	NA	5	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_6015043||full	12173	No	NA	17	7	0	Low-quality	Genome-fragment	17.54	HMM-based (lower-bound)	0.0	1.0	
k141_6586725||full	33799	No	NA	52	17	1	Medium-quality	Genome-fragment	84.61	AAI-based (medium-confidence)	0.0	1.01	
k141_5442651||full	5441	No	NA	7	3	0	Low-quality	Genome-fragment	12.79	AAI-based (medium-confidence)	0.0	1.0	
k141_6015247||full	6383	No	NA	7	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_1153042||full	7279	No	NA	9	0	5	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_3728621||full	5056	No	NA	4	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_6587235||full	9705	No	NA	13	1	4	Low-quality	Genome-fragment	2.8	HMM-based (lower-bound)	0.0	1.0	
k141_1439961||full	5656	No	NA	15	2	0	Low-quality	Genome-fragment	3.61	HMM-based (lower-bound)	0.0	1.01	
k141_2583235||full	9718	No	NA	17	3	0	Low-quality	Genome-fragment	23.2	AAI-based (medium-confidence)	0.0	1.0	
k141_2583251||full	15014	No	NA	18	1	0	Low-quality	Genome-fragment	2.26	HMM-based (lower-bound)	0.0	1.0	
k141_3156604||full	9174	No	NA	9	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_581858||full	9652	No	NA	5	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.01	no viral genes detected
k141_6016079||full	5992	No	NA	7	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_2870753||full	18265	No	NA	23	3	0	Low-quality	Genome-fragment	36.59	AAI-based (medium-confidence)	0.0	1.0	
k141_1726171||full	5149	No	NA	11	1	0	Low-quality	Genome-fragment	3.78	HMM-based (lower-bound)	0.0	1.0	
k141_5157862||full	5395	No	NA	5	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_3157195||full	5764	No	NA	5	0	5	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_6016437||full	8618	No	NA	11	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_5157966||full	27438	No	NA	6	0	5	Not-determined	Genome-fragment	NA	NA	0.0	1.01	no viral genes detected
k141_5157971||full	6959	No	NA	11	1	1	Low-quality	Genome-fragment	10.26	HMM-based (lower-bound)	0.0	1.01	
k141_4299873||full	7852	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_11149||full	5184	Yes	2169	8	1	2	Low-quality	Genome-fragment	1.12	HMM-based (lower-bound)	58.16	1.0	
k141_5444116||full	6936	No	NA	7	0	4	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_4586220||full	7132	No	NA	7	2	0	Low-quality	Genome-fragment	2.04	HMM-based (lower-bound)	0.0	1.01	
k141_5444296||full	6297	No	NA	4	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
