contig_id	contig_length	provirus	proviral_length	gene_count	viral_genes	host_genes	checkv_quality	miuvig_quality	completeness	completeness_method	contamination	kmer_freq	warnings
k141_487540||full	5389	No	NA	5	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_433013||full	5631	No	NA	6	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_89294||full	7126	Yes	4733	9	1	1	Low-quality	Genome-fragment	11.26	HMM-based (lower-bound)	33.58	1.0	
k141_148238||full	11343	No	NA	16	7	0	Low-quality	Genome-fragment	30.01	AAI-based (medium-confidence)	0.0	1.0	
k141_492795||full	15632	No	NA	12	5	0	Low-quality	Genome-fragment	13.07	HMM-based (lower-bound)	0.0	1.0	
k141_951931||full	18088	No	NA	24	2	1	Low-quality	Genome-fragment	29.75	HMM-based (lower-bound)	0.0	1.0	
k141_492976||full	6076	No	NA	5	3	0	Low-quality	Genome-fragment	14.33	AAI-based (medium-confidence)	0.0	1.0	
k141_92593||full	5200	No	NA	7	0	6	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_787347||full	13087	No	NA	11	0	9	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_904341||full	5007	No	NA	7	1	0	Low-quality	Genome-fragment	8.53	AAI-based (medium-confidence)	0.0	1.0	
k141_962801||full	5591	No	NA	6	1	0	Low-quality	Genome-fragment	3.61	HMM-based (lower-bound)	0.0	1.0	
k141_563241||full	6128	No	NA	9	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_621321||full	8642	No	NA	12	0	7	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_223842||full	5530	No	NA	8	3	0	Low-quality	Genome-fragment	8.34	HMM-based (lower-bound)	0.0	1.0	
k141_284229||full	5929	No	NA	7	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_801534||full	6785	No	NA	7	0	4	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_516463||full	8740	No	NA	7	0	4	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_574691||full	6147	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_1149105||full	5020	No	NA	6	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_804321||full	6159	No	NA	7	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
