contig_id	contig_length	provirus	proviral_length	gene_count	viral_genes	host_genes	checkv_quality	miuvig_quality	completeness	completeness_method	contamination	kmer_freq	warnings
k119_446142||full	6260	No	NA	7	0	5	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k119_488771||full	5969	No	NA	4	0	1	Low-quality	Genome-fragment	6.51	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
k119_188857||full	5716	No	NA	4	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k119_276313||full	12216	No	NA	9	0	8	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k119_790289||full	6418	No	NA	5	4	0	Low-quality	Genome-fragment	15.12	AAI-based (medium-confidence)	0.0	1.0	
k119_1006076||full	5331	No	NA	5	0	4	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k119_105986||full	16325	No	NA	4	2	0	Low-quality	Genome-fragment	4.57	AAI-based (medium-confidence)	0.0	1.0	
k119_236332||full	6151	No	NA	6	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k119_65072||full	13780	No	NA	18	7	1	Low-quality	Genome-fragment	6.36	HMM-based (lower-bound)	0.0	1.0	
k119_535754||full	17662	Yes	9626	31	4	5	Low-quality	Genome-fragment	3.54	AAI-based (medium-confidence)	45.5	1.0	
k119_921970||full	5721	No	NA	5	4	0	Low-quality	Genome-fragment	10.58	AAI-based (high-confidence)	0.0	1.0	
k119_107315||full	8970	No	NA	6	0	5	Low-quality	Genome-fragment	5.14	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
k119_23695||full	29455	No	NA	29	15	0	Low-quality	Genome-fragment	8.17	AAI-based (medium-confidence)	0.0	1.0	
k119_1008993||full	16909	No	NA	16	4	0	Low-quality	Genome-fragment	9.79	HMM-based (lower-bound)	0.0	1.0	
k119_408752||full	6289	No	NA	9	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k119_666292||full	12220	No	NA	11	7	0	Low-quality	Genome-fragment	3.43	AAI-based (medium-confidence)	0.0	1.0	
k119_408947||full	5555	No	NA	4	0	4	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k119_666543||full	8861	No	NA	7	0	6	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k119_1009659||full	15235	Yes	9353	21	4	3	Low-quality	Genome-fragment	2.88	AAI-based (medium-confidence)	38.61	1.0	
k119_537970||full	5267	No	NA	6	3	0	Low-quality	Genome-fragment	4.66	AAI-based (medium-confidence)	0.0	1.0	
k119_580658||full	5126	No	NA	7	2	0	Low-quality	Genome-fragment	1.94	HMM-based (lower-bound)	0.0	1.0	
k119_495600||full	10068	No	NA	13	5	0	Low-quality	Genome-fragment	16.14	HMM-based (lower-bound)	0.0	1.0	
k119_625160||full	5635	No	NA	2	1	0	Low-quality	Genome-fragment	0.45	HMM-based (lower-bound)	0.0	1.0	
k119_325786||full	14479	No	NA	31	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k119_1011168||full	6692	No	NA	7	0	7	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k119_839205||full	5763	No	NA	11	1	0	Low-quality	Genome-fragment	3.12	HMM-based (lower-bound)	0.0	1.0	
k119_368882||full	5741	No	NA	8	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k119_455943||full	5123	No	NA	7	1	0	Low-quality	Genome-fragment	0.41	HMM-based (lower-bound)	0.0	1.0	
k119_457602||full	11872	No	NA	13	2	0	Low-quality	Genome-fragment	2.83	HMM-based (lower-bound)	0.0	1.0	
k119_244898||full	6609	No	NA	12	1	0	Low-quality	Genome-fragment	3.01	HMM-based (lower-bound)	0.0	1.0	
k119_585602||full	5850	No	NA	7	0	4	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k119_458719||full	5526	No	NA	6	1	0	Low-quality	Genome-fragment	7.22	HMM-based (lower-bound)	0.0	1.0	
k119_543798||full	16054	No	NA	24	8	1	Low-quality	Genome-fragment	4.3	AAI-based (medium-confidence)	0.0	1.0	
k119_801812||full	8286	No	NA	8	0	7	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k119_930585||full	7811	No	NA	11	5	0	Low-quality	Genome-fragment	20.85	AAI-based (high-confidence)	0.0	1.0	
k119_332520||full	9815	No	NA	5	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k119_1017240||full	5216	No	NA	5	1	0	Low-quality	Genome-fragment	6.79	HMM-based (lower-bound)	0.0	1.0	
k119_632657||full	6710	No	NA	12	1	0	Low-quality	Genome-fragment	15.97	HMM-based (lower-bound)	0.0	1.0	
k119_504170||full	5270	No	NA	6	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k119_803733||full	6779	No	NA	11	0	4	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k119_461815||full	6683	No	NA	6	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k119_889623||full	12512	No	NA	9	1	0	Low-quality	Genome-fragment	5.43	HMM-based (lower-bound)	0.0	1.0	
k119_889784||full	5514	No	NA	5	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k119_504633||full	5912	No	NA	8	0	1	Low-quality	Genome-fragment	9.09	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
k119_633472||full	5728	No	NA	9	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k119_546787||full	95702	No	NA	114	10	0	Medium-quality	Genome-fragment	62.1	HMM-based (lower-bound)	0.0	1.0	low-confidence DTR
k119_977005||full	8177	No	NA	14	1	1	Low-quality	Genome-fragment	2.52	AAI-based (medium-confidence)	0.0	1.0	
k119_589337||full	7429	No	NA	6	0	5	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k119_377478||full	5870	No	NA	8	3	0	Low-quality	Genome-fragment	11.34	AAI-based (medium-confidence)	0.0	1.0	
k119_377684||full	5727	No	NA	8	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k119_293063||full	7823	No	NA	9	1	0	Low-quality	Genome-fragment	13.46	HMM-based (lower-bound)	0.0	1.0	
k119_979038||full	6834	No	NA	4	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k119_465195||full	11823	No	NA	14	2	1	Low-quality	Genome-fragment	3.64	AAI-based (medium-confidence)	0.0	1.0	
k119_164128||full	7508	No	NA	4	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.01	no viral genes detected
k119_721853||full	7211	No	NA	7	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k119_981855||full	10897	No	NA	26	6	1	Low-quality	Genome-fragment	3.2	AAI-based (medium-confidence)	0.0	1.0	
k119_810464||full	5949	No	NA	4	0	4	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k119_896115||full	6661	No	NA	8	0	5	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k119_510868||full	6688	No	NA	11	2	0	Low-quality	Genome-fragment	5.1	HMM-based (lower-bound)	0.0	1.01	
k119_382606||full	5320	No	NA	8	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k119_340662||full	9592	No	NA	10	4	0	Low-quality	Genome-fragment	2.69	AAI-based (medium-confidence)	0.0	1.0	
k119_512244||full	9239	No	NA	9	2	0	Low-quality	Genome-fragment	15.88	AAI-based (medium-confidence)	0.0	1.0	
k119_384596||full	10171	No	NA	7	1	0	Low-quality	Genome-fragment	4.4	HMM-based (lower-bound)	0.0	1.0	
k119_555820||full	5492	No	NA	4	0	4	Low-quality	Genome-fragment	7.0	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
k119_555892||full	7087	No	NA	10	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
