contig_id	contig_length	provirus	proviral_length	gene_count	viral_genes	host_genes	checkv_quality	miuvig_quality	completeness	completeness_method	contamination	kmer_freq	warnings
k141_328166||full	5191	No	NA	3	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_5864918||full	5395	No	NA	4	0	4	Low-quality	Genome-fragment	5.39	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
k141_2282044||full	9364	No	NA	7	0	5	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_4236472||full	5132	No	NA	5	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_5865394||full	12818	No	NA	13	1	0	Low-quality	Genome-fragment	2.79	HMM-based (lower-bound)	0.0	1.0	
k141_7494276||full	8263	No	NA	12	1	0	Low-quality	Genome-fragment	15.33	HMM-based (lower-bound)	0.0	1.0	
k141_5540495||full	5184	No	NA	4	0	4	Low-quality	Genome-fragment	5.09	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
k141_3586142||full	7037	No	NA	7	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_980639||full	17914	No	NA	7	0	4	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_329650||full	9972	No	NA	9	3	0	Low-quality	Genome-fragment	40.32	AAI-based (medium-confidence)	0.0	1.0	
k141_1632716||full	19657	No	NA	20	6	0	Low-quality	Genome-fragment	26.62	HMM-based (lower-bound)	0.0	1.0	
k141_1632794||full	6339	No	NA	5	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.02	no viral genes detected
k141_4889558||full	6237	No	NA	9	6	0	Low-quality	Genome-fragment	13.92	AAI-based (medium-confidence)	0.0	1.0	
k141_1958749||full	7491	No	NA	2	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.1	no viral genes detected
k141_981390||full	5715	No	NA	2	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_3586982||full	9693	No	NA	13	1	0	Low-quality	Genome-fragment	15.33	AAI-based (high-confidence)	0.0	1.0	
k141_6518498||full	6799	No	NA	4	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_4238672||full	5512	No	NA	5	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_3261451||full	31871	No	NA	22	1	0	Low-quality	Genome-fragment	13.84	HMM-based (lower-bound)	0.0	1.0	
k141_6844568||full	5100	No	NA	4	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_982575||full	5959	No	NA	3	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_5542964||full	8677	No	NA	6	0	4	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_5217356||full	6682	No	NA	6	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_1634935||full	5023	No	NA	3	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_3588838||full	5522	No	NA	6	0	2	Low-quality	Genome-fragment	6.76	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
k141_7497467||full	13016	No	NA	26	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_5869237||full	5284	No	NA	6	0	4	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_2286846||full	6701	No	NA	9	0	6	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_3915495||full	7123	No	NA	8	2	0	Low-quality	Genome-fragment	11.61	AAI-based (medium-confidence)	0.0	1.0	
k141_1310419||full	7175	No	NA	3	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.06	no viral genes detected
k141_2613470||full	7078	No	NA	7	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_7499375||full	5658	No	NA	6	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_2940425||full	6707	No	NA	10	3	0	Low-quality	Genome-fragment	10.94	AAI-based (high-confidence)	0.0	1.0	
k141_4243214||full	10560	No	NA	20	1	0	Low-quality	Genome-fragment	8.34	HMM-based (lower-bound)	0.0	1.0	
k141_1638171||full	16137	No	NA	32	8	0	Low-quality	Genome-fragment	17.52	HMM-based (lower-bound)	0.0	1.0	
k141_3266306||full	12921	No	NA	3	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.01	no viral genes detected
k141_4243866||full	11147	No	NA	12	2	0	Low-quality	Genome-fragment	4.5	HMM-based (lower-bound)	0.0	1.0	
k141_6523865||full	5737	No	NA	5	3	0	Low-quality	Genome-fragment	13.62	AAI-based (medium-confidence)	0.0	1.0	
k141_4244184||full	6828	No	NA	4	0	3	Low-quality	Genome-fragment	3.68	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
k141_7501474||full	8931	No	NA	9	0	4	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_3266838||full	6559	No	NA	9	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_5547109||full	15205	No	NA	19	9	0	Low-quality	Genome-fragment	26.48	AAI-based (high-confidence)	0.0	1.0	
k141_3592833||full	42263	No	NA	74	23	0	Medium-quality	Genome-fragment	64.45	HMM-based (lower-bound)	0.0	1.0	low-confidence DTR
k141_1965119||full	5823	No	NA	3	0	2	Low-quality	Genome-fragment	1.9	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
k141_2942384||full	8689	No	NA	8	0	4	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_3593456||full	5601	No	NA	8	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_4245611||full	5278	No	NA	8	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_1314204||full	9057	No	NA	14	3	0	Low-quality	Genome-fragment	7.15	AAI-based (high-confidence)	0.0	1.0	
k141_4897401||full	5447	No	NA	5	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_1966594||full	6625	No	NA	4	0	3	Low-quality	Genome-fragment	8.9	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
k141_7178572||full	11104	No	NA	10	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_1642006||full	5577	No	NA	4	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.02	no viral genes detected
k141_6852539||full	6747	No	NA	27	1	0	Low-quality	Genome-fragment	3.45	HMM-based (lower-bound)	0.0	1.0	
k141_1315755||full	5450	Yes	3806	10	5	1	Low-quality	Genome-fragment	2.0	AAI-based (high-confidence)	30.17	1.0	
k141_1967578||full	5630	No	NA	7	0	4	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_990707||full	5686	No	NA	5	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_2293070||full	5850	No	NA	3	1	0	Low-quality	Genome-fragment	9.14	AAI-based (high-confidence)	0.0	1.0	
k141_6852926||full	7245	No	NA	3	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_1642519||full	6494	No	NA	5	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_7179370||full	12371	No	NA	5	0	5	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_5876490||full	6453	No	NA	5	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_5876601||full	6244	No	NA	13	3	0	Low-quality	Genome-fragment	11.22	AAI-based (high-confidence)	0.0	1.0	
k141_7179691||full	7456	No	NA	8	0	5	Low-quality	Genome-fragment	3.94	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
k141_3922464||full	7112	No	NA	8	0	6	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_3271057||full	11659	No	NA	12	6	0	Low-quality	Genome-fragment	35.7	AAI-based (medium-confidence)	0.0	1.0	
k141_4573849||full	10496	No	NA	14	1	0	Low-quality	Genome-fragment	6.69	HMM-based (lower-bound)	0.0	1.0	
k141_5225502||full	7896	No	NA	7	0	6	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_3271318||full	6258	No	NA	4	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_2946150||full	6953	No	NA	6	0	4	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_4900595||full	12694	No	NA	14	0	4	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_2620806||full	7350	No	NA	8	1	0	Low-quality	Genome-fragment	5.88	HMM-based (lower-bound)	0.0	1.0	
k141_15492||full	8876	No	NA	5	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.01	no viral genes detected
k141_5878016||full	7555	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_1644479||full	6958	No	NA	9	0	7	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_4574868||full	39216	No	NA	65	13	2	Medium-quality	Genome-fragment	80.27	AAI-based (high-confidence)	0.0	1.0	
k141_341847||full	8687	No	NA	5	3	0	Low-quality	Genome-fragment	4.95	HMM-based (lower-bound)	0.0	1.0	
k141_2621331||full	5490	No	NA	6	0	0	Low-quality	Genome-fragment	9.37	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
k141_7507359||full	10988	No	NA	3	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_6204275||full	12683	No	NA	8	0	6	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_993243||full	5910	No	NA	3	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_1970153||full	8334	No	NA	15	1	3	Low-quality	Genome-fragment	3.15	AAI-based (medium-confidence)	0.0	1.0	
k141_4250377||full	8575	No	NA	6	0	5	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_4575391||full	24286	No	NA	45	5	0	Low-quality	Genome-fragment	30.7	AAI-based (medium-confidence)	0.0	1.0	
k141_6855985||full	5001	No	NA	3	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_6205387||full	5476	No	NA	4	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.02	no viral genes detected; low-confidence DTR
k141_1645949||full	6511	No	NA	9	0	5	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_1646273||full	7812	No	NA	8	0	3	Low-quality	Genome-fragment	7.39	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
k141_2296938||full	5758	No	NA	4	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_7509146||full	7217	No	NA	7	0	5	Low-quality	Genome-fragment	13.2	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
k141_7509303||full	6366	No	NA	3	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.01	no viral genes detected
k141_3600077||full	25022	Yes	16175	28	11	8	Low-quality	Genome-fragment	25.76	AAI-based (medium-confidence)	35.36	1.0	low-confidence Provirus
k141_7509828||full	5607	No	NA	5	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_6858248||full	6372	No	NA	6	0	2	Low-quality	Genome-fragment	13.35	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
k141_6533047||full	8919	No	NA	12	5	0	Low-quality	Genome-fragment	11.29	AAI-based (medium-confidence)	0.0	1.0	
k141_6858567||full	9838	No	NA	4	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.01	no viral genes detected
k141_4577958||full	15547	No	NA	8	0	7	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_3275591||full	8976	No	NA	4	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.02	no viral genes detected
k141_2299152||full	5273	No	NA	5	3	0	Low-quality	Genome-fragment	11.98	AAI-based (medium-confidence)	0.0	1.0	
k141_5230845||full	14773	No	NA	23	7	1	Low-quality	Genome-fragment	25.74	HMM-based (lower-bound)	0.0	1.0	
k141_1648663||full	6749	No	NA	7	1	0	Low-quality	Genome-fragment	13.47	HMM-based (lower-bound)	0.0	1.01	
k141_1649301||full	6017	No	NA	7	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_5231738||full	7073	No	NA	6	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_3928853||full	5830	No	NA	6	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_6209433||full	6451	No	NA	7	0	4	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_347238||full	7726	No	NA	8	0	6	Low-quality	Genome-fragment	5.36	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
k141_6860852||full	5029	No	NA	6	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.02	no viral genes detected
k141_1650284||full	5814	No	NA	7	0	4	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_1651049||full	5116	No	NA	5	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_2953477||full	5169	No	NA	5	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_999625||full	12719	No	NA	14	0	6	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_1976444||full	7760	No	NA	4	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_999649||full	7756	No	NA	21	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_1976452||full	10575	No	NA	14	0	5	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_5233916||full	5733	No	NA	10	3	0	Low-quality	Genome-fragment	23.1	AAI-based (medium-confidence)	0.0	1.0	
k141_3604929||full	5714	No	NA	6	0	4	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_3605310||full	5825	No	NA	4	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_5886018||full	8674	No	NA	4	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_1001008||full	5885	No	NA	5	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_6863640||full	11199	No	NA	8	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_1326277||full	11884	No	NA	11	0	6	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_2303615||full	9855	No	NA	13	2	0	Low-quality	Genome-fragment	14.45	HMM-based (lower-bound)	0.0	1.0	
k141_1653709||full	5805	No	NA	3	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_350934||full	5126	No	NA	5	1	4	Low-quality	Genome-fragment	5.92	HMM-based (lower-bound)	0.0	1.0	
k141_675977||full	7060	No	NA	11	0	8	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_6539188||full	6332	No	NA	5	0	2	Low-quality	Genome-fragment	4.47	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
k141_2956617||full	5196	No	NA	10	0	1	Low-quality	Genome-fragment	7.46	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
k141_6213815||full	6202	No	NA	9	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_1654577||full	6099	No	NA	3	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_1002906||full	5605	No	NA	4	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_7191962||full	11559	No	NA	4	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.03	no viral genes detected
k141_352525||full	10266	No	NA	6	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_6541475||full	5608	No	NA	3	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_7518251||full	55505	No	NA	53	25	1	Low-quality	Genome-fragment	28.3	AAI-based (medium-confidence)	0.0	1.01	
k141_5889360||full	5745	No	NA	4	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_4261403||full	5370	No	NA	4	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_3283862||full	8057	No	NA	9	2	0	Low-quality	Genome-fragment	13.61	AAI-based (medium-confidence)	0.0	1.0	
k141_3936427||full	7557	No	NA	4	1	0	Low-quality	Genome-fragment	4.06	HMM-based (lower-bound)	0.0	1.01	
k141_5890836||full	6063	No	NA	4	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_679518||full	7299	No	NA	5	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_3285078||full	5377	No	NA	6	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_29186||full	10034	No	NA	8	0	5	Low-quality	Genome-fragment	11.25	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
k141_4914955||full	14219	No	NA	9	7	0	Low-quality	Genome-fragment	22.24	AAI-based (high-confidence)	0.0	1.0	
k141_6217810||full	12126	No	NA	9	0	5	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_7520792||full	5087	No	NA	5	0	4	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_4915205||full	6408	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.01	no viral genes detected
k141_2961181||full	5266	No	NA	4	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_1659121||full	7494	No	NA	9	0	6	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_1984145||full	5602	No	NA	4	0	4	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_2961401||full	18873	No	NA	22	12	0	Low-quality	Genome-fragment	25.49	AAI-based (medium-confidence)	0.0	1.0	
k141_1659498||full	5517	No	NA	3	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_7196267||full	17478	No	NA	4	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_1007961||full	11734	No	NA	9	0	8	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_1333450||full	18408	No	NA	12	3	2	Low-quality	Genome-fragment	20.77	HMM-based (lower-bound)	0.0	1.0	
k141_1985492||full	5451	No	NA	6	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_3613382||full	5611	No	NA	7	0	5	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_2310578||full	6340	No	NA	8	0	4	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_5243110||full	9188	No	NA	9	0	4	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_6220477||full	13975	No	NA	14	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_5568674||full	7676	No	NA	2	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_2311659||full	10111	No	NA	12	0	4	Low-quality	Genome-fragment	5.79	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
k141_7523748||full	7032	No	NA	6	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_683535||full	6240	No	NA	7	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_6547546||full	11798	No	NA	10	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_358921||full	6643	No	NA	2	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_7524275||full	7375	No	NA	8	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_1335406||full	6998	No	NA	4	1	0	Low-quality	Genome-fragment	4.0	HMM-based (lower-bound)	0.0	1.0	
k141_360482||full	5404	No	NA	7	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_5896728||full	6943	No	NA	7	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_4269215||full	39532	No	NA	57	8	0	Low-quality	Genome-fragment	49.11	HMM-based (lower-bound)	0.0	1.02	
k141_2966311||full	5738	No	NA	7	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_2640177||full	5347	No	NA	7	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_35185||full	7401	No	NA	7	0	6	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_1011953||full	6633	No	NA	6	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_3617390||full	5610	No	NA	5	5	0	Low-quality	Genome-fragment	7.54	AAI-based (high-confidence)	0.0	1.0	
k141_7201047||full	6176	No	NA	6	0	5	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_4921371||lt2gene	9612	No	NA	2	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_7526857||full	5232	No	NA	4	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_5572260||full	6792	No	NA	3	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_4270644||full	5423	Yes	1346	3	1	2	Low-quality	Genome-fragment	0.6	HMM-based (lower-bound)	75.18	1.0	
k141_7527155||full	6945	No	NA	6	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_1665590||full	6419	No	NA	8	1	0	Low-quality	Genome-fragment	1.4	HMM-based (lower-bound)	0.0	1.0	
k141_3292861||full	7336	No	NA	5	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_1665697||full	7463	No	NA	15	1	0	Low-quality	Genome-fragment	4.73	HMM-based (lower-bound)	0.0	1.0	
k141_687472||full	9160	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_37031||full	9134	No	NA	10	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_1339029||full	7934	No	NA	8	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_3293476||full	9869	No	NA	14	4	0	Low-quality	Genome-fragment	4.42	HMM-based (lower-bound)	0.0	1.0	
k141_4922611||full	8979	No	NA	8	2	1	Low-quality	Genome-fragment	16.5	HMM-based (lower-bound)	0.0	1.0	
k141_7528317||full	14466	No	NA	14	1	1	Low-quality	Genome-fragment	38.07	AAI-based (medium-confidence)	0.0	1.0	
k141_2642847||full	5671	No	NA	6	1	0	Low-quality	Genome-fragment	2.54	HMM-based (lower-bound)	0.0	1.0	
k141_5900201||full	6981	No	NA	8	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_5249753||full	6220	No	NA	6	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_5250251||full	9683	No	NA	12	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_364380||full	19513	No	NA	15	0	8	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_6553439||full	9742	No	NA	5	0	4	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_6878500||full	8361	No	NA	7	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.02	no viral genes detected
k141_1340609||full	8264	No	NA	8	0	6	Low-quality	Genome-fragment	17.82	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
k141_39208||full	9241	No	NA	7	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_3947759||full	6315	No	NA	5	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_7530516||full	6104	No	NA	4	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_2971046||full	5118	No	NA	4	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_3296129||full	5385	No	NA	3	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
