contig_id	contig_length	provirus	proviral_length	gene_count	viral_genes	host_genes	checkv_quality	miuvig_quality	completeness	completeness_method	contamination	kmer_freq	warnings
k141_31970002||full	5876	No	NA	3	0	2	Low-quality	Genome-fragment	5.56	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
k141_19800018||full	5426	No	NA	5	0	4	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_35015714||full	5320	No	NA	12	1	0	Low-quality	Genome-fragment	4.41	HMM-based (lower-bound)	0.0	1.0	
k141_12193822||full	5118	No	NA	4	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_33493331||full	8550	No	NA	7	0	7	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_33493364||full	10448	No	NA	16	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_15237403||full	12969	No	NA	10	0	6	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_16758813||full	8287	No	NA	9	2	0	Low-quality	Genome-fragment	10.04	AAI-based (medium-confidence)	0.0	1.0	
k141_33494523||full	6153	No	NA	14	2	0	Low-quality	Genome-fragment	7.06	HMM-based (lower-bound)	0.0	1.0	
k141_28931229||full	5580	No	NA	6	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_16759892||full	5589	No	NA	13	2	0	Low-quality	Genome-fragment	3.32	HMM-based (lower-bound)	0.0	1.0	
k141_16759946||full	5859	No	NA	17	1	0	Low-quality	Genome-fragment	8.91	HMM-based (lower-bound)	0.0	1.0	
k141_7630415||full	6948	No	NA	10	1	0	Low-quality	Genome-fragment	10.39	HMM-based (lower-bound)	0.0	1.0	
k141_16761130||full	7647	No	NA	12	8	0	Low-quality	Genome-fragment	16.75	AAI-based (medium-confidence)	0.0	1.0	
k141_10675034||full	5125	No	NA	7	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_18283559||full	6125	No	NA	5	0	5	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_19806060||full	6497	No	NA	3	0	3	Low-quality	Genome-fragment	17.74	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
k141_26477||full	15407	No	NA	16	0	2	Low-quality	Genome-fragment	41.59	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
k141_31975989||full	12238	No	NA	15	5	1	Low-quality	Genome-fragment	29.26	AAI-based (medium-confidence)	0.0	1.0	
k141_30455151||full	6764	No	NA	5	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_10675967||full	6987	No	NA	8	0	4	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_30455411||full	5006	No	NA	3	0	2	Low-quality	Genome-fragment	5.55	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
k141_3069781||full	15757	No	NA	20	0	7	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_1548739||full	5179	No	NA	4	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_22850591||full	5531	No	NA	6	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_25892760||full	5594	No	NA	7	0	5	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_6112864||full	6359	No	NA	3	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_33499328||full	6743	No	NA	7	0	5	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_21328528||full	5392	No	NA	5	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_30457936||full	6794	No	NA	13	1	1	Low-quality	Genome-fragment	6.78	HMM-based (lower-bound)	0.0	1.0	
k141_15245161||full	9217	No	NA	24	1	0	Low-quality	Genome-fragment	13.79	HMM-based (lower-bound)	0.0	1.0	
k141_10678985||full	5257	No	NA	8	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_1551652||full	5064	No	NA	4	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_22853489||full	5674	No	NA	5	0	5	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_13722287||full	5041	No	NA	6	0	5	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_33502104||full	9870	No	NA	25	4	0	Low-quality	Genome-fragment	9.85	HMM-based (lower-bound)	0.0	1.0	
k141_31930||full	5155	No	NA	13	1	1	Low-quality	Genome-fragment	2.53	HMM-based (lower-bound)	0.0	1.0	
k141_10681081||full	12420	No	NA	14	9	0	Low-quality	Genome-fragment	26.3	AAI-based (high-confidence)	0.0	1.0	
k141_7637949||full	27051	No	NA	59	4	0	Low-quality	Genome-fragment	35.36	HMM-based (lower-bound)	0.0	1.0	
k141_25897207||full	6147	No	NA	12	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.03	no viral genes detected
k141_3075682||full	6137	No	NA	7	0	4	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_10683038||full	15996	No	NA	24	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_21333975||full	6391	No	NA	5	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_24379081||full	5995	No	NA	6	1	0	Low-quality	Genome-fragment	5.69	HMM-based (lower-bound)	0.0	1.0	
k141_35029521||full	6171	No	NA	5	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_9164538||full	12835	No	NA	14	6	0	Low-quality	Genome-fragment	30.46	AAI-based (medium-confidence)	0.0	1.0	
k141_12208748||full	5630	No	NA	9	1	0	Low-quality	Genome-fragment	3.11	HMM-based (lower-bound)	0.0	1.0	
k141_30465177||full	5875	No	NA	2	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_10687851||full	7572	No	NA	16	1	1	Low-quality	Genome-fragment	18.02	HMM-based (lower-bound)	0.0	1.0	
k141_6124575||full	7290	No	NA	6	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_25904548||full	5866	No	NA	6	0	4	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_16776336||full	6230	No	NA	6	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_7646510||full	5660	No	NA	4	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_22866119||full	5219	No	NA	8	4	0	Low-quality	Genome-fragment	11.86	AAI-based (medium-confidence)	0.0	1.0	
k141_1565421||full	5168	No	NA	4	3	0	Low-quality	Genome-fragment	3.54	AAI-based (medium-confidence)	0.0	1.0	
k141_25908975||full	7947	No	NA	4	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_22867867||full	12050	No	NA	9	0	6	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_19825666||full	11925	No	NA	15	0	9	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_24389779||full	5335	No	NA	5	0	4	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_10693509||full	11621	No	NA	13	0	4	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_18303789||full	6498	Yes	4668	6	2	1	Low-quality	Genome-fragment	7.43	AAI-based (high-confidence)	28.16	1.0	
k141_6129800||full	5361	No	NA	6	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_28952429||full	7039	Yes	3176	9	2	1	Low-quality	Genome-fragment	0.91	HMM-based (lower-bound)	54.88	1.0	
k141_27433551||full	21442	No	NA	29	16	0	Low-quality	Genome-fragment	48.97	AAI-based (medium-confidence)	0.0	1.0	
k141_25910583||full	5609	No	NA	4	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_35042042||full	5873	No	NA	6	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.03	no viral genes detected
k141_1568303||full	5302	No	NA	6	0	4	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_18307363||full	5493	No	NA	7	0	4	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_15265539||full	5413	No	NA	8	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_18309363||full	6165	No	NA	13	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_13742095||full	9202	No	NA	23	1	0	Low-quality	Genome-fragment	15.83	HMM-based (lower-bound)	0.0	1.0	
k141_22875096||full	7305	No	NA	8	5	0	Low-quality	Genome-fragment	15.6	AAI-based (medium-confidence)	0.0	1.0	
k141_19832933||full	39289	No	NA	62	5	1	High-quality	High-quality	98.41	AAI-based (medium-confidence)	0.0	1.01	
k141_30480666||full	8472	No	NA	4	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.02	no viral genes detected
k141_6137104||full	6397	No	NA	21	1	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	
k141_18311516||full	5589	No	NA	5	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_19834405||full	10101	No	NA	6	0	4	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_35048525||full	20831	No	NA	31	4	2	Low-quality	Genome-fragment	26.05	HMM-based (lower-bound)	0.0	1.0	
k141_27441182||full	5272	Yes	1896	8	1	2	Low-quality	Genome-fragment	1.34	HMM-based (lower-bound)	64.04	1.0	
k141_12226438||full	8658	No	NA	15	1	0	Low-quality	Genome-fragment	8.98	AAI-based (medium-confidence)	0.0	1.0	
k141_21352704||full	5238	No	NA	5	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_24399501||full	5042	No	NA	4	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_7659687||full	6176	No	NA	13	3	0	Low-quality	Genome-fragment	10.18	HMM-based (lower-bound)	0.0	1.0	
k141_10703592||full	14933	No	NA	23	4	0	Low-quality	Genome-fragment	16.77	HMM-based (lower-bound)	0.0	1.0	
k141_12229426||full	11447	No	NA	22	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_4623283||full	5040	No	NA	6	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_22880989||full	5181	No	NA	4	0	2	Low-quality	Genome-fragment	2.6	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
k141_18316248||full	5693	No	NA	5	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_25921837||full	7310	No	NA	7	0	6	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_7662717||full	7652	No	NA	6	0	5	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_24403062||full	7264	No	NA	6	0	4	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_6142371||full	6522	No	NA	5	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_6142538||full	9259	Yes	1359	8	1	4	Low-quality	Genome-fragment	0.91	HMM-based (lower-bound)	85.32	1.0	
k141_6143144||full	6918	No	NA	11	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_27447781||full	8001	No	NA	7	0	3	Low-quality	Genome-fragment	9.2	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
k141_22883398||full	18403	No	NA	36	5	0	Low-quality	Genome-fragment	22.38	HMM-based (lower-bound)	0.0	1.0	
k141_9189821||full	5447	No	NA	5	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_33529891||full	6876	No	NA	6	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_16796399||full	7000	No	NA	13	4	0	Low-quality	Genome-fragment	9.85	HMM-based (lower-bound)	0.0	1.0	
k141_25925102||full	5528	No	NA	6	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.01	no viral genes detected
k141_32011456||full	6174	No	NA	4	0	4	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_6146796||full	11417	No	NA	7	0	5	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_25927623||full	6604	No	NA	10	4	0	Low-quality	Genome-fragment	15.13	AAI-based (medium-confidence)	0.0	1.0	
k141_35059890||full	5856	No	NA	12	6	0	Low-quality	Genome-fragment	6.11	HMM-based (lower-bound)	0.0	1.0	
k141_15280723||full	8872	No	NA	10	0	7	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_12237800||full	11019	No	NA	9	0	8	Not-determined	Genome-fragment	NA	NA	0.0	1.01	no viral genes detected
k141_25929446||full	5312	No	NA	16	1	0	Low-quality	Genome-fragment	2.74	HMM-based (lower-bound)	0.0	1.0	
k141_19847384||full	5387	No	NA	11	1	0	Low-quality	Genome-fragment	5.96	HMM-based (lower-bound)	0.0	1.01	
k141_6149683||full	6197	No	NA	10	2	0	Low-quality	Genome-fragment	9.61	HMM-based (lower-bound)	0.0	1.0	
k141_1586921||full	10172	No	NA	10	0	7	Low-quality	Genome-fragment	10.84	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
k141_12239851||full	5702	No	NA	7	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_21364935||full	7830	No	NA	8	0	5	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_13757020||full	5636	No	NA	7	0	0	Low-quality	Genome-fragment	14.08	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
k141_30494121||full	6639	No	NA	3	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_24413954||full	5009	No	NA	7	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.02	no viral genes detected
k141_9198813||full	47225	No	NA	64	9	0	Medium-quality	Genome-fragment	59.93	HMM-based (lower-bound)	0.0	1.0	
k141_32017411||full	7110	No	NA	11	0	0	Low-quality	Genome-fragment	12.4	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
k141_21367107||full	11500	No	NA	18	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_15285650||full	5317	No	NA	9	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_30496617||full	7182	No	NA	5	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_21367513||full	11600	No	NA	20	1	1	Low-quality	Genome-fragment	6.3	AAI-based (medium-confidence)	0.0	1.0	
k141_9199942||full	31421	No	NA	41	3	1	Low-quality	Genome-fragment	37.29	HMM-based (lower-bound)	0.0	1.0	
k141_7674325||full	13820	No	NA	38	1	0	Low-quality	Genome-fragment	3.37	HMM-based (lower-bound)	0.0	1.0	
k141_13760000||full	74055	No	NA	77	38	2	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
k141_3114450||full	45320	No	NA	82	9	2	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
k141_3114518||full	5264	No	NA	6	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_30497724||full	6407	No	NA	11	0	1	Low-quality	Genome-fragment	5.29	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
k141_9201684||full	5382	No	NA	5	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_4639664||full	5142	No	NA	7	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_1593893||full	6012	No	NA	12	2	0	Low-quality	Genome-fragment	3.84	HMM-based (lower-bound)	0.0	1.01	
k141_27462246||full	5136	No	NA	4	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_19855754||full	6544	No	NA	6	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_32022700||full	5765	No	NA	11	2	1	Low-quality	Genome-fragment	5.18	HMM-based (lower-bound)	0.0	1.02	
k141_15290804||full	46832	No	NA	66	22	1	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
k141_15291054||full	8640	No	NA	17	1	0	Low-quality	Genome-fragment	5.23	AAI-based (medium-confidence)	0.0	1.0	
k141_21372918||full	30657	No	NA	41	8	0	Medium-quality	Genome-fragment	69.09	AAI-based (medium-confidence)	0.0	1.01	
k141_33544073||full	5085	No	NA	4	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_25939568||full	5214	No	NA	4	2	0	Low-quality	Genome-fragment	11.44	HMM-based (lower-bound)	0.0	1.0	
k141_9206557||full	17854	No	NA	26	3	2	Low-quality	Genome-fragment	22.24	HMM-based (lower-bound)	0.0	1.01	
k141_3120936||full	17297	No	NA	26	4	1	Low-quality	Genome-fragment	39.31	AAI-based (medium-confidence)	0.0	1.0	
k141_21374410||full	7971	No	NA	8	0	6	Not-determined	Genome-fragment	NA	NA	0.0	1.01	no viral genes detected
k141_19859007||full	5758	No	NA	10	4	0	Low-quality	Genome-fragment	7.27	HMM-based (lower-bound)	0.0	1.0	
k141_24422651||full	6235	No	NA	6	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_18337378||full	8718	No	NA	8	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_16814535||full	9511	No	NA	6	0	5	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_24425033||full	8514	No	NA	3	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_28985787||full	5208	No	NA	14	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_15296629||full	8767	No	NA	18	3	0	Low-quality	Genome-fragment	15.1	AAI-based (medium-confidence)	0.0	1.0	
k141_22904762||full	20216	No	NA	30	9	1	Low-quality	Genome-fragment	28.29	HMM-based (lower-bound)	0.0	1.0	
k141_9211417||full	8374	No	NA	11	1	0	Low-quality	Genome-fragment	19.77	AAI-based (medium-confidence)	0.0	1.0	
k141_24426762||full	62891	No	NA	104	11	9	Medium-quality	Genome-fragment	77.85	HMM-based (lower-bound)	0.0	1.0	low-confidence DTR
k141_21378801||full	11601	No	NA	16	5	1	Low-quality	Genome-fragment	27.48	AAI-based (medium-confidence)	0.0	1.0	
k141_27470353||full	6578	No	NA	13	2	0	Low-quality	Genome-fragment	3.84	HMM-based (lower-bound)	0.0	1.0	
k141_12255759||full	17684	No	NA	34	2	0	Low-quality	Genome-fragment	29.07	AAI-based (medium-confidence)	0.0	1.0	
k141_4650075||full	7143	No	NA	7	0	5	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_3128202||full	6677	No	NA	5	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_4650725||full	5060	No	NA	5	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_10730748||full	5172	No	NA	3	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_27473142||full	12969	No	NA	6	1	0	Low-quality	Genome-fragment	8.96	HMM-based (lower-bound)	0.0	1.0	
k141_9216800||full	7498	No	NA	15	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_18345445||full	12939	No	NA	30	1	0	Low-quality	Genome-fragment	5.09	HMM-based (lower-bound)	0.0	1.0	
k141_19868937||full	7857	No	NA	3	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_16822522||full	19317	No	NA	33	0	5	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_7691133||full	26527	No	NA	18	2	0	Low-quality	Genome-fragment	14.07	AAI-based (medium-confidence)	0.0	1.0	
k141_21384666||full	6774	No	NA	6	0	5	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_6170234||full	5054	No	NA	5	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_28994163||full	6139	No	NA	5	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_22912314||full	5001	No	NA	5	0	4	Low-quality	Genome-fragment	4.78	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
k141_19871122||full	5460	No	NA	5	1	0	Low-quality	Genome-fragment	9.05	HMM-based (lower-bound)	0.0	1.0	
k141_28995059||full	5665	No	NA	19	2	0	Low-quality	Genome-fragment	8.62	HMM-based (lower-bound)	0.0	1.0	
k141_10735901||full	10538	No	NA	13	1	1	Low-quality	Genome-fragment	4.86	HMM-based (lower-bound)	0.0	1.0	
k141_4656430||full	5831	No	NA	5	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_18350144||full	9820	No	NA	10	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_18350254||full	23941	No	NA	44	1	0	Low-quality	Genome-fragment	46.85	HMM-based (lower-bound)	0.0	1.0	
k141_15307672||full	15956	No	NA	25	8	0	Low-quality	Genome-fragment	35.22	AAI-based (medium-confidence)	0.0	1.0	
k141_19873951||full	5346	No	NA	6	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_10738198||full	5591	No	NA	10	0	0	Low-quality	Genome-fragment	9.08	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
k141_7695888||full	10756	No	NA	19	7	0	Low-quality	Genome-fragment	22.56	AAI-based (medium-confidence)	0.0	1.0	
k141_19875102||full	6297	No	NA	9	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_27484068||full	6327	No	NA	9	3	0	Low-quality	Genome-fragment	13.5	AAI-based (high-confidence)	0.0	1.0	
k141_4662557||full	5797	No	NA	8	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_35091456||full	5822	No	NA	10	1	0	Low-quality	Genome-fragment	3.18	AAI-based (medium-confidence)	0.0	1.0	
k141_19878769||full	5631	No	NA	18	2	0	Low-quality	Genome-fragment	4.47	HMM-based (lower-bound)	0.0	1.0	
k141_25959594||full	6305	No	NA	16	1	0	Low-quality	Genome-fragment	3.61	HMM-based (lower-bound)	0.0	1.0	
k141_1616106||full	6523	No	NA	5	0	4	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_3142124||full	5235	Yes	4055	6	2	1	Low-quality	Genome-fragment	9.55	AAI-based (high-confidence)	22.54	1.0	
k141_30524574||full	5210	No	NA	4	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_9229469||full	5775	No	NA	12	1	1	Low-quality	Genome-fragment	9.15	HMM-based (lower-bound)	0.0	1.0	
k141_3143923||full	5792	No	NA	6	0	6	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_10745464||full	6954	No	NA	12	3	0	Low-quality	Genome-fragment	3.31	HMM-based (lower-bound)	0.0	1.0	
